"CHARGE","compartmentCode","cyId","derivedUnits","EC Number","exponent","FORMULA","GENE_ASSOCIATION","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","scale","selected","shared name","SUBSYSTEM","units","unitSid","value"
"-2","1","_575540","substance",,,"C11H12NO9P",,,,"Nicotinate D-ribonucleotide",,"_575540",,"Nicotinate D-ribonucleotide",,"c","M_nicrnt_c","species","species",,"false","Nicotinate D-ribonucleotide",,,,
"-1","1","_575543","substance",,,"C11H14N2O8P",,,,"NMN",,"_575543",,"NMN",,"c","M_nmn_c","species","species",,"false","NMN",,,,
,,"_579619","mmol_per_gDW_per_hr","",,,"(b1872 and b1873)",,"R_DMSOR1pp_FLUX_VALUE","Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)",,"_579619",,"Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)","false",,"R_DMSOR1pp","reaction","reaction irreversible",,"false","Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)","Oxidative Phosphorylation",,,
"0","1","_575546","substance",,,"NO",,,,"Nitric oxide",,"_575546",,"Nitric oxide",,"c","M_no_c","species","species",,"false","Nitric oxide",,,,
,,"_578225","mmol_per_gDW_per_hr","",,,"",,"R_EX_3hcinnm_LPAREN_e_RPAREN__FLUX_VALUE","3-hydroxycinnamic acid exchange",,"_578225",,"3-hydroxycinnamic acid exchange","true",,"R_EX_3hcinnm_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","3-hydroxycinnamic acid exchange","",,,
,,"_580534","mmol_per_gDW_per_hr","3.1.1.5",,,"b3825",,"R_LPLIPAL2E181_FLUX_VALUE","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",,"_580534",,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)","false",,"R_LPLIPAL2E181","reaction","reaction irreversible",,"false","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)","Glycerophospholipid Metabolism",,,
,,"_581510","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_SKMtex_FLUX_VALUE","shikimate transport via diffusion (extracellular to periplasm)",,"_581510",,"shikimate transport via diffusion (extracellular to periplasm)","true",,"R_SKMtex","reaction","reaction reversible",,"false","shikimate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_580923","mmol_per_gDW_per_hr","",,,"(b3365 and b3366)",,"R_NTRIR2x_FLUX_VALUE","nitrite Reductase (NADH)",,"_580923",,"nitrite Reductase (NADH)","false",,"R_NTRIR2x","reaction","reaction irreversible",,"false","nitrite Reductase (NADH)","Oxidative Phosphorylation",,,
"-1","1","_575549","substance",,,"NO2",,,,"Nitrite",,"_575549",,"Nitrite",,"c","M_no2_c","species","species",,"false","Nitrite",,,,
"-1","1","_575552","substance",,,"NO3",,,,"Nitrate",,"_575552",,"Nitrate",,"c","M_no3_c","species","species",,"false","Nitrate",,,,
,,"_581310","mmol_per_gDW_per_hr","4.1.1.65",,,"b4160",,"R_PSD161_FLUX_VALUE","Phosphatidylserine decarboxylase (n-C16:1)",,"_581310",,"Phosphatidylserine decarboxylase (n-C16:1)","false",,"R_PSD161","reaction","reaction irreversible",,"false","Phosphatidylserine decarboxylase (n-C16:1)","Glycerophospholipid Metabolism",,,
"-2","1","_575555","substance",,,"C89H145N1O32P2",,,,"O16 antigen undecaprenyl diphosphate",,"_575555",,"O16 antigen undecaprenyl diphosphate",,"c","M_o16aund_c","species","species",,"false","O16 antigen undecaprenyl diphosphate",,,,
,,"_581712","mmol_per_gDW_per_hr","3.6.1.45",,,"b0480",,"R_UACGAMPpp_FLUX_VALUE","UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)",,"_581712",,"UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)","false",,"R_UACGAMPpp","reaction","reaction irreversible",,"false","UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)","Alternate Carbon Metabolism",,,
,,"_578466","mmol_per_gDW_per_hr","",,,"",,"R_EX_h_LPAREN_e_RPAREN__FLUX_VALUE","H+ exchange",,"_578466",,"H+ exchange","true",,"R_EX_h_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","H+ exchange","",,,
,,"_579997","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_G6Ptex_FLUX_VALUE","glucose 6-phosphate transport via diffusion (extracellular to periplasm)",,"_579997",,"glucose 6-phosphate transport via diffusion (extracellular to periplasm)","true",,"R_G6Ptex","reaction","reaction reversible",,"false","glucose 6-phosphate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_580356","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_IDONtex_FLUX_VALUE","L-idonate transport via diffusion (extracellular to periplasm)",,"_580356",,"L-idonate transport via diffusion (extracellular to periplasm)","true",,"R_IDONtex","reaction","reaction reversible",,"false","L-idonate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"0","1","_575558","substance",,,"O2",,,,"O2",,"_575558",,"O2",,"c","M_o2_c","species","species",,"false","O2",,,,
,,"_579439","mmol_per_gDW_per_hr","",,,"b4111",,"R_CTBTt2rpp_FLUX_VALUE","cronobetaine outward transport (H+ antiport)",,"_579439",,"cronobetaine outward transport (H+ antiport)","true",,"R_CTBTt2rpp","reaction","reaction reversible",,"false","cronobetaine outward transport (H+ antiport)","Transport, Inner Membrane",,,
,,"_580161","mmol_per_gDW_per_hr","",,,"(b1377 or b2215 or b0241 or b0929)",,"R_GMPtex_FLUX_VALUE","GMP transport via diffusion (extracellular to periplasm)",,"_580161",,"GMP transport via diffusion (extracellular to periplasm)","true",,"R_GMPtex","reaction","reaction reversible",,"false","GMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"-1","1","_575561","substance",,,"O2",,,,"Superoxide anion",,"_575561",,"Superoxide anion",,"c","M_o2s_c","species","species",,"false","Superoxide anion",,,,
,,"_579835","mmol_per_gDW_per_hr","3.1.3.11",,,"(b3925 or b4232 or b2930)",,"R_FBP_FLUX_VALUE","fructose-bisphosphatase",,"_579835",,"fructose-bisphosphatase","false",,"R_FBP","reaction","reaction irreversible",,"false","fructose-bisphosphatase","Glycolysis/Gluconeogenesis",,,
"-2","1","_575564","substance",,,"C4H2O5",,,,"Oxaloacetate",,"_575564",,"Oxaloacetate",,"c","M_oaa_c","species","species",,"false","Oxaloacetate",,,,
,,"_578706","mmol_per_gDW_per_hr","",,,"b4036",,"R_14GLUCANtexi_FLUX_VALUE","1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",,"_578706",,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible","false",,"R_14GLUCANtexi","reaction","reaction irreversible",,"false","1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible","Transport, Outer Membrane",,,
,,"_578902","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_ABUTtex_FLUX_VALUE","4-aminobutyrate transport via diffusion (extracellular to periplasm)",,"_578902",,"4-aminobutyrate transport via diffusion (extracellular to periplasm)","true",,"R_ABUTtex","reaction","reaction reversible",,"false","4-aminobutyrate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"-4","1","_575567","substance",,,"C29H44N7O17P3S",,,,"trans-Oct-2-enoyl-CoA",,"_575567",,"trans-Oct-2-enoyl-CoA",,"c","M_oc2coa_c","species","species",,"false","trans-Oct-2-enoyl-CoA",,,,
,,"_581114","mmol_per_gDW_per_hr","3.1.3.27",,,"(b1278 or b0418)",,"R_PGPP140_FLUX_VALUE","phosphatidylglycerol phosphate phosphatase (n-C14:0)",,"_581114",,"phosphatidylglycerol phosphate phosphatase (n-C14:0)","false",,"R_PGPP140","reaction","reaction irreversible",,"false","phosphatidylglycerol phosphate phosphatase (n-C14:0)","Glycerophospholipid Metabolism",,,
,,"_579085","mmol_per_gDW_per_hr","2.6.1.2",,,"(b2290 or b2379)",,"R_ALATA_L_FLUX_VALUE","L-alanine transaminase",,"_579085",,"L-alanine transaminase","true",,"R_ALATA_L","reaction","reaction reversible",,"false","L-alanine transaminase","Alanine and Aspartate Metabolism",,,
"-1","1","_575570","substance",,,"C19H35N2O8PRS",,,,"Octanoyl-ACP (n-C8:0ACP)",,"_575570",,"Octanoyl-ACP (n-C8:0ACP)",,"c","M_ocACP_c","species","species",,"false","Octanoyl-ACP (n-C8:0ACP)",,,,
,,"_579262","mmol_per_gDW_per_hr","",,,"b4208",,"R_BALAt2pp_FLUX_VALUE","beta-alanine transport in via proton symport (periplasm)",,"_579262",,"beta-alanine transport in via proton symport (periplasm)","false",,"R_BALAt2pp","reaction","reaction irreversible",,"false","beta-alanine transport in via proton symport (periplasm)","Transport, Inner Membrane",,,
,,"_578226","mmol_per_gDW_per_hr","",,,"",,"R_EX_3hpp_LPAREN_e_RPAREN__FLUX_VALUE","3-Hydroxypropanoate exchange",,"_578226",,"3-Hydroxypropanoate exchange","true",,"R_EX_3hpp_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","3-Hydroxypropanoate exchange","",,,
"-4","1","_575573","substance",,,"C29H46N7O17P3S",,,,"Octanoyl-CoA (n-C8:0CoA)",,"_575573",,"Octanoyl-CoA (n-C8:0CoA)",,"c","M_occoa_c","species","species",,"false","Octanoyl-CoA (n-C8:0CoA)",,,,
,,"_580728","mmol_per_gDW_per_hr","",,,"b3633",,"R_MOAT_FLUX_VALUE","3-deoxy-D-manno-octulosonic acid transferase",,"_580728",,"3-deoxy-D-manno-octulosonic acid transferase","false",,"R_MOAT","reaction","reaction irreversible",,"false","3-deoxy-D-manno-octulosonic acid transferase","Lipopolysaccharide Biosynthesis / Recycling",,,
,,"_579620","mmol_per_gDW_per_hr","",,,"(b0894 and b0895 and b0896)",,"R_DMSOR2_FLUX_VALUE","Dimethyl sulfoxide reductase (Demethylmenaquinol 8)",,"_579620",,"Dimethyl sulfoxide reductase (Demethylmenaquinol 8)","false",,"R_DMSOR2","reaction","reaction irreversible",,"false","Dimethyl sulfoxide reductase (Demethylmenaquinol 8)","Oxidative Phosphorylation",,,
"-1","1","_575576","substance",,,"C18H35O2",,,,"octadecanoate (n-C18:0)",,"_575576",,"octadecanoate (n-C18:0)",,"c","M_ocdca_c","species","species",,"false","octadecanoate (n-C18:0)",,,,
,,"_581511","mmol_per_gDW_per_hr","",,,"(b1377 or b0929 or b2215 or b0241)",,"R_SLNTtex_FLUX_VALUE","selenite transport via diffusion (extracellular to periplasm)",,"_581511",,"selenite transport via diffusion (extracellular to periplasm)","true",,"R_SLNTtex","reaction","reaction reversible",,"false","selenite transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"-1","1","_575579","substance",,,"C29H55N2O8PRS",,,,"Octadecanoyl-ACP (n-C18:0ACP)",,"_575579",,"Octadecanoyl-ACP (n-C18:0ACP)",,"c","M_ocdcaACP_c","species","species",,"false","Octadecanoyl-ACP (n-C18:0ACP)",,,,
,,"_580535","mmol_per_gDW_per_hr","3.1.1.5",,,"b3825",,"R_LPLIPAL2G120_FLUX_VALUE","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",,"_580535",,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)","false",,"R_LPLIPAL2G120","reaction","reaction irreversible",,"false","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)","Glycerophospholipid Metabolism",,,
,,"_580925","mmol_per_gDW_per_hr","",,,"(b4070 and b4071 and b4072 and b4073)",,"R_NTRIR3pp_FLUX_VALUE","nitrite Reductase (Ubiquinole-8, periplasm)",,"_580925",,"nitrite Reductase (Ubiquinole-8, periplasm)","false",,"R_NTRIR3pp","reaction","reaction irreversible",,"false","nitrite Reductase (Ubiquinole-8, periplasm)","Nitrogen Metabolism",,,
,,"_578468","mmol_per_gDW_per_hr","",,,"",,"R_EX_h2_LPAREN_e_RPAREN__FLUX_VALUE","H2 exchange",,"_578468",,"H2 exchange","true",,"R_EX_h2_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","H2 exchange","",,,
"-1","1","_575582","substance",,,"C18H36O5P",,,,"Octadecanoyl-phosphate (n-C18:0)",,"_575582",,"Octadecanoyl-phosphate (n-C18:0)",,"c","M_ocdcap_c","species","species",,"false","Octadecanoyl-phosphate (n-C18:0)",,,,
,,"_581312","mmol_per_gDW_per_hr","4.1.1.65",,,"b4160",,"R_PSD180_FLUX_VALUE","Phosphatidylserine decarboxylase (n-C18:0)",,"_581312",,"Phosphatidylserine decarboxylase (n-C18:0)","false",,"R_PSD180","reaction","reaction irreversible",,"false","Phosphatidylserine decarboxylase (n-C18:0)","Glycerophospholipid Metabolism",,,
,,"_579998","mmol_per_gDW_per_hr","3.1.3.10",,,"b1002",,"R_GAL1PPpp_FLUX_VALUE","D-galactose 1-phosphatase",,"_579998",,"D-galactose 1-phosphatase","false",,"R_GAL1PPpp","reaction","reaction irreversible",,"false","D-galactose 1-phosphatase","Alternate Carbon Metabolism",,,
,,"_580358","mmol_per_gDW_per_hr","",,,"(b2023 and b2025)",,"R_IG3PS_FLUX_VALUE","Imidazole-glycerol-3-phosphate synthase",,"_580358",,"Imidazole-glycerol-3-phosphate synthase","false",,"R_IG3PS","reaction","reaction irreversible",,"false","Imidazole-glycerol-3-phosphate synthase","Histidine Metabolism",,,
"-1","1","_575585","substance",,,"C18H33O2",,,,"octadecenoate (n-C18:1)",,"_575585",,"octadecenoate (n-C18:1)",,"c","M_ocdcea_c","species","species",,"false","octadecenoate (n-C18:1)",,,,
,,"_581714","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_UACGAMtex_FLUX_VALUE","UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)",,"_581714",,"UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)","true",,"R_UACGAMtex","reaction","reaction reversible",,"false","UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_580163","mmol_per_gDW_per_hr","1.1.1.44",,,"b2029",,"R_GND_FLUX_VALUE","phosphogluconate dehydrogenase",,"_580163",,"phosphogluconate dehydrogenase","false",,"R_GND","reaction","reaction irreversible",,"false","phosphogluconate dehydrogenase","Pentose Phosphate Pathway",,,
"-1","1","_575588","substance",,,"C18H34O5P",,,,"Octadecanoyl-phosphate (n-C18:1)",,"_575588",,"Octadecanoyl-phosphate (n-C18:1)",,"c","M_ocdceap_c","species","species",,"false","Octadecanoyl-phosphate (n-C18:1)",,,,
,,"_579441","mmol_per_gDW_per_hr","5.3.3.8",,,"b3846",,"R_CTECOAI6_FLUX_VALUE","3-cis-2-trans-enoyl-CoA isomerase",,"_579441",,"3-cis-2-trans-enoyl-CoA isomerase","true",,"R_CTECOAI6","reaction","reaction reversible",,"false","3-cis-2-trans-enoyl-CoA isomerase","Membrane Lipid Metabolism",,,
"-1","1","_575591","substance",,,"C8H15O2",,,,"octanoate (n-C8:0)",,"_575591",,"octanoate (n-C8:0)",,"c","M_octa_c","species","species",,"false","octanoate (n-C8:0)",,,,
,,"_578708","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_23CAMPtex_FLUX_VALUE","23cAMP transport via diffusion (extracellular to periplasm)",,"_578708",,"23cAMP transport via diffusion (extracellular to periplasm)","true",,"R_23CAMPtex","reaction","reaction reversible",,"false","23cAMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_578903","mmol_per_gDW_per_hr","",,,"(b2221 and b2222)",,"R_ACACCT_FLUX_VALUE","acetyl-CoA:acetoacetyl-CoA transferase",,"_578903",,"acetyl-CoA:acetoacetyl-CoA transferase","false",,"R_ACACCT","reaction","reaction irreversible",,"false","acetyl-CoA:acetoacetyl-CoA transferase","Alternate Carbon Metabolism",,,
,,"_579836","mmol_per_gDW_per_hr","5.3.1.25",,,"b2802",,"R_FCI_FLUX_VALUE","L-fucose isomerase",,"_579836",,"L-fucose isomerase","true",,"R_FCI","reaction","reaction reversible",,"false","L-fucose isomerase","Alternate Carbon Metabolism",,,
"1","1","_575594","substance",,,"C8H15O",,,,"octanoate (protein bound)",,"_575594",,"octanoate (protein bound)",,"c","M_octapb_c","species","species",,"false","octanoate (protein bound)",,,,
"-3","1","_575597","substance",,,"C40H65O7P2",,,,"all-trans-Octaprenyl diphosphate",,"_575597",,"all-trans-Octaprenyl diphosphate",,"c","M_octdp_c","species","species",,"false","all-trans-Octaprenyl diphosphate",,,,
,,"_578228","mmol_per_gDW_per_hr","",,,"",,"R_EX_3hpppn_LPAREN_e_RPAREN__FLUX_VALUE","3-(3-hydroxy-phenyl)propionate exchange",,"_578228",,"3-(3-hydroxy-phenyl)propionate exchange","true",,"R_EX_3hpppn_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","3-(3-hydroxy-phenyl)propionate exchange","",,,
,,"_581115","mmol_per_gDW_per_hr","3.1.3.27",,,"(b0418 or b1278)",,"R_PGPP140pp_FLUX_VALUE","phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",,"_581115",,"phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)","false",,"R_PGPP140pp","reaction","reaction irreversible",,"false","phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)","Glycerophospholipid Metabolism",,,
,,"_579086","mmol_per_gDW_per_hr","",,,"(b0870 or b2551)",,"R_ALATA_L2_FLUX_VALUE","alanine transaminase",,"_579086",,"alanine transaminase","false",,"R_ALATA_L2","reaction","reaction irreversible",,"false","alanine transaminase","Cofactor and Prosthetic Group Biosynthesis",,,
"-1","1","_575600","substance",,,"C29H53N2O8PRS",,,,"cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)",,"_575600",,"cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)",,"c","M_octeACP_c","species","species",,"false","cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)",,,,
,,"_579263","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_BALAtex_FLUX_VALUE","beta-alanine transport via diffusion (extracellular to periplasm)",,"_579263",,"beta-alanine transport via diffusion (extracellular to periplasm)","true",,"R_BALAtex","reaction","reaction reversible",,"false","beta-alanine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_581513","mmol_per_gDW_per_hr","",,,"(b2422 and b2425 and b2424 and b2423)",,"R_SLNTtpp_FLUX_VALUE","selenite transport via proton symport (periplasm)",,"_581513",,"selenite transport via proton symport (periplasm)","false",,"R_SLNTtpp","reaction","reaction irreversible",,"false","selenite transport via proton symport (periplasm)","Inorganic Ion Transport and Metabolism",,,
"-4","1","_575603","substance",,,"C39H64N7O17P3S",,,,"trans-Octadec-2-enoyl-CoA",,"_575603",,"trans-Octadec-2-enoyl-CoA",,"c","M_od2coa_c","species","species",,"false","trans-Octadec-2-enoyl-CoA",,,,
,,"_580730","mmol_per_gDW_per_hr","",,,"b3633",,"R_MOAT2_FLUX_VALUE","3-deoxy-D-manno-octulosonic acid transferase",,"_580730",,"3-deoxy-D-manno-octulosonic acid transferase","false",,"R_MOAT2","reaction","reaction irreversible",,"false","3-deoxy-D-manno-octulosonic acid transferase","Lipopolysaccharide Biosynthesis / Recycling",,,
"-4","1","_575606","substance",,,"C39H64N7O17P3S",,,,"Octadecenoyl-CoA (n-C18:1CoA)",,"_575606",,"Octadecenoyl-CoA (n-C18:1CoA)",,"c","M_odecoa_c","species","species",,"false","Octadecenoyl-CoA (n-C18:1CoA)",,,,
,,"_579621","mmol_per_gDW_per_hr","",,,"(b1872 and b1873)",,"R_DMSOR2pp_FLUX_VALUE","Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)",,"_579621",,"Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)","false",,"R_DMSOR2pp","reaction","reaction irreversible",,"false","Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)","Oxidative Phosphorylation",,,
,,"_578469","mmol_per_gDW_per_hr","",,,"",,"R_EX_h2o_LPAREN_e_RPAREN__FLUX_VALUE","H2O exchange",,"_578469",,"H2O exchange","true",,"R_EX_h2o_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","H2O exchange","",,,
"-1","1","_575609","substance",,,"C17H27N2O11PRS",,,,"3-Oxo-glutaryl-[acyl-carrier protein] methyl ester",,"_575609",,"3-Oxo-glutaryl-[acyl-carrier protein] methyl ester",,"c","M_ogmeACP_c","species","species",,"false","3-Oxo-glutaryl-[acyl-carrier protein] methyl ester",,,,
,,"_580536","mmol_per_gDW_per_hr","3.1.1.5",,,"b3825",,"R_LPLIPAL2G140_FLUX_VALUE","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",,"_580536",,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)","false",,"R_LPLIPAL2G140","reaction","reaction irreversible",,"false","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)","Glycerophospholipid Metabolism",,,
"-3","1","_575612","substance",,,"C4H4O8P",,,,"2-Oxo-3-hydroxy-4-phosphobutanoate",,"_575612",,"2-Oxo-3-hydroxy-4-phosphobutanoate",,"c","M_ohpb_c","species","species",,"false","2-Oxo-3-hydroxy-4-phosphobutanoate",,,,
,,"_581313","mmol_per_gDW_per_hr","4.1.1.65",,,"b4160",,"R_PSD181_FLUX_VALUE","Phosphatidylserine decarboxylase (n-C18:1)",,"_581313",,"Phosphatidylserine decarboxylase (n-C18:1)","false",,"R_PSD181","reaction","reaction irreversible",,"false","Phosphatidylserine decarboxylase (n-C18:1)","Glycerophospholipid Metabolism",,,
