"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","mean.min.bet","mean.max.bet","mean.mean.bet","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","connection_onoff"
"Co-functional (EcoCyc/GO-BP)","Ciprofloxacin_Novobiocin",1,20,20,20,20,"1",1165.2648,1165.2648,1165.2648,"Ciprofloxacin","Novobiocin","Ciprofloxacin-Novobiocin","CIP","NVB",1,"quinolones","quinolones","quinolones-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,0.000722353331276633,"Additivity","connected"
"Co-functional (GO-BP)","Ciprofloxacin_Novobiocin",1,20,20,20,20,"1",839.1163,839.1163,839.1163,"Ciprofloxacin","Novobiocin","Ciprofloxacin-Novobiocin","CIP","NVB",1,"quinolones","quinolones","quinolones-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,0.000722353331276633,"Additivity","connected"
"Similar genomic context","Ciprofloxacin_Novobiocin",1,21,21,27,24,"1",12220.9658,15470.5218,13845.7438,"Ciprofloxacin","Novobiocin","Ciprofloxacin-Novobiocin","CIP","NVB",1,"quinolones","quinolones","quinolones-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,0.000722353331276633,"Additivity","connected"
"High-throughput PPI","Ciprofloxacin_Novobiocin",1,32,32,41,36.5,"1",20510.8866,48953.1653,34732.026,"Ciprofloxacin","Novobiocin","Ciprofloxacin-Novobiocin","CIP","NVB",1,"quinolones","quinolones","quinolones-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,0.000722353331276633,"Additivity","connected"
"Co-expression","Ciprofloxacin_Novobiocin",1,43,43,67,55,"1",5832.427,11094.9076,8463.6673,"Ciprofloxacin","Novobiocin","Ciprofloxacin-Novobiocin","CIP","NVB",1,"quinolones","quinolones","quinolones-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,0.000722353331276633,"Additivity","connected"
"EN:allnetworks","Ciprofloxacin_Novobiocin",1,46,46,70,58,"1",2922.9307,6320.5407,4621.7357,"Ciprofloxacin","Novobiocin","Ciprofloxacin-Novobiocin","CIP","NVB",1,"quinolones","quinolones","quinolones-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,0.000722353331276633,"Additivity","connected"
"Similar phylogenetic profiles","Ciprofloxacin_Penicillin G",5.5,1.5,1.75,8,4.875,"0",5.6284,452.8853,229.2569,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"Small/medium-scale PPI","Ciprofloxacin_Penicillin G",5.5,2.1,2.8,8.3,5.55,"0",268.4068,3002.6864,1635.5466,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"High-throughput PPI","Ciprofloxacin_Penicillin G",2.8333,12.5833,12.75,43.4167,28.0833,"0",9052.1061,45738.7265,27395.4163,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"Similar genomic context","Ciprofloxacin_Penicillin G",2.6667,17,17,26.3333,21.6667,"1",6153.6344,15945.2093,11049.4218,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"Co-functional (EcoCyc/GO-BP)","Ciprofloxacin_Penicillin G",1.5,20,20,53.8333,36.9167,"1",1165.2648,19939.8701,10552.5674,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"Co-functional (GO-BP)","Ciprofloxacin_Penicillin G",1.5,20,20,48.6667,34.3333,"1",839.1163,12093.791,6466.4536,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"Co-expression","Ciprofloxacin_Penicillin G",2.5833,22.25,22.25,58.5833,40.4167,"0",2613.3576,8919.1792,5766.2684,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"EN:allnetworks","Ciprofloxacin_Penicillin G",1.9167,49.9167,49.9167,75.0833,62.5,"1",3267.5474,5660.1918,4463.8696,"Ciprofloxacin","Penicillin G","Ciprofloxacin-Penicillin G","CIP","PEN",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity-Antagonism","connected"
"Similar phylogenetic profiles","Ciprofloxacin_Piperacillin",5.5,1.5,1.75,8,4.875,"0",5.6284,452.8853,229.2569,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Ciprofloxacin_Piperacillin",5.5,2.1,2.8,8.3,5.55,"0",268.4068,3002.6864,1635.5466,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"High-throughput PPI","Ciprofloxacin_Piperacillin",2.8333,12.5833,12.75,43.4167,28.0833,"0",9052.1061,45738.7265,27395.4163,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"Similar genomic context","Ciprofloxacin_Piperacillin",2.6667,17,17,26.3333,21.6667,"1",6153.6344,15945.2093,11049.4218,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Ciprofloxacin_Piperacillin",1.5,20,20,53.8333,36.9167,"1",1165.2648,19939.8701,10552.5674,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Ciprofloxacin_Piperacillin",1.5,20,20,48.6667,34.3333,"1",839.1163,12093.791,6466.4536,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"Co-expression","Ciprofloxacin_Piperacillin",2.5833,22.25,22.25,58.5833,40.4167,"0",2613.3576,8919.1792,5766.2684,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"EN:allnetworks","Ciprofloxacin_Piperacillin",1.9167,49.9167,49.9167,75.0833,62.5,"1",3267.5474,5660.1918,4463.8696,"Ciprofloxacin","Piperacillin","Ciprofloxacin-Piperacillin","CIP","PIP",0,"quinolones","beta-lactam","beta-lactam-quinolones",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,13,0.002419899101283,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Ciprofloxacin_Rifampicin",4,2.25,2.75,8.25,5.5,"0",1657.1597,4391.4394,3024.2995,"Ciprofloxacin","Rifampicin","Ciprofloxacin-Rifampicin","CIP","RIF",0,"quinolones","RNA polymerase","quinolones-RNA polymerase",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.211729475,0.224904361,-0.184551634,0.121953175,0.171186491,0.119645547,"Antagonism","Antagonism","Synergy","Antagonism","Antagonism","Antagonism",1,1,-1,1,1,1,4,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,1,0.00354172479112979,"Antagonism-Synergy","connected"
"Similar genomic context","Ciprofloxacin_Rifampicin",2.5,20.25,20.25,24.75,22.5,"0",3899.7303,13845.7438,8872.737,"Ciprofloxacin","Rifampicin","Ciprofloxacin-Rifampicin","CIP","RIF",0,"quinolones","RNA polymerase","quinolones-RNA polymerase",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.211729475,0.224904361,-0.184551634,0.121953175,0.171186491,0.119645547,"Antagonism","Antagonism","Synergy","Antagonism","Antagonism","Antagonism",1,1,-1,1,1,1,4,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,1,0.00354172479112979,"Antagonism-Synergy","connected"
"High-throughput PPI","Ciprofloxacin_Rifampicin",2,36.5,36.5,99,67.75,"0",34732.026,52182.9237,43457.4748,"Ciprofloxacin","Rifampicin","Ciprofloxacin-Rifampicin","CIP","RIF",0,"quinolones","RNA polymerase","quinolones-RNA polymerase",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.211729475,0.224904361,-0.184551634,0.121953175,0.171186491,0.119645547,"Antagonism","Antagonism","Synergy","Antagonism","Antagonism","Antagonism",1,1,-1,1,1,1,4,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,1,0.00354172479112979,"Antagonism-Synergy","connected"
"Co-expression","Ciprofloxacin_Rifampicin",2,51.5,51.5,76.5,64,"0",4239.7448,8463.6673,6351.7061,"Ciprofloxacin","Rifampicin","Ciprofloxacin-Rifampicin","CIP","RIF",0,"quinolones","RNA polymerase","quinolones-RNA polymerase",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.211729475,0.224904361,-0.184551634,0.121953175,0.171186491,0.119645547,"Antagonism","Antagonism","Synergy","Antagonism","Antagonism","Antagonism",1,1,-1,1,1,1,4,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,1,0.00354172479112979,"Antagonism-Synergy","connected"
"EN:allnetworks","Ciprofloxacin_Rifampicin",2,58,58,92,75,"0",3748.3118,5447.1168,4597.7143,"Ciprofloxacin","Rifampicin","Ciprofloxacin-Rifampicin","CIP","RIF",0,"quinolones","RNA polymerase","quinolones-RNA polymerase",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.211729475,0.224904361,-0.184551634,0.121953175,0.171186491,0.119645547,"Antagonism","Antagonism","Synergy","Antagonism","Antagonism","Antagonism",1,1,-1,1,1,1,4,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,1,0.00354172479112979,"Antagonism-Synergy","connected"
"High-throughput PPI","Ciprofloxacin_Sulfamonomethoxine",5,1,1,36.5,18.75,"0",0,34732.026,17366.013,"Ciprofloxacin","Sulfamonomethoxine","Ciprofloxacin-Sulfamonomethoxine","CIP","SMM",0,"quinolones","folic acid biosynthesis","folic acid biosynthesis-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.021078807,-0.04489015,0.029206223,0.037397767,-0.072632516,-0.01982475,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,11,0.00094593912963409,"Additivity","connected"
"Similar phylogenetic profiles","Ciprofloxacin_Sulfamonomethoxine",2,3,3,8,5.5,"0",22.5137,137.5259,80.0198,"Ciprofloxacin","Sulfamonomethoxine","Ciprofloxacin-Sulfamonomethoxine","CIP","SMM",0,"quinolones","folic acid biosynthesis","folic acid biosynthesis-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.021078807,-0.04489015,0.029206223,0.037397767,-0.072632516,-0.01982475,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,11,0.00094593912963409,"Additivity","connected"
"Co-expression","Ciprofloxacin_Sulfamonomethoxine",3,13,13,55,34,"0",1923.7276,8463.6673,5193.6975,"Ciprofloxacin","Sulfamonomethoxine","Ciprofloxacin-Sulfamonomethoxine","CIP","SMM",0,"quinolones","folic acid biosynthesis","folic acid biosynthesis-quinolones",1,"DNA","DNA","DNA-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.021078807,-0.04489015,0.029206223,0.037397767,-0.072632516,-0.01982475,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,11,0.00094593912963409,"Additivity","connected"
