"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","processprocess","us","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","connection_onoff"
"High-throughput PPI","Clindamycin_Triclosan",3,11,11,81,46,"0","Clindamycin","Triclosan","CLI","TRI","other protein synthesis inhibitor","other membrane","protein synthesis inhibitor","membrane","antibiotic","anti-infective","membrane-protein synthesis inhibitor",0,"anti-infective-antibiotic",-0.03367334,0.007752397,-0.05231725,-0.07639331,-0.0117887,-0.04710853,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","R","R","R","R","R","R","RR","RR","SR","SR","RR","RR",1,1,0,0,1,1,4,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"High-throughput PPI","Clindamycin_Trimethoprim",2,8,9,81,45,"0","Clindamycin","Trimethoprim","CLI","TMP","other protein synthesis inhibitor","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.1507883,-0.09274455,0.1140493,-0.04773022,0.02761338,0.04785452,"Synergy","Additivity","Additivity",-1,0,0,0,0,0,-1,"R","R","S","S","R","R","S","S","S","S","R","R","RS","RS","SS","SS","RR","RR",0,0,-1,-1,1,1,0,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.5,0.5,0.5,0.5,1,1,"connected"
"High-throughput PPI","Doxycycline_Fosfomycin",2.5,11,11,140,75.5,"0","Doxycycline","Fosfomycin","DOX","FOF","tetracycline","other cell wall","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.4825183,0.4919572,0.1069507,0.1045781,0.06691431,0.08212197,"Antagonism","Additivity","Additivity",1,1,0,1,0,0,3,"S","S","S","S","R","S","S","S","S","R","S","S","SS","SS","SS","SR","RS","SS",-1,-1,-1,0,0,-1,-4,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.1,0.1,0.05,0.05,15,5,"connected"
"High-throughput PPI","Doxycycline_Fusidic acid",3,5,5,140,72.5,"0","Doxycycline","Fusidic acid","DOX","FUS","tetracycline","other protein synthesis inhibitor","protein synthesis inhibitor","protein synthesis inhibitor","antibiotic","antibiotic","protein synthesis inhibitor-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.3501036,-0.2894468,-0.03956611,-0.04398138,0.02883026,-0.07169496,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","S","S","R","S","S","S","R","R","R","R","SS","SS","SR","SR","RR","SR",-1,-1,0,0,1,0,-1,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,100,100,100,100,100,100,"connected"
"High-throughput PPI","Doxycycline_Imipenem",2.4167,19.5,19.6667,140,79.8333,"1","Doxycycline","Imipenem","DOX","IPM","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.2137062,0.1523755,0.1725541,0.09022906,0.03864022,0.05821529,"Antagonism","Additivity","Additivity",1,1,1,0,0,0,3,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.125,0.125,0.125,0.125,3,0.75,"connected"
"High-throughput PPI","Doxycycline_Levofloxacin",1.875,29,29.5,140,84.75,"1","Doxycycline","Levofloxacin","DOX","LCX","tetracycline","DNA gyrase","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1445803,0.09111001,0.1626832,0.1173343,-0.01929387,0.3389092,"Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.04,0.04,0.08,0.08,2,0.5,"connected"
"High-throughput PPI","Doxycycline_Mecillinam",2,9,9,140,74.5,"0","Doxycycline","Mecillinam","DOX","MEC","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.2329417,0.3334315,0.2612881,0.1462099,-0.04537774,-0.03611423,"Antagonism","Additivity","Additivity",1,1,1,1,0,0,4,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.06,0.06,0.06,0.06,2,2,"connected"
"High-throughput PPI","Doxycycline_Meropenem",2.4167,19.5,19.6667,140,79.8333,"1","Doxycycline","Meropenem","DOX","MEM","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1236492,0.2561973,0.1500497,0.09010525,0.04198788,0.06762687,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.08,0.04,0.08,0.04,1,0.25,"connected"
"High-throughput PPI","Doxycycline_Metformin",2,33,33,140,86.5,"0","Doxycycline","Metformin","DOX","MF","tetracycline","human drug","protein synthesis inhibitor","human","antibiotic","human-targeted drug","human-protein synthesis inhibitor",0,"antibiotic-human-targeted drug",0.07795525,0.1128419,-0.4250198,-0.6962544,-0.07249191,-0.3883271,"Additivity","Additivity","Synergy",0,0,-1,-1,0,-1,-3,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,12916,12916,38748,38748,25832,25832,"connected"
"High-throughput PPI","Doxycycline_Moxifloxacin",1.875,29,29.5,140,84.75,"1","Doxycycline","Moxifloxacin","DOX","MXF","tetracycline","quinolones","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.2191373,0.1610658,0.2670741,0.1647766,0.02935359,0.2375762,"Additivity","Additivity","Antagonism",0,0,0,1,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.08,0.08,0.08,0.08,0.5,0.5,"connected"
"High-throughput PPI","Doxycycline_Novobiocin",2,36.5,36.5,140,88.25,"0","Doxycycline","Novobiocin","DOX","NVB","tetracycline","quinolones","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1220635,-0.2174266,0.2230959,-0.05966795,0.04507497,-0.04186717,"Additivity","Additivity","Additivity",0,-1,1,0,0,0,0,"S","S","S","S","R","S","S","S","R","S","R","R","SS","SS","SR","SS","RR","SR",-1,-1,0,-1,1,0,-2,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,20,20,20,20,20,20,"connected"
"High-throughput PPI","Doxycycline_Penicillin G",2.4167,19.5,19.6667,140,79.8333,"1","Doxycycline","Penicillin G","DOX","PEN","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.06313144,0.04426472,0.06739174,0.1366446,-0.05323831,-0.02593406,"Additivity","Additivity","Additivity",0,0,0,1,0,0,1,"S","S","S","S","R","S","R","S","S","S","R","R","SR","SS","SS","SS","RR","SR",0,-1,-1,-1,1,0,-2,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,5,5,1.25,1.25,10,10,"connected"
"High-throughput PPI","Doxycycline_Piperacillin",2.4167,19.5,19.6667,140,79.8333,"1","Doxycycline","Piperacillin","DOX","PIP","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.06944526,-0.2120923,-0.1181376,0.08120038,0.02852704,0.04265415,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","S","S","R","S","R","S","S","S","S","S","SR","SS","SS","SS","RS","SS",0,-1,-1,-1,0,-1,-4,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.3,0.3,1,1,2,3,"connected"
"High-throughput PPI","Doxycycline_Rifampicin",1,99,99,140,119.5,"1","Doxycycline","Rifampicin","DOX","RIF","tetracycline","RNA polymerase","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.1960736,-0.2004476,-0.3290668,-0.2117663,-0.03712302,-0.06858047,"Additivity","Additivity","Additivity",0,-1,-1,-1,0,0,-3,"S","S","S","S","R","S","S","S","S","S","S","R","SS","SS","SS","SS","RS","SR",-1,-1,-1,-1,0,0,-4,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,8,8,8,8,16,20,"connected"
"High-throughput PPI","Doxycycline_Sulfamonomethoxine",3.5,1,1,140,70.5,"0","Doxycycline","Sulfamonomethoxine","DOX","SMM","tetracycline","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.0567982,-0.1369635,0.04562959,-0.05177302,-0.02625154,-0.03398609,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,50,50,50,50,100,100,"connected"
"High-throughput PPI","Doxycycline_Triclosan",3,11,11,140,75.5,"0","Doxycycline","Triclosan","DOX","TRI","tetracycline","other membrane","protein synthesis inhibitor","membrane","antibiotic","anti-infective","membrane-protein synthesis inhibitor",0,"anti-infective-antibiotic",-0.07052472,-0.1540456,-0.03080383,-0.05104231,-0.0191761,0.01226458,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"High-throughput PPI","Doxycycline_Trimethoprim",3,8,9,140,74.5,"0","Doxycycline","Trimethoprim","DOX","TMP","tetracycline","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1869378,0.1030766,0.1548141,0.1226745,-0.0223029,0.03241965,"Antagonism","Additivity","Additivity",1,1,1,1,0,0,4,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.5,0.5,0.5,0.5,1,1,"connected"
"High-throughput PPI","Fosfomycin_Fusidic acid",3,5,5,11,8,"0","Fosfomycin","Fusidic acid","FOF","FUS","other cell wall","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.177261179,0.230104428,0.050048913,-0.055421903,0.146610794,0.080456269,"Antagonism","Antagonism","Additivity",1,1,0,0,1,0,3,"S","S","S","R","S","S","S","S","R","R","R","R","SS","SS","SR","RR","SR","SR",-1,-1,0,1,0,0,-1,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,100,100,100,100,100,100,"connected"
"High-throughput PPI","Fosfomycin_Imipenem",3.1667,8.3333,8.5,22.1667,15.3333,"0","Fosfomycin","Imipenem","FOF","IPM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.137902984,-0.092554488,-0.140864585,-0.257043238,-0.091269785,0.16863526,"Additivity","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","R","S","S","S","S","S","S","S","S","SS","SS","SS","RS","SS","SS",-1,-1,-1,0,-1,-1,-5,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.125,0.125,0.125,0.125,3,0.75,"connected"
"High-throughput PPI","Fosfomycin_Levofloxacin",3,11,11,29.5,20.25,"0","Fosfomycin","Levofloxacin","FOF","LCX","other cell wall","DNA gyrase","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.209298319,0.144369389,0.097370356,0.060114805,-0.340005762,0,"Antagonism","Synergy","Additivity",1,1,0,0,-1,0,1,"S","S","S","R","S","S","S","S","S","S","S","S","SS","SS","SS","RS","SS","SS",-1,-1,-1,0,-1,-1,-5,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.04,0.04,0.08,0.08,2,0.5,"connected"
"High-throughput PPI","Fosfomycin_Mecillinam",2,9,9,11,10,"0","Fosfomycin","Mecillinam","FOF","MEC","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.070772443,0.111980181,-0.149659643,-0.217734348,0.139569293,-0.049727235,"Additivity","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","R","S","S","S","S","S","S","R","R","SS","SS","SS","RS","SR","SR",-1,-1,-1,0,0,0,-3,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.06,0.06,0.06,0.06,2,2,"connected"
"High-throughput PPI","Fosfomycin_Meropenem",3.1667,8.3333,8.5,22.1667,15.3333,"0","Fosfomycin","Meropenem","FOF","MEM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.041703112,-0.227313542,-0.130820415,-0.141126462,-0.050710867,0.060153709,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","S","S","S","S","S","S","S","S","SS","SS","SS","RS","SS","SS",-1,-1,-1,0,-1,-1,-5,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.08,0.04,0.08,0.04,1,0.25,"connected"
"High-throughput PPI","Fosfomycin_Metformin",3,11,11,33,22,"0","Fosfomycin","Metformin","FOF","MF","other cell wall","human drug","cell wall","human","antibiotic","human-targeted drug","cell wall-human",0,"antibiotic-human-targeted drug",0.177602473,0.220626652,0.061711239,-0.030438274,-0.259320135,-0.480878825,"Antagonism","Additivity","Synergy",1,1,0,0,0,-1,1,"S","S","S","R","S","S","S","S","S","S","S","S","SS","SS","SS","RS","SS","SS",-1,-1,-1,0,-1,-1,-5,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,12916,12916,38748,38748,25832,25832,"connected"
"High-throughput PPI","Fosfomycin_Moxifloxacin",3,11,11,29.5,20.25,"0","Fosfomycin","Moxifloxacin","FOF","MXF","other cell wall","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.117704748,0.144766913,0.149502132,0.102884049,-0.101723088,-0.039832833,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","R","S","S","S","S","S","S","R","S","SS","SS","SS","RS","SR","SS",-1,-1,-1,0,0,-1,-4,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.08,0.08,0.08,0.08,0.5,0.5,"connected"
"High-throughput PPI","Fosfomycin_Novobiocin",3,11,11,36.5,23.75,"0","Fosfomycin","Novobiocin","FOF","NVB","other cell wall","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.3053796,0.206551921,0.080298519,-0.130224064,-0.145595253,-0.063770157,"Antagonism","Synergy","Additivity",1,1,0,-1,-1,0,0,"S","S","S","R","S","S","S","S","R","S","R","R","SS","SS","SR","RS","SR","SR",-1,-1,0,0,0,0,-2,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,20,20,20,20,20,20,"connected"
"High-throughput PPI","Fosfomycin_Penicillin G",3.1667,8.3333,8.5,22.1667,15.3333,"0","Fosfomycin","Penicillin G","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","R","S","S","R","S","S","S","R","R","SR","SS","SS","RS","SR","SR",0,-1,-1,0,0,0,-2,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,5,5,1.25,1.25,10,10,"connected"
"High-throughput PPI","Fosfomycin_Piperacillin",3.1667,8.3333,8.5,22.1667,15.3333,"0","Fosfomycin","Piperacillin","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Additivity","Additivity",0,-1,0,-1,0,0,-2,"S","S","S","R","S","S","R","S","S","S","S","S","SR","SS","SS","RS","SS","SS",0,-1,-1,0,-1,-1,-4,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.3,0.3,1,1,2,3,"connected"
"High-throughput PPI","Fosfomycin_Rifampicin",2,11,11,99,55,"0","Fosfomycin","Rifampicin","FOF","RIF","other cell wall","RNA polymerase","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.142687297,0.209264496,0.134075873,0.059027446,-0.128280378,-0.06880518,"Antagonism","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","S","R","S","S","S","S","S","S","S","R","SS","SS","SS","RS","SS","SR",-1,-1,-1,0,-1,0,-4,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,8,8,8,8,16,20,"connected"
"High-throughput PPI","Fosfomycin_Sulfamonomethoxine",5,1,1,11,6,"0","Fosfomycin","Sulfamonomethoxine","FOF","SMM","other cell wall","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.104643715,-0.16314448,0.069186836,-0.093894609,0.030954364,0.091723038,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","S","S","R","R","R","R","R","R","SR","SR","SR","RR","SR","SR",0,0,0,1,0,0,1,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,50,50,50,50,100,100,"connected"
"High-throughput PPI","Fosfomycin_Triclosan",2,11,11,11,11,"0","Fosfomycin","Triclosan","FOF","TRI","other cell wall","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.142486166,0.051302272,-0.03629406,-0.04814611,0.042003599,-0.022553859,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","S","S","R","R","R","R","R","R","SR","SR","SR","RR","SR","SR",0,0,0,1,0,0,1,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"High-throughput PPI","Fosfomycin_Trimethoprim",3,8,9,11,10,"0","Fosfomycin","Trimethoprim","FOF","TMP","other cell wall","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.266135173,0.301269277,0.072331519,-0.092080157,-0.035376183,0.097538885,"Antagonism","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","S","R","S","S","S","S","S","S","R","R","SS","SS","SS","RS","SR","SR",-1,-1,-1,0,0,0,-3,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.5,0.5,0.5,0.5,1,1,"connected"
"High-throughput PPI","Fusidic acid_Imipenem",3.8333,4.8333,4.8333,19.8333,12.3333,"0","Fusidic acid","Imipenem","FUS","IPM","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1012812,-0.08603947,-0.08267113,-0.06279841,-0.0640249,0.02540941,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.125,0.125,0.125,0.125,3,0.75,"connected"
"High-throughput PPI","Fusidic acid_Levofloxacin",3,5,5,29.5,17.25,"0","Fusidic acid","Levofloxacin","FUS","LCX","other protein synthesis inhibitor","DNA gyrase","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.0281021,0,0.1083656,0.01419962,0.05891455,0,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.04,0.04,0.08,0.08,2,0.5,"connected"
"High-throughput PPI","Fusidic acid_Mecillinam",4,5,5,9,7,"0","Fusidic acid","Mecillinam","FUS","MEC","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1459576,0.1073056,0.1849666,-0.09477757,0.04897943,-0.0462416,"Antagonism","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.06,0.06,0.06,0.06,2,2,"connected"
"High-throughput PPI","Fusidic acid_Meropenem",3.8333,4.8333,4.8333,19.8333,12.3333,"0","Fusidic acid","Meropenem","FUS","MEM","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.09910028,0.1198537,-0.0559475,-0.1141391,0.0882209,-0.02156614,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.04,0.08,0.04,1,0.25,"connected"
"High-throughput PPI","Fusidic acid_Metformin",4,5,5,33,19,"0","Fusidic acid","Metformin","FUS","MF","other protein synthesis inhibitor","human drug","protein synthesis inhibitor","human","antibiotic","human-targeted drug","human-protein synthesis inhibitor",0,"antibiotic-human-targeted drug",-0.1129833,-0.04715112,-0.6350037,-0.7311635,-0.1276422,-0.09746855,"Additivity","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,12916,12916,38748,38748,25832,25832,"connected"
"High-throughput PPI","Fusidic acid_Moxifloxacin",3,5,5,29.5,17.25,"0","Fusidic acid","Moxifloxacin","FUS","MXF","other protein synthesis inhibitor","quinolones","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.07259051,0.1410727,0.09408491,-0.04553346,0.03893058,0.1085413,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","R","S","SS","SS","RS","RS","RR","RS",-1,-1,0,0,1,0,-1,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.08,0.08,0.08,0.5,0.5,"connected"
"High-throughput PPI","Fusidic acid_Novobiocin",3,5,5,36.5,20.75,"0","Fusidic acid","Novobiocin","FUS","NVB","other protein synthesis inhibitor","quinolones","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.323897,-0.2231819,0.09273217,-0.03417049,0.04815108,-0.04082844,"Additivity","Additivity","Additivity",0,-1,1,0,0,0,0,"S","S","R","R","R","R","S","S","R","S","R","R","SS","SS","RR","RS","RR","RR",-1,-1,1,0,1,1,1,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,20,20,20,20,20,20,"connected"
"High-throughput PPI","Fusidic acid_Penicillin G",3.8333,4.8333,4.8333,19.8333,12.3333,"0","Fusidic acid","Penicillin G","FUS","PEN","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.03784002,-0.1249065,0.07747842,0.05449369,-0.07469997,-0.03304469,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","S","S","S","R","R","SR","SS","RS","RS","RR","RR",0,-1,0,0,1,1,1,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,5,5,1.25,1.25,10,10,"connected"
