"boundaryCondition","chebi","compartmentCode","constant","cyId","derivedUnits","ec-code","exponent","fast","go","iJO1366","isbn","kegg.compound","kegg.genes","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml initial concentration","sbml type","sbml type ext","sbo","scale","selected","shared name","size","uniprot","units","unitSid","value"
,,,,"meta_r_0053","invalid",,,"false",,,,,,,"cell*r_0053_Vmax*(s_0237-s_0193*s_0539/r_0053_Keq)/r_0053_Km0237/((1+s_0237/r_0053_Km0237+(1+s_0193/r_0053_Km0193)*(1+s_0539/r_0053_Km0539))-1)","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,"meta_r_0053",,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","true",,"r_0053",,"reaction","reaction reversible","SBO:0000176",,"false","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,,
,"CHEBI:57919","1",,"meta_s_0237","substance",,,,,"M_2p4c2me_c",,"C11436",,,,"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol",,"meta_s_0237",,"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol",,"cell","s_0237","0.1","species","species","SBO:0000247",,"false","2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol",,,,,"0.1"
"true",,"1","true","meta_e_0866","substance",,,,,,,,"eco:b2746",,,"ispF",,"meta_e_0866",,"ispF",,"cell","e_0866","0.001","species","species","SBO:0000252",,"false","ispF",,"P62617",,,"0.001"
,,,,"meta_r_0503","invalid","4.2.1.52",,"false",,,,,,,"cell*r_0503_Vmax*(s_1075*s_1531-s_0155/r_0503_Keq)/(r_0503_Km1075*r_0503_Km1531)/(((1+s_1075/r_0503_Km1075)*(1+s_1531/r_0503_Km1531)+1+s_0155/r_0503_Km0155)-1)","dihydrodipicolinate synthase",,"meta_r_0503",,"dihydrodipicolinate synthase","true",,"r_0503",,"reaction","reaction reversible","SBO:0000176",,"false","dihydrodipicolinate synthase",,,,,
,"CHEBI:30620","1",,"meta_s_0155","substance",,,,,"M_23dhdp_c",,"C03340",,,,"2,3-Dihydrodipicolinate",,"meta_s_0155",,"2,3-Dihydrodipicolinate",,"cell","s_0155","0.1","species","species","SBO:0000247",,"false","2,3-Dihydrodipicolinate",,,,,"0.1"
"true",,"1","true","meta_e_0776","substance",,,,,,,,"eco:b2478",,,"dapA",,"meta_e_0776",,"dapA",,"cell","e_0776","0.001","species","species","SBO:0000252",,"false","dapA",,"P0A6L2",,,"0.001"
,,,,"meta_r_0273","invalid","1.3.99.3",,"false",,,,,,,"cell*r_0273_Vmax*(s_0860*s_1680-s_0859*s_1632/r_0273_Keq)/(r_0273_Km0860*r_0273_Km1680)/(((1+s_0860/r_0273_Km0860)*(1+s_1680/r_0273_Km1680)+(1+s_0859/r_0273_Km0859)*(1+s_1632/r_0273_Km1632))-1)","acyl-CoA dehydrogenase (tetradecanoyl-CoA)",,"meta_r_0273",,"acyl-CoA dehydrogenase (tetradecanoyl-CoA)","true",,"r_0273",,"reaction","reaction reversible","SBO:0000176",,"false","acyl-CoA dehydrogenase (tetradecanoyl-CoA)",,,,,
,"CHEBI:57385","1",,"meta_s_1632","substance",,,,,"M_tdcoa_c",,"C02593",,,,"Tetradecanoyl-CoA (n-C14:0CoA)",,"meta_s_1632",,"Tetradecanoyl-CoA (n-C14:0CoA)",,"cell","s_1632","0.1","species","species","SBO:0000247",,"false","Tetradecanoyl-CoA (n-C14:0CoA)",,,,,"0.1"
"true",,"1","true","meta_e_0094","substance",,,,,,,,"eco:b0221",,,"fadE",,"meta_e_0094",,"fadE",,"cell","e_0094","0.001","species","species","SBO:0000252",,"false","fadE",,"Q47146",,,"0.001"
,,,,"meta_r_0574","invalid",,,"false",,,,,,,"cell*r_0574_Vmax*(s_0621*s_1333-s_0331*s_1334/r_0574_Keq)/(r_0574_Km0621*r_0574_Km1333)/(((1+s_0621/r_0574_Km0621)*(1+s_1333/r_0574_Km1333)+(1+s_0331/r_0574_Km0331)*(1+s_1334/r_0574_Km1334))-1)","Erythrose 4-phosphate dehydrogenase",,"meta_r_0574",,"Erythrose 4-phosphate dehydrogenase","true",,"r_0574",,"reaction","reaction reversible","SBO:0000176",,"false","Erythrose 4-phosphate dehydrogenase",,,,,
,"CHEBI:58766","1",,"meta_s_0331","substance",,,,,"M_4per_c",,"C03393",,,,"4-Phospho-D-erythronate",,"meta_s_0331",,"4-Phospho-D-erythronate",,"cell","s_0331","0.1","species","species","SBO:0000247",,"false","4-Phospho-D-erythronate",,,,,"0.1"
"true",,"1","true","meta_e_0926","substance",,,,,,,,"eco:b2927",,,"epd",,"meta_e_0926",,"epd",,"cell","e_0926","0.001","species","species","SBO:0000252",,"false","epd",,"P0A9B6",,,"0.001"
"true",,"1","true","meta_e_0567","substance",,,,,,,,"eco:b1779",,,"gapA",,"meta_e_0567",,"gapA",,"cell","e_0567","0.001","species","species","SBO:0000252",,"false","gapA",,"P0A9B2",,,"0.001"
,,,,"meta_r_1021","invalid","2.4.2.19",,"false",,,,,,,"cell*r_1021_Vmax*(s_0360*s_1537-s_0543*s_1340*s_0783/r_1021_Keq)/(r_1021_Km0360*r_1021_Km1537)/(((1+s_0360/r_1021_Km0360)*(1+s_1537/r_1021_Km1537)+(1+s_0543/r_1021_Km0543)*(1+s_1340/r_1021_Km1340)*(1+s_0783/r_1021_Km0783))-1)","nicotinate-nucleotide diphosphorylase (carboxylating)",,"meta_r_1021",,"nicotinate-nucleotide diphosphorylase (carboxylating)","true",,"r_1021",,"reaction","reaction reversible","SBO:0000176",,"false","nicotinate-nucleotide diphosphorylase (carboxylating)",,,,,
,"CHEBI:57502","1",,"meta_s_1340","substance",,,,,"M_nicrnt_c",,"C01185",,,,"Nicotinate D-ribonucleotide",,"meta_s_1340",,"Nicotinate D-ribonucleotide",,"cell","s_1340","0.1","species","species","SBO:0000247",,"false","Nicotinate D-ribonucleotide",,,,,"0.1"
,"CHEBI:29959","1",,"meta_s_1537","substance",,,,,"M_quln_c",,"C03722",,,,"Quinolinate",,"meta_s_1537",,"Quinolinate",,"cell","s_1537","0.1","species","species","SBO:0000247",,"false","Quinolinate",,,,,"0.1"
"true",,"1","true","meta_e_0048","substance",,,,,,,,"eco:b0109",,,"nadC",,"meta_e_0048",,"nadC",,"cell","e_0048","0.001","species","species","SBO:0000252",,"false","nadC",,"P30011",,,"0.001"
,,,,"meta_r_1222","invalid","2.7.4.1",,"false",,,,,,,"cell*r_1222_Vmax*(s_0421*s_0783-s_0467*s_1430/r_1222_Keq)/(r_1222_Km0421*r_1222_Km0783)/(((1+s_0421/r_1222_Km0421)*(1+s_0783/r_1222_Km0783)+(1+s_0467/r_1222_Km0467)*(1+s_1430/r_1222_Km1430))-1)","polyphosphate kinase",,"meta_r_1222",,"polyphosphate kinase","true",,"r_1222",,"reaction","reaction reversible","SBO:0000176",,"false","polyphosphate kinase",,,,,
"true",,"1","true","meta_e_0793","substance",,,,,,,,"eco:b2501",,,"ppk",,"meta_e_0793",,"ppk",,"cell","e_0793","0.001","species","species","SBO:0000252",,"false","ppk",,"P0A7B1",,,"0.001"
,,,,"d3bb9765_179b_4836_addf_8d66e0a770a4","invalid",,,"false",,,,,,,"cell*r_2521_Vmax*(s_0346-s_0311*s_1430/r_2521_Keq)/r_2521_Km0346/((1+s_0346/r_2521_Km0346+(1+s_0311/r_2521_Km0311)*(1+s_1430/r_2521_Km1430))-1)","pyrimidine phosphatase",,"d3bb9765_179b_4836_addf_8d66e0a770a4",,"pyrimidine phosphatase","true",,"r_2521",,"reaction","reaction reversible","SBO:0000176",,"false","pyrimidine phosphatase",,,,,
,"CHEBI:15934","1",,"meta_s_0311","substance",,,,,"M_4r5au_c",,"C04732",,,,"4-(1-D-Ribitylamino)-5-aminouracil",,"meta_s_0311",,"4-(1-D-Ribitylamino)-5-aminouracil",,"cell","s_0311","0.1","species","species","SBO:0000247",,"false","4-(1-D-Ribitylamino)-5-aminouracil",,,,,"0.1"
,,,,"meta_r_0237","invalid","6.4.1.2",,"false",,,,,,,"cell*r_0237_Vmax*(s_0395*s_0467*s_0474-s_0421*s_1217*s_1430/r_0237_Keq)/(r_0237_Km0395*r_0237_Km0467*r_0237_Km0474)/(((1+s_0395/r_0237_Km0395)*(1+s_0467/r_0237_Km0467)*(1+s_0474/r_0237_Km0474)+(1+s_0421/r_0237_Km0421)*(1+s_1217/r_0237_Km1217)*(1+s_1430/r_0237_Km1430))-1)","acetyl-CoA carboxylase",,"meta_r_0237",,"acetyl-CoA carboxylase","true",,"r_0237",,"reaction","reaction reversible","SBO:0000176",,"false","acetyl-CoA carboxylase",,,,,
,"CHEBI:57384","1",,"meta_s_1217","substance",,,,,"M_malcoa_c",,"C00083",,,,"Malonyl-CoA",,"meta_s_1217",,"Malonyl-CoA",,"cell","s_1217","0.1","species","species","SBO:0000247",,"false","Malonyl-CoA",,,,,"0.1"
"true",,"1","true","meta_e_1005","substance",,,,,,,,"eco:b3255",,,"accB",,"meta_e_1005",,"accB",,"cell","e_1005","0.001","species","species","SBO:0000252",,"false","accB",,"P0ABD8",,,"0.001"
"true",,"1","true","meta_e_1006","substance",,,,,,,,"eco:b3256",,,"accC",,"meta_e_1006",,"accC",,"cell","e_1006","0.001","species","species","SBO:0000252",,"false","accC",,"P24182",,,"0.001"
"true",,"1","true","meta_e_0730","substance",,,,,,,,"eco:b2316",,,"accD",,"meta_e_0730",,"accD",,"cell","e_0730","0.001","species","species","SBO:0000252",,"false","accD",,"P0A9Q5",,,"0.001"
"true",,"1","true","meta_e_0085","substance",,,,,,,,"eco:b0185",,,"accA",,"meta_e_0085",,"accA",,"cell","e_0085","0.001","species","species","SBO:0000252",,"false","accA",,"P0ABD5",,,"0.001"
,,,,"meta_r_0143","invalid","2.1.2.11",,"false",,,,,,,"cell*r_0143_Vmax*(s_0282*s_0336-s_0203*s_0337/r_0143_Keq)/(r_0143_Km0282*r_0143_Km0336)/(((1+s_0282/r_0143_Km0282)*(1+s_0336/r_0143_Km0336)+(1+s_0203/r_0143_Km0203)*(1+s_0337/r_0143_Km0337))-1)","3-methyl-2-oxobutanoate hydroxymethyltransferase",,"meta_r_0143",,"3-methyl-2-oxobutanoate hydroxymethyltransferase","true",,"r_0143",,"reaction","reaction reversible","SBO:0000176",,"false","3-methyl-2-oxobutanoate hydroxymethyltransferase",,,,,
"true",,"1","true","meta_e_0063","substance",,,,,,,,"eco:b0134",,,"panB",,"meta_e_0063",,"panB",,"cell","e_0063","0.001","species","species","SBO:0000252",,"false","panB",,"P31057",,,"0.001"
,,,,"meta_r_0105","invalid","2.7.7.38",,"false",,,,,,,"cell*r_0105_Vmax*(s_0575*s_0271-s_0542*s_0783/r_0105_Keq)/(r_0105_Km0575*r_0105_Km0271)/(((1+s_0575/r_0105_Km0575)*(1+s_0271/r_0105_Km0271)+(1+s_0542/r_0105_Km0542)*(1+s_0783/r_0105_Km0783))-1)","3-deoxy-manno-octulosonate cytidylyltransferase",,"meta_r_0105",,"3-deoxy-manno-octulosonate cytidylyltransferase","true",,"r_0105",,"reaction","reaction reversible","SBO:0000176",,"false","3-deoxy-manno-octulosonate cytidylyltransferase",,,,,
,,"1",,"_9b803bb8_008b_43ec_b7f7_2356560ee738","substance",,,,,"M_ckdo_c",,,,,,"CMP-3-deoxy-D-manno-octulosonate",,"_9b803bb8_008b_43ec_b7f7_2356560ee738",,"CMP-3-deoxy-D-manno-octulosonate",,"cell","s_0542","0.1","species","species","SBO:0000247",,"false","CMP-3-deoxy-D-manno-octulosonate",,,,,"0.1"
"true",,"1","true","meta_e_0331","substance",,,,,,,,"eco:b0918",,,"kdsB",,"meta_e_0331",,"kdsB",,"cell","e_0331","0.001","species","species","SBO:0000252",,"false","kdsB",,"P04951",,,"0.001"
,,,,"meta_r_0211","invalid","1.5.1.20",,"false",,,,,,,"cell*r_0211_Vmax*(s_0336*s_1334-s_0354*s_1333/r_0211_Keq)/(r_0211_Km0336*r_0211_Km1334)/(((1+s_0336/r_0211_Km0336)*(1+s_1334/r_0211_Km1334)+(1+s_0354/r_0211_Km0354)*(1+s_1333/r_0211_Km1333))-1)","5,10-methylenetetrahydrofolate reductase (NADH)",,"meta_r_0211",,"5,10-methylenetetrahydrofolate reductase (NADH)","true",,"r_0211",,"reaction","reaction reversible","SBO:0000176",,"false","5,10-methylenetetrahydrofolate reductase (NADH)",,,,,
"true",,"1","true","meta_e_1234","substance",,,,,,,,"eco:b3941",,,"metF",,"meta_e_1234",,"metF",,"cell","e_1234","0.001","species","species","SBO:0000252",,"false","metF",,"P0AEZ1",,,"0.001"
,,,,"meta_r_1201","invalid","4.1.1.36",,"false",,,,,,,"cell*r_1201_Vmax*(s_1277-s_0543*s_1413/r_1201_Keq)/r_1201_Km1277/((1+s_1277/r_1201_Km1277+(1+s_0543/r_1201_Km0543)*(1+s_1413/r_1201_Km1413))-1)","phosphopantothenoylcysteine decarboxylase",,"meta_r_1201",,"phosphopantothenoylcysteine decarboxylase","true",,"r_1201",,"reaction","reaction reversible","SBO:0000176",,"false","phosphopantothenoylcysteine decarboxylase",,,,,
,"CHEBI:47942","1",,"meta_s_1413","substance",,,,,"M_pan4p_c",,"C01134",,,,"Pantetheine 4'-phosphate",,"meta_s_1413",,"Pantetheine 4'-phosphate",,"cell","s_1413","0.1","species","species","SBO:0000247",,"false","Pantetheine 4'-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_1127","substance",,,,,,,,"eco:b3639",,,"coaBC",,"meta_e_1127",,"coaBC",,"cell","e_1127","0.001","species","species","SBO:0000252",,"false","coaBC",,"P0ABQ0",,,"0.001"
,"CHEBI:59458","1",,"meta_s_1277","substance",,,,,"M_4ppcys_c",,"C04352",,,,"N-((R)-4-Phosphopantothenoyl)-L-cysteine",,"meta_s_1277",,"N-((R)-4-Phosphopantothenoyl)-L-cysteine",,"cell","s_1277","0.1","species","species","SBO:0000247",,"false","N-((R)-4-Phosphopantothenoyl)-L-cysteine",,,,,"0.1"
,,,,"meta_r_1581","invalid",,,"false",,,,,,,"cell*r_1581_Vmax*(s_1239*s_1372-s_1240/r_1581_Keq)/(r_1581_Km1239*r_1581_Km1372)/(((1+s_1239/r_1581_Km1239)*(1+s_1372/r_1581_Km1372)+1+s_1240/r_1581_Km1240)-1)","cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)",,"meta_r_1581",,"cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)","true",,"r_1581",,"reaction","reaction reversible","SBO:0000176",,"false","cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)",,,,,
,,,,"meta_r_0770","invalid","2.7.1.39",,"false",,,,,,,"cell*r_0770_Vmax*(s_0467*s_1113-s_0421*s_1363/r_0770_Keq)/(r_0770_Km0467*r_0770_Km1113)/(((1+s_0467/r_0770_Km0467)*(1+s_1113/r_0770_Km1113)+(1+s_0421/r_0770_Km0421)*(1+s_1363/r_0770_Km1363))-1)","homoserine kinase",,"meta_r_0770",,"homoserine kinase","true",,"r_0770",,"reaction","reaction reversible","SBO:0000176",,"false","homoserine kinase",,,,,
,"CHEBI:57590","1",,"meta_s_1363","substance",,,,,"M_phom_c",,"C01102",,,,"O-Phospho-L-homoserine",,"meta_s_1363",,"O-Phospho-L-homoserine",,"cell","s_1363","0.1","species","species","SBO:0000247",,"false","O-Phospho-L-homoserine",,,,,"0.1"
"true",,"1","true","meta_e_0002","substance",,,,,,,,"eco:b0003",,,"thrB",,"meta_e_0002",,"thrB",,"cell","e_0002","0.001","species","species","SBO:0000252",,"false","thrB",,"P00547",,,"0.001"
,,,,"meta_r_0367","invalid","4.1.1.11",,"false",,,,,,,"cell*r_0367_Vmax*(s_1072-s_0470*s_0543/r_0367_Keq)/r_0367_Km1072/((1+s_1072/r_0367_Km1072+(1+s_0470/r_0367_Km0470)*(1+s_0543/r_0367_Km0543))-1)","aspartate 1-decarboxylase",,"meta_r_0367",,"aspartate 1-decarboxylase","true",,"r_0367",,"reaction","reaction reversible","SBO:0000176",,"false","aspartate 1-decarboxylase",,,,,
,"CHEBI:16958","1",,"meta_s_0470","substance",,,,,"M_ala_DASH_B_c",,"C00099",,,,"beta-Alanine",,"meta_s_0470",,"beta-Alanine",,"cell","s_0470","0.1","species","species","SBO:0000247",,"false","beta-Alanine",,,,,"0.1"
"true",,"1","true","meta_e_0061","substance",,,,,,,,"eco:b0131",,,"panD",,"meta_e_0061",,"panD",,"cell","e_0061","0.001","species","species","SBO:0000252",,"false","panD",,"P0A790",,,"0.001"
,,,,"meta_r_0425","invalid","4.2.3.5",,"false",,,,,,,"cell*r_0425_Vmax*(s_0359-s_0526*s_1430/r_0425_Keq)/r_0425_Km0359/((1+s_0359/r_0425_Km0359+(1+s_0526/r_0425_Km0526)*(1+s_1430/r_0425_Km1430))-1)","chorismate synthase",,"meta_r_0425",,"chorismate synthase","true",,"r_0425",,"reaction","reaction reversible","SBO:0000176",,"false","chorismate synthase",,,,,
,"CHEBI:16257","1",,"meta_s_0359","substance",,,,,"M_3psme_c",,"C01269",,,,"5-O-(1-Carboxyvinyl)-3-phosphoshikimate",,"meta_s_0359",,"5-O-(1-Carboxyvinyl)-3-phosphoshikimate",,"cell","s_0359","0.1","species","species","SBO:0000247",,"false","5-O-(1-Carboxyvinyl)-3-phosphoshikimate",,,,,"0.1"
"true",,"1","true","meta_e_0734","substance",,,,,,,,"eco:b2329",,,"aroC",,"meta_e_0734",,"aroC",,"cell","e_0734","0.001","species","species","SBO:0000252",,"false","aroC",,"P12008",,,"0.001"
,"CHEBI:29748","1",,"meta_s_0526","substance",,,,,"M_chor_c",,"C00251",,,,"chorismate",,"meta_s_0526",,"chorismate",,"cell","s_0526","0.1","species","species","SBO:0000247",,"false","chorismate",,,,,"0.1"
,,,,"meta_r_1265","invalid","2.5.1.9",,"false",,,,,,,"cell*r_1265_Vmax*(s_0311*s_0255-s_0364*s_1430/r_1265_Keq)/(r_1265_Km0311*r_1265_Km0255)/(((1+s_0311/r_1265_Km0311)*(1+s_0255/r_1265_Km0255)+(1+s_0364/r_1265_Km0364)*(1+s_1430/r_1265_Km1430))-1)","riboflavin synthase",,"meta_r_1265",,"riboflavin synthase","true",,"r_1265",,"reaction","reaction reversible","SBO:0000176",,"false","riboflavin synthase",,,,,
,"CHEBI:17601","1",,"meta_s_0364","substance",,,,,"M_dmlz_c",,"C04332",,,,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",,"meta_s_0364",,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",,"cell","s_0364","0.1","species","species","SBO:0000247",,"false","6,7-Dimethyl-8-(1-D-ribityl)lumazine",,,,,"0.1"
"true",,"1","true","meta_e_0145","substance",,,,,,,,"eco:b0415",,,"ribH",,"meta_e_0145",,"ribH",,"cell","e_0145","0.001","species","species","SBO:0000252",,"false","ribH",,"P61714",,,"0.001"
,,,,"meta_r_0950","invalid","3.5.4.9",,"false",,,,,,,"cell*r_0950_Vmax*(s_0335-s_0133/r_0950_Keq)/r_0950_Km0335/((1+s_0335/r_0950_Km0335+1+s_0133/r_0950_Km0133)-1)","methenyltetrahydrofolate cyclohydrolase",,"meta_r_0950",,"methenyltetrahydrofolate cyclohydrolase","true",,"r_0950",,"reaction","reaction reversible","SBO:0000176",,"false","methenyltetrahydrofolate cyclohydrolase",,,,,
,,,,"meta_r_1076","invalid","6.3.2.1",,"false",,,,,,,"cell*r_1076_Vmax*(s_0470*s_0467*s_0032-s_0454*s_0033*s_0783/r_1076_Keq)/(r_1076_Km0470*r_1076_Km0467*r_1076_Km0032)/(((1+s_0470/r_1076_Km0470)*(1+s_0467/r_1076_Km0467)*(1+s_0032/r_1076_Km0032)+(1+s_0454/r_1076_Km0454)*(1+s_0033/r_1076_Km0033)*(1+s_0783/r_1076_Km0783))-1)","pantothenate synthase",,"meta_r_1076",,"pantothenate synthase","true",,"r_1076",,"reaction","reaction reversible","SBO:0000176",,"false","pantothenate synthase",,,,,
,"CHEBI:29032","1",,"meta_s_0033","substance",,,,,"M_pnto_DASH_R_c",,"C00864",,,,"(R)-Pantothenate",,"meta_s_0033",,"(R)-Pantothenate",,"cell","s_0033","0.1","species","species","SBO:0000247",,"false","(R)-Pantothenate",,,,,"0.1"
"true",,"1","true","meta_e_0062","substance",,,,,,,,"eco:b0133",,,"panC",,"meta_e_0062",,"panC",,"cell","e_0062","0.001","species","species","SBO:0000252",,"false","panC",,"P31663",,,"0.001"
,,,,"meta_r_0802","invalid",,,"false",,,,,,,"cell*r_0802_Vmax*(s_1083*s_1017-s_1041*s_1018/r_0802_Keq)/(r_0802_Km1083*r_0802_Km1017)/(((1+s_1083/r_0802_Km1083)*(1+s_1017/r_0802_Km1017)+(1+s_1041/r_0802_Km1041)*(1+s_1018/r_0802_Km1018))-1)","ISC Cysteine desulfuration",,"meta_r_0802",,"ISC Cysteine desulfuration","true",,"r_0802",,"reaction","reaction reversible","SBO:0000176",,"false","ISC Cysteine desulfuration",,,,,
,,,,"meta_r_0726","invalid","2.1.2.1",,"false",,,,,,,"cell*r_0726_Vmax*(s_1170*s_0337-s_0929*s_0336/r_0726_Keq)/(r_0726_Km1170*r_0726_Km0337)/(((1+s_1170/r_0726_Km1170)*(1+s_0337/r_0726_Km0337)+(1+s_0929/r_0726_Km0929)*(1+s_0336/r_0726_Km0336))-1)","glycine hydroxymethyltransferase, reversible",,"meta_r_0726",,"glycine hydroxymethyltransferase, reversible","true",,"r_0726",,"reaction","reaction reversible","SBO:0000176",,"false","glycine hydroxymethyltransferase, reversible",,,,,
"true",,"1","true","meta_e_0813","substance",,,,,,,,"eco:b2551",,,"glyA",,"meta_e_0813",,"glyA",,"cell","e_0813","0.001","species","species","SBO:0000252",,"false","glyA",,"P0A825",,,"0.001"
,,,,"meta_r_1318","invalid","2.6.1.17",,"false",,,,,,,"cell*r_1318_Vmax*(s_1095*s_1315-s_0233*s_1316/r_1318_Keq)/(r_1318_Km1095*r_1318_Km1315)/(((1+s_1095/r_1318_Km1095)*(1+s_1315/r_1318_Km1315)+(1+s_0233/r_1318_Km0233)*(1+s_1316/r_1318_Km1316))-1)","succinyldiaminopimelate transaminase",,"meta_r_1318",,"succinyldiaminopimelate transaminase","true",,"r_1318",,"reaction","reaction reversible","SBO:0000176",,"false","succinyldiaminopimelate transaminase",,,,,
,"CHEBI:58087","1",,"meta_s_1316","substance",,,,,"M_sl26da_c",,"C04421",,,,"N-Succinyl-LL-2,6-diaminoheptanedioate",,"meta_s_1316",,"N-Succinyl-LL-2,6-diaminoheptanedioate",,"cell","s_1316","0.1","species","species","SBO:0000247",,"false","N-Succinyl-LL-2,6-diaminoheptanedioate",,,,,"0.1"
,"CHEBI:57483","1",,"meta_s_1561","substance",,,,,"M_s7p_c",,"C05382",,,,"Sedoheptulose 7-phosphate",,"meta_s_1561",,"Sedoheptulose 7-phosphate",,"cell","s_1561","0.1","species","species","SBO:0000247",,"false","Sedoheptulose 7-phosphate",,,,,"0.1"
,,,,"meta_r_1399","invalid","6.3.2.9",,"false",,,,,,,"cell*r_1399_Vmax*(s_0467*s_0671*s_1751-s_0421*s_1430*s_1754/r_1399_Keq)/(r_1399_Km0467*r_1399_Km0671*r_1399_Km1751)/(((1+s_0467/r_1399_Km0467)*(1+s_0671/r_1399_Km0671)*(1+s_1751/r_1399_Km1751)+(1+s_0421/r_1399_Km0421)*(1+s_1430/r_1399_Km1430)*(1+s_1754/r_1399_Km1754))-1)","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase",,"meta_r_1399",,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase","true",,"r_1399",,"reaction","reaction reversible","SBO:0000176",,"false","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase",,,,,
,"CHEBI:57953","1",,"meta_s_1751","substance",,,,,"M_uama_c",,"C01212",,,,"UDP-N-acetylmuramoyl-L-alanine",,"meta_s_1751",,"UDP-N-acetylmuramoyl-L-alanine",,"cell","s_1751","0.1","species","species","SBO:0000247",,"false","UDP-N-acetylmuramoyl-L-alanine",,,,,"0.1"
"true",,"1","true","meta_e_0040","substance",,,,,,,,"eco:b0088",,,"murD",,"meta_e_0040",,"murD",,"cell","e_0040","0.001","species","species","SBO:0000252",,"false","murD",,"P14900",,,"0.001"
,,,,"meta_r_1220","invalid",,,"false",,,,,,,"cell*r_1220_Vmax*(s_1492-s_1248*s_1491/r_1220_Keq)/r_1220_Km1492/((1+s_1492/r_1220_Km1492+(1+s_1248/r_1220_Km1248)*(1+s_1491/r_1220_Km1491))-1)","Pimeloyl-[ACP] methyl ester esterase",,"meta_r_1220",,"Pimeloyl-[ACP] methyl ester esterase","true",,"r_1220",,"reaction","reaction reversible","SBO:0000176",,"false","Pimeloyl-[ACP] methyl ester esterase",,,,,
"true",,"1","true","meta_e_1034","substance",,,,,,,,"eco:b3412",,,"bioH",,"meta_e_1034",,"bioH",,"cell","e_1034","0.001","species","species","SBO:0000252",,"false","bioH",,"P13001",,,"0.001"
,,"1",,"c7cf9b5a_aa8d_4194_aab0_1a22bcbbd70e","substance",,,,,"M_pmeACP_c",,,,,,"Pimeloyl-[acyl-carrier protein] methyl ester",,"c7cf9b5a_aa8d_4194_aab0_1a22bcbbd70e",,"Pimeloyl-[acyl-carrier protein] methyl ester",,"cell","s_1492","0.1","species","species","SBO:0000247",,"false","Pimeloyl-[acyl-carrier protein] methyl ester",,,,,"0.1"
,,,,"meta_r_0272","invalid","1.3.99.3",,"false",,,,,,,"cell*r_0272_Vmax*(s_0860*s_1676-s_0859*s_1390/r_0272_Keq)/(r_0272_Km0860*r_0272_Km1676)/(((1+s_0860/r_0272_Km0860)*(1+s_1676/r_0272_Km1676)+(1+s_0859/r_0272_Km0859)*(1+s_1390/r_0272_Km1390))-1)","acyl-CoA dehydrogenase (octanoyl-CoA)",,"meta_r_0272",,"acyl-CoA dehydrogenase (octanoyl-CoA)","true",,"r_0272",,"reaction","reaction reversible","SBO:0000176",,"false","acyl-CoA dehydrogenase (octanoyl-CoA)",,,,,
,"CHEBI:57386","1",,"meta_s_1390","substance",,,,,"M_occoa_c",,"C01944",,,,"Octanoyl-CoA (n-C8:0CoA)",,"meta_s_1390",,"Octanoyl-CoA (n-C8:0CoA)",,"cell","s_1390","0.1","species","species","SBO:0000247",,"false","Octanoyl-CoA (n-C8:0CoA)",,,,,"0.1"
,,,,"_68ced0b2_a8d3_4960_8689_04cc434ea625","invalid",,,"false",,,,,,,"cell*r_1565_Vmax*(s_0581-s_0579)/r_1565_Km0581/((1+s_0581/r_1565_Km0581+1+s_0579/r_1565_Km0579)-1)","copper (Cu+2) transport via diffusion (extracellular to periplasm)",,"_68ced0b2_a8d3_4960_8689_04cc434ea625",,"copper (Cu+2) transport via diffusion (extracellular to periplasm)","true",,"r_1565",,"reaction","reaction reversible","SBO:0000185",,"false","copper (Cu+2) transport via diffusion (extracellular to periplasm)",,,,,
,,,,"meta_r_0502","invalid","1.3.1.26",,"false",,,,,,,"cell*r_0502_Vmax*(s_0155*s_1336-s_1335*s_0148/r_0502_Keq)/(r_0502_Km0155*r_0502_Km1336)/(((1+s_0155/r_0502_Km0155)*(1+s_1336/r_0502_Km1336)+(1+s_1335/r_0502_Km1335)*(1+s_0148/r_0502_Km0148))-1)","dihydrodipicolinate reductase (NADPH)",,"meta_r_0502",,"dihydrodipicolinate reductase (NADPH)","true",,"r_0502",,"reaction","reaction reversible","SBO:0000176",,"false","dihydrodipicolinate reductase (NADPH)",,,,,
"true",,"1","true","meta_e_0012","substance",,,,,,,,"eco:b0031",,,"dapB",,"meta_e_0012",,"dapB",,"cell","e_0012","0.001","species","species","SBO:0000252",,"false","dapB",,"P04036",,,"0.001"
