"network";"DRUG_ID";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"drug_pair";"Drug1";"Drug2";"drugdrug";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"SET";"connection_onoff"
"Co-functional(EcoCyc)";"Cephalexin-Meropenem";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,002";NA;"Cephalexin_Meropenem";"Cephalexin";"Meropenem";"Cephalexin-Meropenem";"LEX";"MEM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,066057652";"-0,094180473";"0,014189390";"-0,126460738";"0,028257580";"0,043693364";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"RS";"RS";"RS";"RS";"RS";"RS";"0";"0";"0";"0";"0";"0";"0";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"7";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Meropenem";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,002";NA;"Cephalexin_Meropenem";"Cephalexin";"Meropenem";"Cephalexin-Meropenem";"LEX";"MEM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,066057652";"-0,094180473";"0,014189390";"-0,126460738";"0,028257580";"0,043693364";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"RS";"RS";"RS";"RS";"RS";"RS";"0";"0";"0";"0";"0";"0";"0";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"7";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Metformin";"Inf";"0,000";"6,000";"53,833";"29,917";"0";"0,000";"19939,870";"9969,935";"0,025";"0,025";"0,025";"0,000";NA;"Cephalexin_Metformin";"Cephalexin";"Metformin";"Cephalexin-Metformin";"LEX";"MF";"0";"beta-lactam";"human drug";"beta-lactam-human drug";"0";"cell wall";"human";"cell wall-human";"0";"antibiotic";"human-targeted drug";"antibiotic-human-targeted drug";"0,050253855";"0,021236658";"0,019681940";"0,045131702";"-0,025486956";"-0,033525750";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"RS";"RS";"RS";"RS";"RS";"RS";"0";"0";"0";"0";"0";"0";"0";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"2";"0,000";"Additivity";NA;NA;"FALSE";"disconnected"
"Co-functional(EcoCyc)";"Cephalexin-Metformin";"Inf";"0,000";"6,000";"15,000";"10,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";NA;"Cephalexin_Metformin";"Cephalexin";"Metformin";"Cephalexin-Metformin";"LEX";"MF";"0";"beta-lactam";"human drug";"beta-lactam-human drug";"0";"cell wall";"human";"cell wall-human";"0";"antibiotic";"human-targeted drug";"antibiotic-human-targeted drug";"0,050253855";"0,021236658";"0,019681940";"0,045131702";"-0,025486956";"-0,033525750";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"RS";"RS";"RS";"RS";"RS";"RS";"0";"0";"0";"0";"0";"0";"0";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"2";"0,000";"Additivity";NA;NA;"FALSE";"disconnected"
"Small/medium-scale PPI";"Cephalexin-Metformin";"6,000";"1,000";"1,000";"4,600";"2,800";"0";"0,000";"536,814";"268,407";"0,044";"0,044";"0,044";"0,000";NA;"Cephalexin_Metformin";"Cephalexin";"Metformin";"Cephalexin-Metformin";"LEX";"MF";"0";"beta-lactam";"human drug";"beta-lactam-human drug";"0";"cell wall";"human";"cell wall-human";"0";"antibiotic";"human-targeted drug";"antibiotic-human-targeted drug";"0,050253855";"0,021236658";"0,019681940";"0,045131702";"-0,025486956";"-0,033525750";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"RS";"RS";"RS";"RS";"RS";"RS";"0";"0";"0";"0";"0";"0";"0";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"2";"0,000";"Additivity";NA;NA;"FALSE";"connected"
"Small/medium-scale PPI";"Cephalexin-Moxifloxacin";"5,150";"1,550";"1,900";"6,450";"4,175";"0";"134,203";"1769,751";"951,977";"0,048";"0,048";"0,048";"0,001";NA;"Cephalexin_Moxifloxacin";"Cephalexin";"Moxifloxacin";"Cephalexin-Moxifloxacin";"LEX";"MXF";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,034347140";"-0,034859472";"0,056214212";"0,034599098";"-0,036136619";"-0,116638177";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"R";"S";"RS";"RS";"RS";"RS";"RR";"RS";"0";"0";"0";"0";"1";"0";"1";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"5";"0,001";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Moxifloxacin";"2,083";"13,000";"13,000";"53,833";"33,417";"1";"861,438";"19939,870";"10400,654";"0,022";"0,022";"0,022";"0,001";NA;"Cephalexin_Moxifloxacin";"Cephalexin";"Moxifloxacin";"Cephalexin-Moxifloxacin";"LEX";"MXF";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,034347140";"-0,034859472";"0,056214212";"0,034599098";"-0,036136619";"-0,116638177";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"R";"S";"RS";"RS";"RS";"RS";"RR";"RS";"0";"0";"0";"0";"1";"0";"1";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"5";"0,001";"Additivity";NA;NA;"FALSE";"connected"
"Small/medium-scale PPI";"Cephalexin-Novobiocin";"5,500";"2,100";"2,800";"8,300";"5,550";"0";"268,407";"3002,687";"1635,547";"0,051";"0,051";"0,051";"0,002";NA;"Cephalexin_Novobiocin";"Cephalexin";"Novobiocin";"Cephalexin-Novobiocin";"LEX";"NVB";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,041034468";"-0,036212663";"-0,044193903";"-0,033976405";"-0,039567105";"0,028739961";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"R";"S";"R";"R";"RS";"RS";"RR";"RS";"RR";"RR";"0";"0";"1";"0";"1";"1";"3";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"3";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Novobiocin";"1,500";"20,000";"20,000";"53,833";"36,917";"1";"1165,260";"19939,870";"10552,565";"0,023";"0,023";"0,023";"0,002";NA;"Cephalexin_Novobiocin";"Cephalexin";"Novobiocin";"Cephalexin-Novobiocin";"LEX";"NVB";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,041034468";"-0,036212663";"-0,044193903";"-0,033976405";"-0,039567105";"0,028739961";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"R";"S";"R";"R";"RS";"RS";"RR";"RS";"RR";"RR";"0";"0";"1";"0";"1";"1";"3";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"3";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Small/medium-scale PPI";"Cephalexin-Penicillin G";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,047";"0,047";"0,047";"0,001";NA;"Cephalexin_Penicillin G";"Cephalexin";"Penicillin G";"Cephalexin-Penicillin G";"LEX";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,050012293";"0,048796852";"-0,069323225";"-0,049739346";"-0,056618085";"0,017535041";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"S";"S";"S";"R";"R";"RR";"RS";"RS";"RS";"RR";"RR";"1";"0";"0";"0";"1";"1";"3";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"9";"0,001";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional(EcoCyc)";"Cephalexin-Penicillin G";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,001";NA;"Cephalexin_Penicillin G";"Cephalexin";"Penicillin G";"Cephalexin-Penicillin G";"LEX";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,050012293";"0,048796852";"-0,069323225";"-0,049739346";"-0,056618085";"0,017535041";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"S";"S";"S";"R";"R";"RR";"RS";"RS";"RS";"RR";"RR";"1";"0";"0";"0";"1";"1";"3";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"9";"0,001";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Penicillin G";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,001";NA;"Cephalexin_Penicillin G";"Cephalexin";"Penicillin G";"Cephalexin-Penicillin G";"LEX";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,050012293";"0,048796852";"-0,069323225";"-0,049739346";"-0,056618085";"0,017535041";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"S";"S";"S";"R";"R";"RR";"RS";"RS";"RS";"RR";"RR";"1";"0";"0";"0";"1";"1";"3";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"9";"0,001";"Additivity";NA;NA;"FALSE";"connected"
"Small/medium-scale PPI";"Cephalexin-Piperacillin";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,047";"0,047";"0,047";"0,001";NA;"Cephalexin_Piperacillin";"Cephalexin";"Piperacillin";"Cephalexin-Piperacillin";"LEX";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,055633476";"0,059136962";"-0,099882801";"-0,059559677";"0,147661201";"0,030978977";"Additivity";"Additivity";"Additivity";"Additivity";"Antagonism";"Additivity";"0";"0";"0";"0";"1";"0";"1";"R";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"RR";"RS";"RS";"RS";"RS";"RS";"1";"0";"0";"0";"0";"0";"1";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"9";"0,001";"Additivity-Antagonism";NA;NA;"FALSE";"connected"
"Co-functional(EcoCyc)";"Cephalexin-Piperacillin";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,001";NA;"Cephalexin_Piperacillin";"Cephalexin";"Piperacillin";"Cephalexin-Piperacillin";"LEX";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,055633476";"0,059136962";"-0,099882801";"-0,059559677";"0,147661201";"0,030978977";"Additivity";"Additivity";"Additivity";"Additivity";"Antagonism";"Additivity";"0";"0";"0";"0";"1";"0";"1";"R";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"RR";"RS";"RS";"RS";"RS";"RS";"1";"0";"0";"0";"0";"0";"1";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"9";"0,001";"Additivity-Antagonism";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Piperacillin";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,001";NA;"Cephalexin_Piperacillin";"Cephalexin";"Piperacillin";"Cephalexin-Piperacillin";"LEX";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,055633476";"0,059136962";"-0,099882801";"-0,059559677";"0,147661201";"0,030978977";"Additivity";"Additivity";"Additivity";"Additivity";"Antagonism";"Additivity";"0";"0";"0";"0";"1";"0";"1";"R";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"RR";"RS";"RS";"RS";"RS";"RS";"1";"0";"0";"0";"0";"0";"1";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"9";"0,001";"Additivity-Antagonism";NA;NA;"FALSE";"connected"
"Small/medium-scale PPI";"Cephalexin-Rifampicin";"4,000";"2,200";"2,800";"6,300";"4,550";"0";"536,814";"3314,320";"1925,567";"0,044";"0,044";"0,044";"0,001";NA;"Cephalexin_Rifampicin";"Cephalexin";"Rifampicin";"Cephalexin-Rifampicin";"LEX";"RIF";"0";"beta-lactam";"RNA polymerase";"beta-lactam-RNA polymerase";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,038268879";"0,059793209";"-0,044854870";"-0,059370062";"0,119557235";"0,026122388";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"R";"RS";"RS";"RS";"RS";"RS";"RR";"0";"0";"0";"0";"0";"1";"1";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"9";"0,001";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional(EcoCyc)";"Cephalexin-Sulfamonomethoxine";"Inf";"0,000";"3,000";"15,000";"9,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,001";NA;"Cephalexin_Sulfamonomethoxine";"Cephalexin";"Sulfamonomethoxine";"Cephalexin-Sulfamonomethoxine";"LEX";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,040759134";"-0,035577612";"-0,071575537";"-0,056276223";"0,033680956";"-0,029300430";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"RR";"RR";"RR";"RR";"RR";"RR";"1";"1";"1";"1";"1";"1";"6";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"9";"0,001";"Additivity";NA;NA;"FALSE";"disconnected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Sulfamonomethoxine";"1,500";"21,000";"21,000";"53,833";"37,417";"1";"5024,920";"19939,870";"12482,395";"0,025";"0,025";"0,025";"0,001";NA;"Cephalexin_Sulfamonomethoxine";"Cephalexin";"Sulfamonomethoxine";"Cephalexin-Sulfamonomethoxine";"LEX";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,040759134";"-0,035577612";"-0,071575537";"-0,056276223";"0,033680956";"-0,029300430";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"RR";"RR";"RR";"RR";"RR";"RR";"1";"1";"1";"1";"1";"1";"6";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"9";"0,001";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional(EcoCyc)";"Cephalexin-Triclosan";"Inf";"0,000";"14,000";"15,000";"14,500";"0";"0,000";"6,470";"3,235";"0,000";"0,000";"0,000";"0,002";NA;"Cephalexin_Triclosan";"Cephalexin";"Triclosan";"Cephalexin-Triclosan";"LEX";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,024966915";"-0,022464600";"-0,056234661";"-0,036972152";"-0,022545978";"0,040141169";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"RR";"RR";"RR";"RR";"RR";"RR";"1";"1";"1";"1";"1";"1";"6";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"3";"0,002";"Additivity";NA;NA;"FALSE";"disconnected"
"Small/medium-scale PPI";"Cephalexin-Triclosan";"4,400";"1,000";"1,000";"4,600";"2,800";"0";"0,000";"536,814";"268,407";"0,060";"0,060";"0,060";"0,002";NA;"Cephalexin_Triclosan";"Cephalexin";"Triclosan";"Cephalexin-Triclosan";"LEX";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,024966915";"-0,022464600";"-0,056234661";"-0,036972152";"-0,022545978";"0,040141169";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"RR";"RR";"RR";"RR";"RR";"RR";"1";"1";"1";"1";"1";"1";"6";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"3";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cephalexin-Triclosan";"2,500";"17,000";"17,000";"53,833";"35,417";"0";"1764,640";"19939,870";"10852,255";"0,018";"0,018";"0,018";"0,002";NA;"Cephalexin_Triclosan";"Cephalexin";"Triclosan";"Cephalexin-Triclosan";"LEX";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,024966915";"-0,022464600";"-0,056234661";"-0,036972152";"-0,022545978";"0,040141169";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"RR";"RR";"RR";"RR";"RR";"RR";"1";"1";"1";"1";"1";"1";"6";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"3";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional(EcoCyc)";"Cephalexin-Trimethoprim";"Inf";"0,000";"14,000";"15,000";"14,500";"0";"0,000";"142,670";"71,335";"0,020";"0,020";"0,020";"0,001";NA;"Cephalexin_Trimethoprim";"Cephalexin";"Trimethoprim";"Cephalexin-Trimethoprim";"LEX";"TMP";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,097480549";"-0,054457577";"0,058105158";"0,028229181";"-0,042101870";"0,029393492";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"R";"R";"R";"R";"R";"R";"S";"S";"S";"S";"R";"R";"RS";"RS";"RS";"RS";"RR";"RR";"0";"0";"0";"0";"1";"1";"2";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"11";"0,001";"Additivity";NA;NA;"FALSE";"disconnected"
