"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","connection_onoff"
"Co-expression","Cefotaxime_Mecillinam",2.8,17.8,17.8,63.6,40.7,"0","Cefotaxime","Mecillinam","Cefotaxime-Mecillinam","CTX","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.15648401,-0.087906194,-0.221040643,-0.179625788,0.114801617,0.045444634,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Cefotaxime_Mecillinam",1,43,44,72,58,"1","Cefotaxime","Mecillinam","Cefotaxime-Mecillinam","CTX","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.15648401,-0.087906194,-0.221040643,-0.179625788,0.114801617,0.045444634,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-citation","Cefotaxime_Mecillinam",2,45.5,45.5,128.25,86.875,"0","Cefotaxime","Mecillinam","Cefotaxime-Mecillinam","CTX","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.15648401,-0.087906194,-0.221040643,-0.179625788,0.114801617,0.045444634,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Cefotaxime_Mecillinam",1,49.4,50.2,72,61.1,"1","Cefotaxime","Mecillinam","Cefotaxime-Mecillinam","CTX","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.15648401,-0.087906194,-0.221040643,-0.179625788,0.114801617,0.045444634,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,2,0.00314893046588041,"Additivity-Synergy","connected"
"EN:allnetworks","Cefotaxime_Mecillinam",1.8,50.2,50.2,75,62.6,"1","Cefotaxime","Mecillinam","Cefotaxime-Mecillinam","CTX","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.15648401,-0.087906194,-0.221040643,-0.179625788,0.114801617,0.045444634,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-occurence of prot. domains","Cefotaxime_Meropenem",Inf,0.3333,1,2.3333,1.6667,"1","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefotaxime_Meropenem",5.8333,1,1.1667,2.3333,1.75,"0","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Cefotaxime_Meropenem",2.8,1.6,2,7.2,4.6,"1","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"High-throughput PPI","Cefotaxime_Meropenem",3.5333,6.8667,6.9333,32.4,19.6667,"0","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-expression","Cefotaxime_Meropenem",3.4,9.5333,9.5333,42.1333,25.8333,"0","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Similar genomic context","Cefotaxime_Meropenem",3.0667,13.1333,13.1333,25.5333,19.3333,"0","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional(EcoCyc)","Cefotaxime_Meropenem",1,15,15,15,15,"1","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Cefotaxime_Meropenem",1.2,38.0667,39.6667,57.6667,48.6667,"1","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Cefotaxime_Meropenem",1.0667,43.6667,45,62.6667,53.8333,"1","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"EN:allnetworks","Cefotaxime_Meropenem",1.4667,48.4667,48.4667,85.5333,67,"1","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-citation","Cefotaxime_Meropenem",1.4,69.5,69.5,153.3,111.4,"1","Cefotaxime","Meropenem","Cefotaxime-Meropenem","CTX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Cefotaxime_Metformin",Inf,0,6,53.8333,29.9167,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","disconnected"
"Co-functional(EcoCyc)","Cefotaxime_Metformin",Inf,0,6,15,10.5,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","disconnected"
"Co-occurence of prot. domains","Cefotaxime_Metformin",Inf,0,1.6667,4,2.8333,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","disconnected"
"Small/medium-scale PPI","Cefotaxime_Metformin",6,1,1,4.6,2.8,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefotaxime_Metformin",5.5,1.25,1.5,2.25,1.875,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"High-throughput PPI","Cefotaxime_Metformin",3,12,12.1667,40.5,26.3333,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"Similar genomic context","Cefotaxime_Metformin",3.3333,14.8333,14.8333,23.5,19.1667,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"Co-expression","Cefotaxime_Metformin",3.1667,15.3333,15.3333,43.5,29.4167,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"EN:allnetworks","Cefotaxime_Metformin",2.8333,45.3333,45.3333,69.6667,57.5,"0","Cefotaxime","Metformin","Cefotaxime-Metformin","CTX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy",0,0,0,0,-1,-1,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefotaxime_Moxifloxacin",5.4375,1.5,1.75,8.25,5,"0","Cefotaxime","Moxifloxacin","Cefotaxime-Moxifloxacin","CTX","MXF",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","S","S","S","S","R","S","SS","SS","RS","RS","SR","RS",-1,-1,0,0,0,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,4,0.00315435733476808,"Additivity","connected"
"Small/medium-scale PPI","Cefotaxime_Moxifloxacin",5.15,1.55,1.9,6.45,4.175,"0","Cefotaxime","Moxifloxacin","Cefotaxime-Moxifloxacin","CTX","MXF",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","S","S","S","S","R","S","SS","SS","RS","RS","SR","RS",-1,-1,0,0,0,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,4,0.00315435733476808,"Additivity","connected"
"High-throughput PPI","Cefotaxime_Moxifloxacin",3,11.3333,11.5833,37.5833,24.5833,"0","Cefotaxime","Moxifloxacin","Cefotaxime-Moxifloxacin","CTX","MXF",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","S","S","S","S","R","S","SS","SS","RS","RS","SR","RS",-1,-1,0,0,0,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,4,0.00315435733476808,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","Cefotaxime_Moxifloxacin",2.0833,13,13,53.8333,33.4167,"1","Cefotaxime","Moxifloxacin","Cefotaxime-Moxifloxacin","CTX","MXF",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","S","S","S","S","R","S","SS","SS","RS","RS","SR","RS",-1,-1,0,0,0,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,4,0.00315435733476808,"Additivity","connected"
"Co-functional (GO-BP)","Cefotaxime_Moxifloxacin",2.0833,13,13,48.6667,30.8333,"1","Cefotaxime","Moxifloxacin","Cefotaxime-Moxifloxacin","CTX","MXF",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","S","S","S","S","R","S","SS","SS","RS","RS","SR","RS",-1,-1,0,0,0,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,4,0.00315435733476808,"Additivity","connected"
"Co-expression","Cefotaxime_Moxifloxacin",2.875,14.5833,14.5833,43.5,29.0417,"0","Cefotaxime","Moxifloxacin","Cefotaxime-Moxifloxacin","CTX","MXF",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","S","S","S","S","R","S","SS","SS","RS","RS","SR","RS",-1,-1,0,0,0,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,4,0.00315435733476808,"Additivity","connected"
