"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","HDC_D1_ebw","HDC_D1_ecr","HDC_D1_stm","HDC_D1_seo","HDC_D1_pae","HDC_D1_pau","LF_D1_ebw","LF_D1_ecr","LF_D1_stm","LF_D1_seo","LF_D1_pae","LF_D1_pau","SR_D1_ebw","SR_D1_ecr","SR_D1_stm","SR_D1_seo","SR_D1_pae","SR_D1_pau","HDC_D2_ebw","HDC_D2_ecr","HDC_D2_stm","HDC_D2_seo","HDC_D2_pae","HDC_D2_pau","LF_D2_ebw","LF_D2_ecr","LF_D2_stm","LF_D2_seo","LF_D2_pae","LF_D2_pau","SR_D2_ebw","SR_D2_ecr","SR_D2_stm","SR_D2_seo","SR_D2_pae","SR_D2_pau","clusters","sigma.rate","type","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"Amoxicillin_Fosfomycin","Amoxicillin","Fosfomycin",1,27,27,54,40,"1","Co-functional (EcoCyc/GO-BP)","AMX","FOF","beta-lactam","other cell wall","cell wall","cell wall","antibiotic","antibiotic",-0.235424396,-0.197434681,-0.233475371,-0.21533938,0.098113534,-0.079069555,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Amoxicillin-Fosfomycin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,"S","S","S","R","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",0,1,1,-1,-1,-1,-1,0,0,-4
"Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",4,1,1,54,27,"0","Co-functional (EcoCyc/GO-BP)","AMX","FUS","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.062409106,-0.058405106,0.044725621,0.052123106,0.027466794,-0.04666698,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Fusidic acid","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,"S","S","R","R","R","R",9,0.00113943233689505,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Imipenem","Amoxicillin","Imipenem",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","AMX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.105926127,-0.202354674,-0.321397596,-0.157550957,-0.057216058,-0.048262283,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,-1,0,0,0,-1
"Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",2,13,13,54,33,"1","Co-functional (EcoCyc/GO-BP)","AMX","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.041196462,0.104154232,0.075445848,0.071997404,0.09200542,0.213789549,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Mecillinam","Amoxicillin","Mecillinam",1,49,50,72,61,"1","Co-functional (EcoCyc/GO-BP)","AMX","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.191183394,-0.138135399,-0.469801302,-0.441930634,-0.026747104,0.029940943,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Amoxicillin-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Amoxicillin_Meropenem","Amoxicillin","Meropenem",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","AMX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.150878137,-0.127733475,-0.372150374,-0.290776153,0.073021789,-0.042094051,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity","connected",1,1,1,0,0,0,0,0,0,0
"Amoxicillin_Metformin","Amoxicillin","Metformin",Inf,0,6,54,30,"0","Co-functional (EcoCyc/GO-BP)","AMX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.244481275,0.174963722,0.04650243,-0.049882376,-0.064780163,-0.081837398,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity-Antagonism","disconnected",0,0,0,1,0,0,0,0,0,1
"Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",2,13,13,54,33,"1","Co-functional (EcoCyc/GO-BP)","AMX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.159454576,0.183461778,0.10857565,0.05856352,0.042572221,0.079342136,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",2,0.00359381023086882,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",2,20,20,54,37,"1","Co-functional (EcoCyc/GO-BP)","AMX","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.066903584,-0.065558675,0.082819994,-0.054962249,0.045879939,-0.023972867,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",10,0.00194983040453027,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","AMX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.095728565,-0.218339027,-0.285003647,-0.263337696,-0.096389369,-0.020774024,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,-1,0,0,0,0,-1
"Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","AMX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.185511961,-0.293649022,-0.473645304,-0.594606308,0.314074822,0.081068472,"Synergy","Synergy","Synergy","Synergy","Antagonism","Additivity","Same","Same","Same","Amoxicillin-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",13,0.00728211401611587,"Additivity-Antagonism-Synergy","connected",1,1,1,-1,-1,-1,-1,1,0,-3
"Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",2,21,21,54,37,"1","Co-functional (EcoCyc/GO-BP)","AMX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.047994639,-0.046296549,-0.050586416,-0.089903089,-0.033508523,-0.034663075,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",10,0.00194983040453027,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Triclosan","Amoxicillin","Triclosan",2,17,17,54,35,"0","Co-functional (EcoCyc/GO-BP)","AMX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.12002459,-0.112074375,0.053588973,-0.076335029,0.030824085,0.069918062,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"R","R","R","R","R","R",5,0.00305904974808657,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"Amoxicillin_Trimethoprim","Amoxicillin","Trimethoprim",2,32,32,54,43,"1","Co-functional (EcoCyc/GO-BP)","AMX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.168981691,0.092046379,0.115637791,0.093074035,-0.034292259,-0.025290124,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,"S","S","S","S","R","R",8,0.00192460283307052,"Additivity-Synergy","connected",0,0,1,-1,0,0,0,0,0,-1
"Aztreonam_Cefaclor","Aztreonam","Cefaclor",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","ATM","CEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.601241705,-0.540875146,-0.457219817,-0.371843254,-0.05145117,-0.05087855,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Aztreonam-Cefaclor","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,"S","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","ATM","CTX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.155475145,-0.336561517,-0.02620361,-0.115233669,-0.090936121,-0.072521974,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Cefotaxime","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,"S","S","R","R","S","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,-1,0,0,0,0,-1
"Aztreonam_Cephalexin","Aztreonam","Cephalexin",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","ATM","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.044439867,-0.055188978,0.046077656,0.032785285,0.108489495,0.040785989,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,"R","R","R","R","R","R",9,0.00113943233689505,"Additivity","connected",1,1,1,0,0,0,0,0,0,0
"Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",2,20,20,54,37,"1","Co-functional (EcoCyc/GO-BP)","ATM","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.101093768,0.136559107,0.077878085,0.072436371,0.055305973,0.108441266,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Ciprofloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Aztreonam_Doxycycline","Aztreonam","Doxycycline",4,12,13,54,33,"0","Co-functional (EcoCyc/GO-BP)","ATM","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.226435793,0.146331869,0.065060211,0.217643817,-0.066778415,-0.1192414,"Additivity","Additivity","Additivity","Antagonism","Additivity","Additivity","Different","Different","Same","Aztreonam-Doxycycline","beta-lactam-tetracycline","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,"S","S","S","S","R","S",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,1,0,0,0,1,0,0,1
"Aztreonam_Fosfomycin","Aztreonam","Fosfomycin",1,27,27,54,40,"1","Co-functional (EcoCyc/GO-BP)","ATM","FOF","beta-lactam","other cell wall","cell wall","cell wall","antibiotic","antibiotic",-0.052882904,-0.092676942,-0.150926623,-0.128645707,-0.119662554,-0.109122998,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity","Different","Same","Same","Aztreonam-Fosfomycin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,"S","S","S","R","S","S",3,0.00164627036677758,"Additivity-Synergy","connected",0,1,1,0,0,-1,-1,-1,0,-3
"Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",4,1,1,54,27,"0","Co-functional (EcoCyc/GO-BP)","ATM","FUS","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.056748802,0.064252597,0.041347251,-0.099093954,-0.13993292,-0.070194965,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Fusidic acid","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,"S","S","R","R","R","R",12,0.00305847806406641,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Aztreonam_Imipenem","Aztreonam","Imipenem",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity-Antagonism-Synergy","connected",1,1,1,0,0,0,0,1,-1,0
"Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",2,13,13,54,33,"1","Co-functional (EcoCyc/GO-BP)","ATM","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.035450728,0.158679391,0,0,-0.102755396,0.013925454,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"S","S","S","S","S","S",1,0.000629838166986853,"Additivity-Antagonism","connected",0,0,1,0,1,0,0,0,0,1
"Aztreonam_Mecillinam","Aztreonam","Mecillinam",1,49,50,72,61,"1","Co-functional (EcoCyc/GO-BP)","ATM","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.106645663,-0.112402006,-0.213392723,-0.340075653,-0.06854588,0.038593499,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Aztreonam-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,-1,-1,0,0,-2
"Aztreonam_Meropenem","Aztreonam","Meropenem",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity","connected",1,1,1,0,0,0,0,0,0,0
"Aztreonam_Metformin","Aztreonam","Metformin",Inf,0,6,54,30,"0","Co-functional (EcoCyc/GO-BP)","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",1,0.000629838166986853,"Additivity-Antagonism-Synergy","disconnected",0,0,0,0,0,1,1,0,-1,1
"Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",2,13,13,54,33,"1","Co-functional (EcoCyc/GO-BP)","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",2,0.00359381023086882,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Aztreonam_Novobiocin","Aztreonam","Novobiocin",2,20,20,54,37,"1","Co-functional (EcoCyc/GO-BP)","ATM","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.278791506,0.168244286,-0.03763628,0.052546239,-0.096309589,-0.045831733,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,1,1,1,0,0,0,0,2
"Aztreonam_Penicillin G","Aztreonam","Penicillin G",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,-1,-1,0,0,0,0,-2
"Aztreonam_Piperacillin","Aztreonam","Piperacillin",1,44,45,63,54,"1","Co-functional (EcoCyc/GO-BP)","ATM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.053355493,-0.121160695,0.128948557,-0.33471982,-0.149094916,-0.264765758,"Additivity","Additivity","Additivity","Synergy","Additivity","Synergy","Same","Same","Same","Aztreonam-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,0,-1,0,-1,-2
"Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",2,21,21,54,37,"1","Co-functional (EcoCyc/GO-BP)","ATM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.132319334,-0.133433702,0.052662782,0.113159173,0.046057832,0.054357816,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",4,0.00125176157439658,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
