"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network"
"Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Triclosan","Cefotaxime","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Doxycycline","Cephalexin","Doxycycline",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Imipenem","Cephalexin","Imipenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Mecillinam","Cephalexin","Mecillinam",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Meropenem","Cephalexin","Meropenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Metformin","Cephalexin","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Penicillin G","Cephalexin","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Piperacillin","Cephalexin","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Triclosan","Cephalexin","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Doxycycline_Imipenem","Doxycycline","Imipenem",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Doxycycline_Mecillinam","Doxycycline","Mecillinam",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Doxycycline_Meropenem","Doxycycline","Meropenem",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Doxycycline_Metformin","Doxycycline","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Doxycycline_Penicillin G","Doxycycline","Penicillin G",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Doxycycline_Piperacillin","Doxycycline","Piperacillin",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Doxycycline_Triclosan","Doxycycline","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Mecillinam","Imipenem","Mecillinam",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Meropenem","Imipenem","Meropenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Metformin","Imipenem","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Penicillin G","Imipenem","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Piperacillin","Imipenem","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Triclosan","Imipenem","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Mecillinam_Meropenem","Mecillinam","Meropenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Mecillinam_Metformin","Mecillinam","Metformin",Inf,0,1,4,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Mecillinam_Penicillin G","Mecillinam","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Mecillinam_Piperacillin","Mecillinam","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Mecillinam_Triclosan","Mecillinam","Triclosan",Inf,0,1,16,8,0,"DC.EcoliNet.2283gene.9643link.txt"
"Meropenem_Metformin","Meropenem","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Meropenem_Penicillin G","Meropenem","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Meropenem_Piperacillin","Meropenem","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Meropenem_Triclosan","Meropenem","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Metformin_Penicillin G","Metformin","Penicillin G",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Metformin_Piperacillin","Metformin","Piperacillin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Metformin_Triclosan","Metformin","Triclosan",Inf,0,4,16,10,0,"DC.EcoliNet.2283gene.9643link.txt"
"Penicillin G_Piperacillin","Penicillin G","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Penicillin G_Triclosan","Penicillin G","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Piperacillin_Triclosan","Piperacillin","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"A22_Amoxicillin","A22","Amoxicillin",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Aztreonam","A22","Aztreonam",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Cefaclor","A22","Cefaclor",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Cefotaxime","A22","Cefotaxime",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Cephalexin","A22","Cephalexin",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Ciprofloxacin","A22","Ciprofloxacin",2,12,12,20,16,0,"EcoliNet.v1.benchmark.txt"
"A22_Doxycycline","A22","Doxycycline",4,12,12,13,12,0,"EcoliNet.v1.benchmark.txt"
"A22_Flucytosine","A22","Flucytosine",3,12,12,29,20,0,"EcoliNet.v1.benchmark.txt"
"A22_Fosfomycin","A22","Fosfomycin",2,12,12,27,20,0,"EcoliNet.v1.benchmark.txt"
"A22_Fusidic acid","A22","Fusidic acid",5,1,1,12,6,0,"EcoliNet.v1.benchmark.txt"
"A22_Imipenem","A22","Imipenem",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Levofloxacin","A22","Levofloxacin",2,9,9,16,12,0,"EcoliNet.v1.benchmark.txt"
"A22_Mecillinam","A22","Mecillinam",1,12,12,72,42,1,"EcoliNet.v1.benchmark.txt"
"A22_Meropenem","A22","Meropenem",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Metformin","A22","Metformin",Inf,0,6,12,9,0,"EcoliNet.v1.benchmark.txt"
"A22_Moxifloxacin","A22","Moxifloxacin",2,9,9,16,12,0,"EcoliNet.v1.benchmark.txt"
"A22_Novobiocin","A22","Novobiocin",2,12,12,20,16,0,"EcoliNet.v1.benchmark.txt"
"A22_Penicillin G","A22","Penicillin G",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Piperacillin","A22","Piperacillin",1,12,12,54,33,1,"EcoliNet.v1.benchmark.txt"
"A22_Pseudomonic acid","A22","Pseudomonic acid",6,12,12,22,17,0,"EcoliNet.v1.benchmark.txt"
"A22_Sulfamonomethoxine","A22","Sulfamonomethoxine",2,12,12,21,16,0,"EcoliNet.v1.benchmark.txt"
"A22_Triclosan","A22","Triclosan",3,12,12,17,14,0,"EcoliNet.v1.benchmark.txt"
"A22_Trimethoprim","A22","Trimethoprim",2,12,12,32,22,0,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Flucytosine","Amoxicillin","Flucytosine",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Fosfomycin","Amoxicillin","Fosfomycin",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",4,1,1,54,27,0,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Imipenem","Amoxicillin","Imipenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Mecillinam","Amoxicillin","Mecillinam",1,49,50,72,61,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Meropenem","Amoxicillin","Meropenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Metformin","Amoxicillin","Metformin",Inf,0,6,54,30,0,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Pseudomonic acid","Amoxicillin","Pseudomonic acid",5,18,22,54,38,0,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",2,21,21,54,37,1,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Triclosan","Amoxicillin","Triclosan",2,17,17,54,35,0,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Trimethoprim","Amoxicillin","Trimethoprim",2,32,32,54,43,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Cefaclor","Aztreonam","Cefaclor",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Cephalexin","Aztreonam","Cephalexin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Doxycycline","Aztreonam","Doxycycline",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Flucytosine","Aztreonam","Flucytosine",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Fosfomycin","Aztreonam","Fosfomycin",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",4,1,1,54,27,0,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Imipenem","Aztreonam","Imipenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Mecillinam","Aztreonam","Mecillinam",1,49,50,72,61,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Meropenem","Aztreonam","Meropenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Metformin","Aztreonam","Metformin",Inf,0,6,54,30,0,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Novobiocin","Aztreonam","Novobiocin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Penicillin G","Aztreonam","Penicillin G",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Piperacillin","Aztreonam","Piperacillin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Pseudomonic acid","Aztreonam","Pseudomonic acid",5,18,22,54,38,0,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",2,21,21,54,37,1,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Triclosan","Aztreonam","Triclosan",2,17,17,54,35,0,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Trimethoprim","Aztreonam","Trimethoprim",2,32,32,54,43,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Cephalexin","Cefaclor","Cephalexin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Doxycycline","Cefaclor","Doxycycline",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Flucytosine","Cefaclor","Flucytosine",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Fosfomycin","Cefaclor","Fosfomycin",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",4,1,1,54,27,0,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Imipenem","Cefaclor","Imipenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Mecillinam","Cefaclor","Mecillinam",1,49,50,72,61,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Meropenem","Cefaclor","Meropenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Metformin","Cefaclor","Metformin",Inf,0,6,54,30,0,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Novobiocin","Cefaclor","Novobiocin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Penicillin G","Cefaclor","Penicillin G",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Piperacillin","Cefaclor","Piperacillin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Pseudomonic acid","Cefaclor","Pseudomonic acid",5,18,22,54,38,0,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",2,21,21,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Triclosan","Cefaclor","Triclosan",2,17,17,54,35,0,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Trimethoprim","Cefaclor","Trimethoprim",2,32,32,54,43,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Doxycycline","Cefotaxime","Doxycycline",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Flucytosine","Cefotaxime","Flucytosine",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Fosfomycin","Cefotaxime","Fosfomycin",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",4,1,1,54,27,0,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Imipenem","Cefotaxime","Imipenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Mecillinam","Cefotaxime","Mecillinam",1,49,50,72,61,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Meropenem","Cefotaxime","Meropenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Metformin","Cefotaxime","Metformin",Inf,0,6,54,30,0,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Pseudomonic acid","Cefotaxime","Pseudomonic acid",5,18,22,54,38,0,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",2,21,21,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Triclosan","Cefotaxime","Triclosan",2,17,17,54,35,0,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Trimethoprim","Cefotaxime","Trimethoprim",2,32,32,54,43,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Doxycycline","Cephalexin","Doxycycline",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Flucytosine","Cephalexin","Flucytosine",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Fosfomycin","Cephalexin","Fosfomycin",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",4,1,1,54,27,0,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Imipenem","Cephalexin","Imipenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Mecillinam","Cephalexin","Mecillinam",1,49,50,72,61,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Meropenem","Cephalexin","Meropenem",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Metformin","Cephalexin","Metformin",Inf,0,6,54,30,0,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",2,13,13,54,33,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Novobiocin","Cephalexin","Novobiocin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Penicillin G","Cephalexin","Penicillin G",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Piperacillin","Cephalexin","Piperacillin",1,44,45,63,54,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Pseudomonic acid","Cephalexin","Pseudomonic acid",5,18,22,54,38,0,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",2,21,21,54,37,1,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Triclosan","Cephalexin","Triclosan",2,17,17,54,35,0,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Trimethoprim","Cephalexin","Trimethoprim",2,32,32,54,43,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Doxycycline","Ciprofloxacin","Doxycycline",4,12,13,20,16,0,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Flucytosine","Ciprofloxacin","Flucytosine",2,20,20,29,24,0,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Fosfomycin","Ciprofloxacin","Fosfomycin",2,20,20,27,24,0,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Fusidic acid","Ciprofloxacin","Fusidic acid",5,1,1,20,10,0,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Imipenem","Ciprofloxacin","Imipenem",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Levofloxacin","Ciprofloxacin","Levofloxacin",1,9,9,20,14,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Mecillinam","Ciprofloxacin","Mecillinam",1,20,20,72,46,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Meropenem","Ciprofloxacin","Meropenem",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Metformin","Ciprofloxacin","Metformin",Inf,0,6,20,13,0,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Moxifloxacin","Ciprofloxacin","Moxifloxacin",1,9,9,20,14,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Novobiocin","Ciprofloxacin","Novobiocin",1,20,20,20,20,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Penicillin G","Ciprofloxacin","Penicillin G",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Piperacillin","Ciprofloxacin","Piperacillin",2,20,20,54,37,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Pseudomonic acid","Ciprofloxacin","Pseudomonic acid",5,18,20,22,21,0,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Sulfamonomethoxine","Ciprofloxacin","Sulfamonomethoxine",1,20,20,21,20,1,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Triclosan","Ciprofloxacin","Triclosan",2,17,17,20,18,0,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Trimethoprim","Ciprofloxacin","Trimethoprim",1,20,20,32,26,1,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Flucytosine","Doxycycline","Flucytosine",5,12,13,29,21,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Fosfomycin","Doxycycline","Fosfomycin",4,12,13,27,20,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Fusidic acid","Doxycycline","Fusidic acid",4,1,1,13,7,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Imipenem","Doxycycline","Imipenem",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Levofloxacin","Doxycycline","Levofloxacin",4,9,10,16,13,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Mecillinam","Doxycycline","Mecillinam",3,12,13,72,42,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Meropenem","Doxycycline","Meropenem",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Metformin","Doxycycline","Metformin",Inf,0,6,13,10,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Moxifloxacin","Doxycycline","Moxifloxacin",4,9,10,16,13,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Novobiocin","Doxycycline","Novobiocin",4,12,13,20,16,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Penicillin G","Doxycycline","Penicillin G",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Piperacillin","Doxycycline","Piperacillin",4,12,13,54,33,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Pseudomonic acid","Doxycycline","Pseudomonic acid",2,12,13,22,18,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",4,12,13,21,17,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Triclosan","Doxycycline","Triclosan",5,12,13,17,15,0,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Trimethoprim","Doxycycline","Trimethoprim",4,12,13,32,22,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Fosfomycin","Flucytosine","Fosfomycin",3,27,27,29,28,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Fusidic acid","Flucytosine","Fusidic acid",6,1,1,29,15,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Imipenem","Flucytosine","Imipenem",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Levofloxacin","Flucytosine","Levofloxacin",3,13,13,29,21,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Mecillinam","Flucytosine","Mecillinam",2,29,29,72,50,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Meropenem","Flucytosine","Meropenem",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Metformin","Flucytosine","Metformin",Inf,0,6,29,18,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Moxifloxacin","Flucytosine","Moxifloxacin",3,13,13,29,21,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Novobiocin","Flucytosine","Novobiocin",2,20,20,29,24,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Penicillin G","Flucytosine","Penicillin G",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Piperacillin","Flucytosine","Piperacillin",2,29,29,54,41,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Pseudomonic acid","Flucytosine","Pseudomonic acid",4,18,22,29,26,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Sulfamonomethoxine","Flucytosine","Sulfamonomethoxine",2,21,21,29,25,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Triclosan","Flucytosine","Triclosan",3,17,17,29,23,0,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Trimethoprim","Flucytosine","Trimethoprim",1,29,29,32,30,1,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Fusidic acid","Fosfomycin","Fusidic acid",5,1,1,27,14,0,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Imipenem","Fosfomycin","Imipenem",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Levofloxacin","Fosfomycin","Levofloxacin",2,13,13,27,20,0,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Mecillinam","Fosfomycin","Mecillinam",1,27,27,72,50,1,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Meropenem","Fosfomycin","Meropenem",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Metformin","Fosfomycin","Metformin",Inf,0,6,27,16,0,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Moxifloxacin","Fosfomycin","Moxifloxacin",2,13,13,27,20,0,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Novobiocin","Fosfomycin","Novobiocin",2,20,20,27,24,0,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Penicillin G","Fosfomycin","Penicillin G",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Piperacillin","Fosfomycin","Piperacillin",1,27,27,54,40,1,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Pseudomonic acid","Fosfomycin","Pseudomonic acid",5,18,22,27,24,0,"EcoliNet.v1.benchmark.txt"
