"drug_pair","Drug1","Drug2","drugdrug.x","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","drugdrug.y","clusters","sigma.rate"
"Daptomycin_Gentamicin","Daptomycin","Gentamicin","Daptomycin-Gentamicin","DAP","GEN",0,"PMF","aminoglycoside","aminoglycoside-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.04463627,0.03096637,0.0513488,-0.070268128,0,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,"Daptomycin-Gentamicin",7,0.00254252495318575
"Daptomycin_Metformin","Daptomycin","Metformin","Daptomycin-Metformin","DAP","MF",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.019223364,0.016548759,0.026372515,0.053226261,0.03954946,-0.050303911,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"Daptomycin-Metformin",5,0.00124289159607791
"Daptomycin_Diclofenac","Daptomycin","Diclofenac","Daptomycin-Diclofenac","DAP","DIC",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.068178226,0.076914484,-0.052743899,0.042544462,0.025966566,0.036582995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,"Daptomycin-Diclofenac",8,0.00215049609648241
"Nonactin_Teicoplanin","Nonactin","Teicoplanin","Nonactin-Teicoplanin","NON","TEC",0,"PMF","other cell wall","other cell wall-PMF",0,"PMF","cell wall","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.05425555,0.026050021,-0.034228601,0.063618081,-0.037151794,-0.02893716,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Nonactin-Teicoplanin",8,0.00215049609648241
"Nonactin_Sulfamonomethoxine","Nonactin","Sulfamonomethoxine","Nonactin-Sulfamonomethoxine","NON","SMM",0,"PMF","folic acid biosynthesis","folic acid biosynthesis-PMF",0,"PMF","DNA","DNA-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.047986151,-0.044090166,0.023953196,0.029092002,0.049747852,0.026354402,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Nonactin-Sulfamonomethoxine",1,0.00161041532291776
"Nonactin_Paraquat","Nonactin","Paraquat","Nonactin-Paraquat","NON","PQ",0,"PMF","oxidative stress","oxidative stress-PMF",0,"PMF","oxidative stress","oxidative stress-PMF",0,"antibiotic","research used drug","antibiotic-research used drug",-0.036446958,-0.047649477,-0.033355817,-0.051245661,0.027599874,0.033128324,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Nonactin-Paraquat",2,0.00151654919727939
"Nonactin_Tigecycline","Nonactin","Tigecycline","Nonactin-Tigecycline","NON","TGC",0,"PMF","tetracycline","PMF-tetracycline",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.042849171,0.01888535,-0.025085683,-0.050540337,0.039483561,-0.045953636,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Nonactin-Tigecycline",2,0.00151654919727939
"Nonactin_Spiramycin","Nonactin","Spiramycin","Nonactin-Spiramycin","NON","SPM",0,"PMF","macrolide","macrolide-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.042769944,-0.024607715,-0.047290132,-0.047381967,-0.022841873,-0.068545803,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Nonactin-Spiramycin",4,0.00101849165039097
"Nonactin_Reserpine","Nonactin","Reserpine","Nonactin-Reserpine","NON","RSP",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.048716152,-0.036428649,-0.043557913,-0.050727365,-0.024705048,-0.062395391,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Nonactin-Reserpine",6,0.00181682055372977
"Nonactin_Procaine","Nonactin","Procaine","Nonactin-Procaine","NON","PRC",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.03149476,-0.060331525,-0.0238391,0.045274842,0.064094039,0.03260053,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Nonactin-Procaine",3,0.000695499357720025
"Nonactin_Theophylline","Nonactin","Theophylline","Nonactin-Theophylline","NON","TPH",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.057255692,-0.037651862,0.023402452,-0.03442611,0.037463132,-0.033053982,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Nonactin-Theophylline",1,0.00161041532291776
"Nonactin_Verapamil","Nonactin","Verapamil","Nonactin-Verapamil","NON","VPM",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.052205025,0.03088973,0.017712065,-0.02391263,-0.035780491,0.035969545,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Nonactin-Verapamil",7,0.00254252495318575
"Nonactin_Triclosan","Nonactin","Triclosan","Nonactin-Triclosan","NON","TRI",0,"PMF","other membrane","other membrane-PMF",0,"PMF","membrane","membrane-PMF",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.084019054,-0.060024741,0.03389198,-0.049631896,-0.021837776,-0.021267658,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Nonactin-Triclosan",2,0.00151654919727939
"Paraquat_Teicoplanin","Paraquat","Teicoplanin","Paraquat-Teicoplanin","PQ","TEC",0,"oxidative stress","other cell wall","other cell wall-oxidative stress",0,"oxidative stress","cell wall","cell wall-oxidative stress",0,"research used drug","antibiotic","antibiotic-research used drug",-0.04534527,0.039837136,0.036518628,-0.060211648,-0.02936059,0.041186791,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Paraquat-Teicoplanin",2,0.00151654919727939
"Paraquat_Sulfamonomethoxine","Paraquat","Sulfamonomethoxine","Paraquat-Sulfamonomethoxine","PQ","SMM",0,"oxidative stress","folic acid biosynthesis","folic acid biosynthesis-oxidative stress",0,"oxidative stress","DNA","DNA-oxidative stress",0,"research used drug","antibiotic","antibiotic-research used drug",-0.060546935,-0.037273237,-0.032853884,-0.093110113,-0.033749465,0.041111531,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Paraquat-Sulfamonomethoxine",2,0.00151654919727939
"Paraquat_Tigecycline","Paraquat","Tigecycline","Paraquat-Tigecycline","PQ","TGC",0,"oxidative stress","tetracycline","oxidative stress-tetracycline",0,"oxidative stress","protein synthesis inhibitor","oxidative stress-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.091552036,-0.048502537,-0.055577264,-0.036327855,-0.032610733,0.04394975,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Paraquat-Tigecycline",2,0.00151654919727939
"Paraquat_Spiramycin","Paraquat","Spiramycin","Paraquat-Spiramycin","PQ","SPM",0,"oxidative stress","macrolide","macrolide-oxidative stress",0,"oxidative stress","protein synthesis inhibitor","oxidative stress-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.07855928,-0.030624675,0.048443099,-0.079571408,-0.045001396,0.048174724,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Paraquat-Spiramycin",2,0.00151654919727939
"Paraquat_Reserpine","Paraquat","Reserpine","Paraquat-Reserpine","PQ","RSP",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.059231055,-0.041275554,0.048452313,0.043088675,-0.033439025,0.065229004,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Paraquat-Reserpine",3,0.000695499357720025
"Paraquat_Procaine","Paraquat","Procaine","Paraquat-Procaine","PQ","PRC",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.05115253,-0.042198711,0.029903528,-0.084413132,0.040233535,-0.022102991,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Paraquat-Procaine",2,0.00151654919727939
"Paraquat_Theophylline","Paraquat","Theophylline","Paraquat-Theophylline","PQ","TPH",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.089624794,-0.126029039,-0.015677959,-0.048368208,-0.034684366,0.022583258,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Paraquat-Theophylline",2,0.00151654919727939
"Paraquat_Verapamil","Paraquat","Verapamil","Paraquat-Verapamil","PQ","VPM",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.05113605,-0.049099218,0.03241217,-0.041978234,-0.073234345,0.058165954,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Paraquat-Verapamil",2,0.00151654919727939
"Paraquat_Triclosan","Paraquat","Triclosan","Paraquat-Triclosan","PQ","TRI",0,"oxidative stress","other membrane","other membrane-oxidative stress",0,"oxidative stress","membrane","membrane-oxidative stress",0,"research used drug","anti-infective","anti-infective-research used drug",-0.034067112,-0.027495639,-0.032890479,0.080169321,0.040112142,-0.021890625,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Paraquat-Triclosan",3,0.000695499357720025
"Linezolid_Teicoplanin","Linezolid","Teicoplanin","Linezolid-Teicoplanin","LZD","TEC",0,"other protein synthesis inhibitor","other cell wall","other cell wall-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.042423462,0.035900213,0.022952839,0.072777853,-0.050169427,-0.039897214,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Linezolid-Teicoplanin",1,0.00161041532291776
"Linezolid_Metronidazole","Linezolid","Metronidazole","Linezolid-Metronidazole","LZD","MTZ",0,"other protein synthesis inhibitor","other DNA","other DNA-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.067618657,0.037720976,0.049923952,0.055594459,-0.040538987,0.035635327,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Linezolid-Metronidazole",1,0.00161041532291776
"Linezolid_Mitomycin C","Linezolid","Mitomycin C","Linezolid-Mitomycin C","LZD","MMC",0,"other protein synthesis inhibitor","other DNA","other DNA-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",0,"antibiotic","research used drug","antibiotic-research used drug",0.043768621,-0.062438575,0.049851722,-0.025985545,0.079379315,0.097291221,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Linezolid-Mitomycin C",1,0.00161041532291776
"Linezolid_Sulfamonomethoxine","Linezolid","Sulfamonomethoxine","Linezolid-Sulfamonomethoxine","LZD","SMM",0,"other protein synthesis inhibitor","folic acid biosynthesis","folic acid biosynthesis-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.058430319,-0.039209052,0.023469485,-0.055911875,0.043206145,0.056366222,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Linezolid-Sulfamonomethoxine",7,0.00254252495318575
"Linezolid_Nisin","Linezolid","Nisin","Linezolid-Nisin","LZD","NSN",0,"other protein synthesis inhibitor","PMF","other protein synthesis inhibitor-PMF",0,"protein synthesis inhibitor","PMF","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.06044399,0.044047159,0.029370041,0.058244663,0.04093225,0.025629481,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Linezolid-Nisin",1,0.00161041532291776
"Linezolid_Nonactin","Linezolid","Nonactin","Linezolid-Nonactin","LZD","NON",0,"other protein synthesis inhibitor","PMF","other protein synthesis inhibitor-PMF",0,"protein synthesis inhibitor","PMF","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.033223352,-0.059376087,-0.03766858,0.031224509,-0.042790683,-0.055657785,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Linezolid-Nonactin",1,0.00161041532291776
"Linezolid_Paraquat","Linezolid","Paraquat","Linezolid-Paraquat","LZD","PQ",0,"other protein synthesis inhibitor","oxidative stress","other protein synthesis inhibitor-oxidative stress",0,"protein synthesis inhibitor","oxidative stress","oxidative stress-protein synthesis inhibitor",0,"antibiotic","research used drug","antibiotic-research used drug",-0.033970626,-0.039712316,0.062699255,-0.060915674,-0.023016726,0.043599618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Linezolid-Paraquat",2,0.00151654919727939
"Linezolid_Tigecycline","Linezolid","Tigecycline","Linezolid-Tigecycline","LZD","TGC",0,"other protein synthesis inhibitor","tetracycline","other protein synthesis inhibitor-tetracycline",1,"protein synthesis inhibitor","protein synthesis inhibitor","protein synthesis inhibitor-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.051871416,-0.023803706,-0.039942607,-0.061961975,0.02778776,0.034714356,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Linezolid-Tigecycline",2,0.00151654919727939
"Linezolid_Spiramycin","Linezolid","Spiramycin","Linezolid-Spiramycin","LZD","SPM",0,"other protein synthesis inhibitor","macrolide","macrolide-other protein synthesis inhibitor",1,"protein synthesis inhibitor","protein synthesis inhibitor","protein synthesis inhibitor-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.044601676,-0.019889259,-0.036513661,-0.024381676,-0.037154622,0.046798642,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Linezolid-Spiramycin",4,0.00101849165039097
"Linezolid_Reserpine","Linezolid","Reserpine","Linezolid-Reserpine","LZD","RSP",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.053185115,-0.049186272,-0.052751848,-0.047382697,-0.048745627,-0.04666272,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Linezolid-Reserpine",6,0.00181682055372977
"Linezolid_Procaine","Linezolid","Procaine","Linezolid-Procaine","LZD","PRC",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.03817797,-0.039654808,0.038418684,-0.042942083,-0.0771366,-0.037181191,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Linezolid-Procaine",6,0.00181682055372977
"Linezolid_Theophylline","Linezolid","Theophylline","Linezolid-Theophylline","LZD","TPH",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.066024221,-0.025808124,0.061355929,0.03734551,0.043026876,-0.037298137,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Linezolid-Theophylline",1,0.00161041532291776
