Species,Plate,Row,Column,Compound Name,Average Relative Growth: DMSO + Compound,Average Relative Growth: AmpB + Compound,Average Relative Growth: Ben + Compound,Average Relative Growth: CF + Compound,Average Relative Growth: Cyp + Compound,Average Relative Growth: FL + Compound,Average Relative Growth: TB + Compound
S.cerevisiae,CCC0333D1,A,8,Aconitine,105.19,102.67,101.95,102.35,99.86,98.78,103.28
S.cerevisiae,CCC0360D1,C,5,ACRIFLAVINIUM HYDROCHLORIDE,76.35,53.43,6.36,102.07,73.03,103.13,99.34
S.cerevisiae,CCC0362D1,H,3,ACRISORCIN,101.87,96.54,102.49,101.49,107.53,98.62,100.06
S.cerevisiae,CCC0340D1,A,3,ACTINOMYCIN D,100.13,100.73,94.63,86.89,103.05,95.25,101.38
S.cerevisiae,CCC0345D1,A,4,Actinonin,99.97,96.24,100.07,98.51,98.16,97.34,101.55
S.cerevisiae,CCC0327D1,A,7,Acyclovir,100,96.55,98.58,104.86,94.06,99.51,98.58
S.cerevisiae,CCC0331D1,A,8,Adamantamine fumarate,97.27,102.7,100.63,98.02,96.4,99.67,102.25
S.cerevisiae,CCC0365D1,B,11,ADENINE,98.76,99.25,105.28,98.34,97.21,105.31,100.77
S.cerevisiae,CCC0345D1,D,6,Adenosine,101.77,102.77,100.51,101.39,100.21,100.21,102.45
S.cerevisiae,CCC0330D1,D,7,"Adenosine 5""-monophosphate monohydrate",103.17,95.45,101.72,102.97,100.75,100.88,102.58
S.cerevisiae,CCC0345D1,E,8,Adenosine amine congener,101.09,99.41,100.95,102.21,98.7,101.28,96.85
S.cerevisiae,CCC0326D1,H,6,Adiphenine hydrochloride,99.51,95.69,101.17,94.17,96.46,101.49,95.2
S.cerevisiae,CCC0356D1,A,10,ADONITOL,95.6,99.42,90.05,97.19,97.39,99.2,99.94
S.cerevisiae,CCC0359D1,F,6,ADRENALINE BITARTRATE,101.11,100.81,91.49,98.92,96.97,105.18,100.59
S.cerevisiae,CCC0337D1,B,10,Adrenosterone,105.44,99.55,102.9,101.34,102,98.44,96.8
S.cerevisiae,CCC0365D1,D,10,AGELASINE (stereochemistry of diterpene unknown),100.53,96.11,102.2,99.42,98.54,97.24,104.98
S.cerevisiae,CCC0345D1,D,4,Agmatine sulfate,97.58,98.83,99.54,98.25,99.33,104.1,103.81
S.cerevisiae,CCC0345D1,H,10,AGN 192403 hydrochloride,99.49,99.14,98.44,98.87,100.71,100.71,99.69
S.cerevisiae,CCC0345D1,B,10,Agroclavine,98.82,98.3,100.07,100,102.8,98.4,98.72
S.cerevisiae,CCC0345D1,A,11,AIDA,102.22,103.05,101.22,96.09,98.11,96.22,103.55
S.cerevisiae,CCC0333D1,D,3,Ajmalicine hydrochloride,100.84,104.55,101.16,103.09,102.42,98.78,97.23
S.cerevisiae,CCC0333D1,E,3,Ajmaline,97.1,102.39,101.85,103.94,102.32,101.14,94.57
S.cerevisiae,CCC0363D1,D,7,AKLAVINE HYDROCHLORIDE,88.84,-3.13,99.95,105.13,100.31,100,53.33
S.cerevisiae,CCC0357D1,D,7,AKLOMIDE,98.21,99.01,105.29,102.42,101.29,101.71,97.33
S.cerevisiae,CCC0344D1,C,11,AL-8810,98.44,102.65,99.66,97.94,99.6,98.04,106.88
S.cerevisiae,CCC0366D1,G,9,ALACHLOR,99.51,102.3,104.47,99.4,96.8,100.88,89.95
S.cerevisiae,CCC0368D1,F,5,ALANYL-dl-LEUCINE,99.26,97.28,98.75,104.87,106.32,96.4,103.68
S.cerevisiae,CCC0345D1,C,9,Alaproclate hydrochloride,103.31,97.69,100.86,99.33,100.16,98.56,100.3
S.cerevisiae,CCC0329D1,A,8,Albendazole,101.2,100.17,86.17,99.76,99.06,98.02,102.8
S.cerevisiae,CCC0360D1,E,6,ALBIZZIINE,106.69,100.88,115.39,105.96,105.22,98.24,105.24
S.cerevisiae,CCC0353D1,G,11,Albuterol hemisulfate,90.51,105.32,99.11,90.62,94.79,92.18,98.25
S.cerevisiae,CCC0335D1,F,2,Alclometasone dipropionate,99.43,20.82,100.29,86.93,101.11,99.73,101.64
S.cerevisiae,CCC0338D1,H,7,Alcuronium chloride,95.36,105.05,100.35,99.09,97.99,100.88,99.71
S.cerevisiae,CCC0366D1,C,11,ALDICARB,100.51,101.84,102.18,101.61,104.11,101.03,102.57
S.cerevisiae,CCC0367D1,G,2,ALDRIN,83.52,95.11,37.28,94.79,105.26,102.89,92.37
S.cerevisiae,CCC0335D1,F,8,Alexidine dihydrochloride,-1.49,-2.03,-1.92,-1.65,0.53,-1.21,-2.98
S.cerevisiae,CCC0338D1,E,2,Alfadolone acetate,95.24,100.75,102.59,103.2,98.85,104.38,105.04
S.cerevisiae,CCC0338D1,E,3,Alfaxalone,99.84,99.34,102.88,98.53,101.05,101.72,102.81
S.cerevisiae,CCC0362D1,G,9,ALFLUZOCIN,94.32,102.66,100.55,95.94,102.96,96.64,95.85
S.cerevisiae,CCC0330D1,A,3,Alfuzosin hydrochloride,104.03,97.47,100.63,103.32,102.29,95.51,99.1
S.cerevisiae,CCC0365D1,B,5,ALIZARIN,98.87,100.61,101.02,96.53,91.72,100.13,103.6
S.cerevisiae,CCC0326D1,A,3,Allantoin,100.33,98.65,98.27,102.21,79.54,102.47,96.6
S.cerevisiae,CCC0365D1,F,9,ALLODEOXYCHOLIC ACID,104.71,99.08,107.05,99.86,103.01,100.24,99.97
S.cerevisiae,CCC0368D1,H,6,ALLOPREGNANOLONE,103.33,101.78,100.14,98.34,108.17,100.03,104.71
S.cerevisiae,CCC0345D1,F,5,Allopurinol,103.94,99.51,100.66,99.43,100.51,102.88,102.91
S.cerevisiae,CCC0359D1,F,5,ALLOPURINOL,100.17,103.22,93.53,107,100.91,106.5,98.34
S.cerevisiae,CCC0360D1,G,7,ALLOXAN,-2.61,0.6,-1.82,2.18,-1.38,2.4,-1.82
S.cerevisiae,CCC0345D1,E,10,Alloxazine,95.71,101.94,99.88,97.89,101.73,97.6,99.68
S.cerevisiae,CCC0362D1,B,7,ALMOTRIPTAN,100.36,48.43,91.87,92.04,96.55,97.37,94.36
S.cerevisiae,CCC0342D1,D,11,ALOE-EMODINE,14.67,51.99,23.56,4.18,9.07,74.22,61.96
S.cerevisiae,CCC0368D1,D,4,ALOIN,100.66,96.36,101.99,108.2,101.71,96.08,93.98
S.cerevisiae,CCC0351D1,B,6,"alpha,beta-Methylene adenosine 5""-triphosphate dilithium",97.38,97.28,100.34,96.24,101.08,96.21,102.78
S.cerevisiae,CCC0361D1,D,2,alpha-CYANO-3-HYDROXYCINNAMIC ACID,95.87,94.39,105.37,100.65,95.54,100.58,97.66
S.cerevisiae,CCC0366D1,H,3,alpha-CYANO-4-HYDROXYCINNAMIC ACID,99.7,104.1,102.92,106.68,98.52,101.64,99.72
S.cerevisiae,CCC0369D1,A,8,alpha-DIHYDROGEDUNOL,106.55,101.52,102.73,112.2,98.33,102.01,104.8
S.cerevisiae,CCC0349D1,D,5,alpha-Guanidinoglutaric acid,95.91,102.63,99.62,101.16,98.59,101.2,100.49
S.cerevisiae,CCC0366D1,A,5,alpha-HYODEOXYCHOLIC ACID,99.68,94.33,91.9,99.41,102.31,101.49,98.36
S.cerevisiae,CCC0367D1,H,9,alpha-MANGOSTIN,99.97,98.76,104.08,99.37,102.66,96,102.65
S.cerevisiae,CCC0351D1,E,8,alpha-Methyl-5-hydroxytryptamine maleate,101.46,104.89,99.71,103.28,103.85,101.26,104.83
S.cerevisiae,CCC0351D1,G,3,alpha-Methyl-DL-tyrosine methyl ester hydrochloride,98.81,100.09,98.68,104.28,98.46,101.37,100.17
S.cerevisiae,CCC0367D1,B,4,alpha-METHYL-L-TYROSINE,99.56,75.71,104.64,30,101.24,97.43,96.76
S.cerevisiae,CCC0339D1,C,11,alpha-Santonin,104.46,103.07,101.22,103.57,100.11,97.42,95.78
S.cerevisiae,CCC0368D1,E,9,alpha-TOCHOPHEROL,97.48,100.4,103.51,99.25,91.89,99.24,100.38
S.cerevisiae,CCC0356D1,A,11,alpha-TOCHOPHERYL ACETATE,92.45,98.44,82.64,94.81,96.67,99.08,94.45
S.cerevisiae,CCC0358D1,F,9,alpha-TOXICAROL,98.52,99.34,97.76,0.23,104.88,102.4,101.1
S.cerevisiae,CCC0329D1,A,11,Alprenolol hydrochloride,100.76,103.13,98.32,99.95,97.69,98.18,102.21
S.cerevisiae,CCC0338D1,F,9,Alprostadil,99.67,93.13,100.02,97.52,95.97,101.09,103.55
S.cerevisiae,CCC0335D1,A,2,Althiazide,100,101.91,98.18,101.26,99.78,95.93,99.24
S.cerevisiae,CCC0337D1,G,7,Altretamine,100.36,97.23,96.92,99.87,99.17,95.85,98.77
S.cerevisiae,CCC0328D1,B,5,Alverine citrate salt,96.31,101.04,98.56,105.74,99.43,97.81,103.78
S.cerevisiae,CCC0344D1,F,9,Amantadine hydrochloride,101.98,104.14,100.85,101.96,103.94,100.77,103.23
S.cerevisiae,CCC0364D1,C,3,AMBELLINE,102.05,103.01,112.08,71.65,98.61,106.13,106.94
S.cerevisiae,CCC0330D1,E,7,Ambroxol hydrochloride,101.46,105.27,99.96,98.36,100.2,101.36,93.64
S.cerevisiae,CCC0357D1,G,8,AMCINONIDE,98.65,101.93,108.47,74.41,98.29,101.89,97.18
S.cerevisiae,CCC0342D1,A,7,AMENTOFLAVONE,100.08,98.81,99.19,-1.32,97.37,99.66,98.87
S.cerevisiae,CCC0330D1,F,4,"Amethopterin (R,S)",98.16,99.89,96.11,102.7,100.95,99.92,99.43
S.cerevisiae,CCC0348D1,G,5,Amfonelic acid,99.81,95.62,98.93,96.16,96.99,96.53,103.99
S.cerevisiae,CCC0327D1,A,9,Amidopyrine,100.77,98.89,97.1,99.99,105.62,98.22,100.8
S.cerevisiae,CCC0345D1,E,3,Amifostine,99.95,100.04,99.98,98.33,98.11,104.47,94.75
S.cerevisiae,CCC0330D1,H,6,Amikacin hydrate,98.56,99.92,97.87,97.03,96.56,97.31,97.59
S.cerevisiae,CCC0359D1,E,2,AMIKACIN SULFATE,98.97,100,111.26,101.81,98.19,92.63,99.24
S.cerevisiae,CCC0326D1,A,8,Amiloride hydrochloride dihydrate,98.96,102.56,100.61,98.43,100.69,99.64,102.14
S.cerevisiae,CCC0357D1,G,4,AMINACRINE,106.53,104.8,111.99,100.2,101.76,99.84,94.55
S.cerevisiae,CCC0345D1,F,8,Aminobenztropine,101.04,105.2,100.37,102.26,100.07,105.17,94.07
S.cerevisiae,CCC0337D1,H,11,Aminocaproic acid,106.2,96.51,97.79,93.1,100.75,96.83,94.03
S.cerevisiae,CCC0345D1,C,4,Aminoguanidine hemisulfate,99.4,101.64,102.27,102.72,102.07,100.59,102.06
S.cerevisiae,CCC0345D1,B,6,Aminoguanidine hydrochloride,100.16,96.7,95.23,101.39,99.87,101.28,99.91
S.cerevisiae,CCC0337D1,B,6,Aminohippuric acid,105.39,101.09,101.13,103.13,97.75,99.43,98.54
S.cerevisiae,CCC0361D1,C,6,AMINOHYDROXYBUTYRIC ACID,101.24,102.47,-2.39,1.95,-0.96,96.58,2.24
S.cerevisiae,CCC0357D1,H,10,AMINOLEVULINIC ACID HYDROCHLORIDE,99.88,102.97,105.76,100.75,100.57,99.31,101.66
S.cerevisiae,CCC0336D1,B,11,Aminophylline,106.01,110.99,103.57,101.36,100.88,100.35,98.54
S.cerevisiae,CCC0344D1,H,9,Aminopterin,98.59,100.55,99.39,97.1,99.52,101.01,94.02
S.cerevisiae,CCC0328D1,C,10,"Aminopurine, 6-benzyl",104.07,106.07,102.89,102.07,102.2,102.88,99.97
S.cerevisiae,CCC0359D1,G,2,AMINOSALICYLATE SODIUM,106.63,98.53,105.58,99.95,98.74,99.32,101.95
S.cerevisiae,CCC0363D1,A,8,AMINOTHIAZOLE,95.27,11.58,101.58,5.01,100.81,100.26,101.64
S.cerevisiae,CCC0331D1,A,10,Amiodarone hydrochloride,97.98,-1.86,92.57,-1.73,100.15,-2.1,74.46
S.cerevisiae,CCC0336D1,E,6,Amiprilose hydrochloride,102.17,110.16,102.3,100.06,100.89,100.78,102.67
S.cerevisiae,CCC0362D1,H,10,AMITRAZ,100.2,103.11,99.79,97.59,98.71,97.89,98.34
S.cerevisiae,CCC0326D1,H,5,Amitryptiline hydrochloride,99.78,93.45,99.46,98.48,100.24,101.59,97.15
S.cerevisiae,CCC0362D1,H,6,AMLODIPINE BESYLATE,103.51,108.31,101.57,101.93,105.06,102.63,93.19
S.cerevisiae,CCC0352D1,A,11,Ammonium pyrrolidinedithiocarbamate,8.47,6.46,5.73,19.44,-0.01,40.63,23.75
S.cerevisiae,CCC0329D1,G,10,Amodiaquin dihydrochloride dihydrate,97.98,96.87,97.62,99.47,98.76,101.32,100.93
S.cerevisiae,CCC0359D1,H,2,AMODIAQUINE DIHYDROCHLORIDE,100.66,98.06,100.11,100.05,107.46,100.36,102.79
S.cerevisiae,CCC0327D1,C,3,Amoxapine,102.46,102.48,102.11,94.79,100.66,99.97,97.58
S.cerevisiae,CCC0330D1,D,8,Amoxicillin,99.1,97.03,100.06,102.81,98.29,99.6,96.27
S.cerevisiae,CCC0345D1,B,4,Amperozide hydrochloride,95.36,103.3,98.22,98.72,101.34,102.13,94.36
S.cerevisiae,CCC0331D1,A,11,Amphotericin B,101.09,101.69,99.07,99.14,100.51,100.79,96.94
S.cerevisiae,CCC0359D1,A,3,AMPICILLIN SODIUM,102.35,100.97,77.65,93.93,101.06,101.36,102.11
S.cerevisiae,CCC0327D1,D,5,Ampicillin trihydrate,102.05,103.74,101.13,99.24,92.49,101.57,100.04
S.cerevisiae,CCC0326D1,A,9,Amprolium hydrochloride,93.65,96.41,99.14,102.05,97.71,98.15,93.01
S.cerevisiae,CCC0328D1,C,2,Ampyrone,97.03,98.18,101.02,101,101.34,103.73,99.75
S.cerevisiae,CCC0335D1,H,11,Amrinone,98.26,99.3,63.3,84.38,6.63,96.88,95.09
S.cerevisiae,CCC0345D1,D,7,Amsacrine hydrochloride,100.37,104.7,102.81,101.85,98.94,100.8,100.93
S.cerevisiae,CCC0367D1,E,11,AMSACRINE HYDROCHLORIDE,78.77,82.48,89.24,5.22,87.12,83.85,79.9
S.cerevisiae,CCC0344D1,C,6,AMYGDALIN,104.74,103.75,100.46,100.71,102.07,106.35,98.71
S.cerevisiae,CCC0326D1,E,10,Amyleine hydrochloride,97.29,90.18,103.96,96.89,104.57,98.95,98.33
S.cerevisiae,CCC0357D1,A,10,ANABASAMINE HYDROCHLORIDE,99.72,102.61,80.93,105.7,101.84,102.59,101.19
S.cerevisiae,CCC0334D1,C,10,Anabasine,104.42,106.62,99.71,99.05,102.35,103.76,99.36
S.cerevisiae,CCC0345D1,H,5,Ancitabine hydrochloride,96.9,100.63,99.8,103.85,103.16,99.91,98.79
S.cerevisiae,CCC0368D1,D,6,ANDIROBIN,98.36,100.6,106.21,93.8,98.5,97.32,96.76
S.cerevisiae,CCC0341D1,G,9,ANDROGRAPHOLIDE,89.9,98.22,97.94,104.31,97.96,95.93,100.9
S.cerevisiae,CCC0344D1,A,4,"ANDROGRAPHOLIDE, DEHYDRO-",98.3,101.57,99.91,103.33,100.43,97.72,102.45
S.cerevisiae,CCC0343D1,H,5,"ANDROGRAPHOLIDE, DEOXY-",103.34,101.89,101.47,98.66,100.41,100.9,98.32
S.cerevisiae,CCC0368D1,F,8,"ANDROSTA-1,4-DIEN-3,17-DIONE",99.37,98.72,100.84,90.32,102.71,96.35,93.7
S.cerevisiae,CCC0331D1,B,2,Androsterone,99.95,100.84,101.98,59.75,103.04,106.23,101.08
S.cerevisiae,CCC0364D1,G,5,ANDROSTERONE ACETATE,84.6,90.05,88.03,73.47,85.24,83.88,81.31
S.cerevisiae,CCC0357D1,E,8,ANDROSTERONE SODIUM SULFATE,99.35,104.7,98.76,101.9,99.9,100.11,109.89
S.cerevisiae,CCC0368D1,A,2,ANETHOLE,97.92,99.96,93.72,93.27,93,100.22,100.69
S.cerevisiae,CCC0355D1,B,8,"ANGOLENSIC ACID, METHYL ESTER",100.74,98.42,106.26,103.94,100.13,100.54,101.35
S.cerevisiae,CCC0356D1,C,3,ANGOLENSIN (R),98.78,103.72,-2.33,100.32,102.33,96.01,100.9
S.cerevisiae,CCC0364D1,H,8,ANHYDROBRAZILIC ACID,102.06,104.44,100.03,103.44,100.46,104.34,106.08
S.cerevisiae,CCC0345D1,G,7,Aniracetam,93.12,102.11,103.4,92.14,94.56,101.92,99.06
S.cerevisiae,CCC0361D1,C,4,ANISINDIONE,99.58,103.6,100.43,102.44,101.22,100.57,107.51
S.cerevisiae,CCC0344D1,E,6,ANISODAMINE,101.71,102.54,101.93,98.51,101.82,100.08,103.8
S.cerevisiae,CCC0331D1,B,3,Anisomycin,100.22,103.38,105.65,100.31,99.44,98.93,100.03
S.cerevisiae,CCC0340D1,A,4,ANISOMYCIN,95.79,97.47,100.3,102.04,98.41,96.98,98.91
S.cerevisiae,CCC0329D1,B,9,Antazoline hydrochloride,105.4,106.94,98.71,100.58,103.02,100.47,98.53
S.cerevisiae,CCC0356D1,F,11,ANTAZOLINE PHOSPHATE,99.97,99.64,100.67,97.95,97.39,102.19,101.63
S.cerevisiae,CCC0363D1,B,8,ANTHOTHECOL,109.89,113.36,97.53,0.43,58.74,101.68,95.69
S.cerevisiae,CCC0358D1,C,9,ANTHRACENE-9-CARBOXYLIC ACID,88.71,90.14,103.97,87.27,96.96,92.64,93.81
S.cerevisiae,CCC0359D1,B,3,ANTHRALIN,95.96,101.23,55.52,102.5,97.77,99.88,99.97
S.cerevisiae,CCC0361D1,F,2,ANTHRAQUINONE,99.79,103.45,100.46,97.32,105.7,104.83,101.22
S.cerevisiae,CCC0358D1,H,7,ANTIAROL,100.36,97.31,100.5,100.64,101.87,99.72,101.22
S.cerevisiae,CCC0340D1,F,4,ANTIBIOTIC A-23187,96.29,67.61,98.71,20.9,97.01,97.41,95.07
S.cerevisiae,CCC0328D1,G,3,Antimycin A,86.96,-1.3,69.37,46.46,95.04,94.16,90.47
S.cerevisiae,CCC0326D1,C,10,Antipyrine,98.77,104.77,103.77,100.4,99.28,102.24,101.04
S.cerevisiae,CCC0326D1,C,11,"Antipyrine, 4-hydroxy",104.21,98.74,102.38,99.57,99.05,94.42,101.98
S.cerevisiae,CCC0345D1,F,7,Antozoline hydrochloride,103.79,101.5,104.37,99.74,102.22,102.34,98.83
S.cerevisiae,CCC0344D1,G,6,APHIDICOLIN,104.06,97.46,95.27,99.71,100.49,100.08,101.91
S.cerevisiae,CCC0367D1,C,4,APHYLLIC ACID,102.91,101.34,96.95,95.01,99.71,102.63,99.79
S.cerevisiae,CCC0331D1,B,5,Apigenin,93.93,106.25,96.27,101.84,99.39,102.71,97.75
S.cerevisiae,CCC0369D1,F,2,APIGENIN TRIACETATE,103.04,99.78,109.94,107.91,106.61,103.32,104.52
S.cerevisiae,CCC0341D1,E,8,APIGENIN-7-GLUCOSIDE,99.34,105.79,99.68,107.97,100.35,103.19,100.7
S.cerevisiae,CCC0368D1,H,2,APIIN,100.55,102.59,104.41,109.73,104.46,101.74,-1.68
S.cerevisiae,CCC0368D1,A,3,APIOLE,100.74,100.4,102.7,98.24,101.16,95,100.84
S.cerevisiae,CCC0338D1,E,6,Apramycin,100.44,101.61,101.52,104.86,101.39,101.74,100.74
S.cerevisiae,CCC0365D1,E,6,ARABITOL(D),12.05,1.49,-0.59,16.52,35,85.86,12.13
S.cerevisiae,CCC0338D1,G,7,Arbutin,96.83,100.72,99.11,105.27,100.95,100.5,101.89
S.cerevisiae,CCC0336D1,H,7,Arcaine sulfate,100.05,97.46,97.97,102.15,99.63,100.29,100.19
S.cerevisiae,CCC0344D1,E,8,Arcaine sulfate,105.31,101.38,99.19,99.61,101.08,99.27,102.18
S.cerevisiae,CCC0345D1,G,8,Arecaidine propargyl ester hydrobromide,100.01,99.46,99.58,97.28,99.2,101.7,101.66
S.cerevisiae,CCC0331D1,A,3,Arecoline hydrobromide,100.38,100.06,100.25,100.25,97.62,100.9,99.39
S.cerevisiae,CCC0340D1,E,5,ARISTOLOCHIC ACID A,104.59,97.8,101.64,99.46,98.94,100.59,96.16
S.cerevisiae,CCC0345D1,D,11,ARL 67156 trisodium salt,97.04,102.83,100.48,100.21,100.07,99.89,98.11
S.cerevisiae,CCC0368D1,B,3,ARTEMISIN,104.76,100.09,99.38,101.45,100.36,96.24,102.59
S.cerevisiae,CCC0332D1,B,9,Artemisinin,62,49.84,32.83,52.5,28.6,-1.46,29.99
S.cerevisiae,CCC0340D1,D,6,ARTESUNATE,24.71,46.89,2.18,4.89,91.44,22.48,11.14
S.cerevisiae,CCC0365D1,H,8,ARTHONIOIC ACID,98.81,98.73,95.71,90.11,96.44,102.43,102.81
S.cerevisiae,CCC0338D1,H,3,Articaine hydrochloride,102.7,99.63,99.67,101.42,100.23,98.66,96.56
S.cerevisiae,CCC0343D1,E,2,"ASARININ, (-)",97.15,95.26,97.61,97.68,94.65,98.63,100.37
S.cerevisiae,CCC0364D1,D,7,ASARYLALDEHYDE,-2.85,-2.15,-2.7,-1.81,-2.33,-1.95,-1.97
S.cerevisiae,CCC0330D1,A,6,Ascorbic acid,100.41,98.82,98.48,97.66,98.37,100.19,104.48
S.cerevisiae,CCC0343D1,D,7,ASIATIC ACID,93.84,-2.54,101.24,7.32,98.8,96.53,95.02
S.cerevisiae,CCC0338D1,C,10,Asiaticoside,101.53,92.03,100.02,102.65,103.36,104.21,98.85
S.cerevisiae,CCC0362D1,E,11,ASPARTAME,58.03,30.68,66.93,56.45,50.04,76.34,34.63
S.cerevisiae,CCC0331D1,B,6,"Aspartic acid, N-acetyl (R,S)",91.47,98.03,96.17,99.56,98.28,104.97,103.65
S.cerevisiae,CCC0345D1,F,6,Astaxanthin,99.02,99.07,99.19,96.3,98.26,95.53,98.55
S.cerevisiae,CCC0327D1,F,7,Astemizole,102.46,105.96,103.29,44.99,101.9,102.34,101.15
S.cerevisiae,CCC0361D1,E,10,ATORVASTATIN CALCIUM,99.14,105.25,93.76,100.99,105.77,104.16,100.97
S.cerevisiae,CCC0332D1,F,5,Atovaquone,94.77,96.39,95.6,102.56,98.3,97.09,99.12
S.cerevisiae,CCC0345D1,C,11,ATPA,99.94,98.63,102.68,100.57,98.65,95.53,100.38
S.cerevisiae,CCC0345D1,E,5,ATPO,99.75,102.05,102.37,100.46,95.62,100,87.9
S.cerevisiae,CCC0335D1,B,8,Atractyloside potassium salt,103.9,99.74,101.1,102.78,102.54,99.1,99.3
S.cerevisiae,CCC0326D1,A,6,Atracurium besylate,96.11,106.58,101.49,96.99,101.08,103.76,103.68
S.cerevisiae,CCC0364D1,D,6,ATRANORIN,97.41,106.09,104.85,98.1,93.47,57.25,68.47
S.cerevisiae,CCC0366D1,D,8,ATRAZINE,97.62,99.47,94.07,95.28,104.11,102.09,102.37
S.cerevisiae,CCC0333D1,A,6,Atropine sulfate monohydrate,96.15,103.33,95.79,103.83,99.4,89.53,100.64
S.cerevisiae,CCC0343D1,D,3,AUCUBIN,96.61,102.03,101.14,105.3,100.29,98.58,103.16
S.cerevisiae,CCC0343D1,B,8,AURAPTENE,99.32,97.63,96.98,72.27,93.88,97.63,104.24
S.cerevisiae,CCC0344D1,B,10,Aurintricarboxylic acid,106.36,102.39,104.57,103.27,100.39,98.04,95.22
S.cerevisiae,CCC0343D1,B,4,AUROVERTIN B,103.72,76.92,100.61,88.29,100.89,98.1,106.29
S.cerevisiae,CCC0340D1,B,7,AUSTRALINE,102.92,103.28,104.28,101.83,102.44,102.31,98.11
S.cerevisiae,CCC0334D1,E,2,Austricine,102.78,102.54,97.2,100.24,101.07,100.06,106.43
S.cerevisiae,CCC0334D1,B,11,Avermectin B1,94.97,-1.81,85.96,-1.33,89.55,97.5,69.94
S.cerevisiae,CCC0357D1,A,11,AVOBENZONE,101.3,99.9,98.76,101.38,96.54,97.9,100.57
S.cerevisiae,CCC0369D1,H,9,AVOCADANOFURAN,100.21,99.96,100.75,102.81,99.73,99.45,101.43
S.cerevisiae,CCC0370D1,G,5,AVOCADENE ACETATE,86.24,90.89,90.99,91.66,89.61,93.34,81.19
S.cerevisiae,CCC0369D1,F,9,AVOCADENOFURAN,102.67,100.22,102.09,98.27,105.96,106.35,101.1
S.cerevisiae,CCC0362D1,D,8,AVOCADYNE,103.44,43.58,103.85,103.18,96.35,99.87,102.1
S.cerevisiae,CCC0370D1,H,5,AVOCADYNE ACETATE,94.97,101.07,98.44,99.38,101,101.5,100.22
S.cerevisiae,CCC0369D1,G,9,AVOCADYNOFURAN,83.76,91.91,73.5,84.04,92.99,88.33,73.54
S.cerevisiae,CCC0362D1,E,8,AVOCADYNONE ACETATE,93.6,87.07,93,65.9,84.19,61.76,70.43
S.cerevisiae,CCC0368D1,D,11,AVOCATIN A,103.12,100.09,107.91,102.9,104.85,103.07,104.13
S.cerevisiae,CCC0368D1,B,11,AVOCATIN B,105.67,99.48,104.91,112.45,99.89,101.22,103.42
S.cerevisiae,CCC0327D1,B,4,Azacyclonol,99.95,105.73,100.79,101.24,89.42,103.99,100.15
S.cerevisiae,CCC0336D1,G,7,Azacytidine-5,101.34,99.28,98.79,102.52,97.38,99.9,96.36
S.cerevisiae,CCC0361D1,B,10,AZADIRACHTIN,98.18,98.01,100.46,79.67,97.85,102.41,101.86
S.cerevisiae,CCC0326D1,A,2,Azaguanine-8,103.89,101.87,101.69,98.3,95.35,99.23,105.09
S.cerevisiae,CCC0339D1,H,8,Azaperone,94.71,92.24,91.39,94.57,93.43,93.79,98.55
S.cerevisiae,CCC0338D1,E,4,Azapropazone,102.24,98.95,102.39,98.89,102.17,99,97.71
S.cerevisiae,CCC0361D1,A,3,AZASERINE,98.67,101.09,102.66,96.32,101.08,99.84,98.19
S.cerevisiae,CCC0327D1,B,5,Azathioprine,100.05,107.22,102.7,99.29,100.66,103.99,100.21
S.cerevisiae,CCC0332D1,A,4,"Azathymine, 6",95.77,96.28,102.41,96.22,100.48,102.41,99.2
S.cerevisiae,CCC0344D1,F,7,Azelaic acid,99.68,103.16,101.34,101.91,98.13,98.36,101.82
S.cerevisiae,CCC0363D1,G,3,AZELASTINE HYDROCHLORIDE,-3.19,-2.83,-1.43,-1.73,-1.63,-1.29,-2.92
S.cerevisiae,CCC0366D1,D,7,AZINPHOS METHYL,97.09,101.58,97.09,101.91,95.38,100.98,99.77
S.cerevisiae,CCC0361D1,A,10,AZITHROMYCIN,99.79,99.04,95.21,96.02,99.26,97.52,99.14
S.cerevisiae,CCC0336D1,C,2,Azlocillin sodium salt,101.22,99.54,101.53,98,100.34,100.87,104.73
S.cerevisiae,CCC0357D1,B,6,AZOBENZENE,101.09,100.78,107.73,101.77,100.84,102,99.67
S.cerevisiae,CCC0328D1,C,6,Aztreonam,101.6,101.54,102.54,103.85,98.2,99.44,100.8
S.cerevisiae,CCC0331D1,B,7,Bacampicillin hydrochloride,101.7,98.54,99.57,84.11,102.68,100.53,104.47
S.cerevisiae,CCC0341D1,A,9,BACCATIN III,97.19,2.24,97.79,-1.27,102.69,101.95,104.42
S.cerevisiae,CCC0337D1,D,10,Bacitracin,84.23,-2.99,70.47,-1.48,96.94,99.22,91.81
S.cerevisiae,CCC0359D1,C,3,BACLOFEN,102.2,100.92,95.44,101.71,99.91,101.15,105.33
S.cerevisiae,CCC0327D1,A,6,"Baclofen (R,S)",94.3,95.69,99.21,99.72,99.22,96.73,100.04
S.cerevisiae,CCC0367D1,E,7,BAEOMYCESIC ACID,92.49,100.1,96.19,71.39,107.6,98.95,95.8
S.cerevisiae,CCC0340D1,H,7,BAICALEIN,100.03,103.73,103.13,110.65,100.58,102.59,99.37
S.cerevisiae,CCC0330D1,E,2,Bambuterol hydrochloride,100.2,101.85,98.04,98.89,99.55,100.56,106.02
