,EC BW,EC BW,EC BW,EC iAi1,EC iAi1,EC iAi1,ST LT2,ST LT2,ST LT2,ST 14028s,ST 14028s,ST 14028s,PAO1,PAO1,PAO1,PA14,PA14,PA14
Paraquat_Curcumin,0.011098747,-0.000836611,0.032591838,0.013089612,-0.009805426,0.024108292,-0.01873764,-0.093622805,0.014789065,-0.018703857,-0.045218231,0.037380341,0.006604152,-0.01234708,0.02769935,-0.055774504,-0.073914458,-0.009629865
Paraquat_Berberine,0.083954285,0.0666837,0.116972145,0.10802335,0.087494521,0.149619102,0.043389372,0.015034053,0.063702964,-0.001128717,-0.012584725,0.031398265,-0.025338982,-0.043200343,0.001641371,0.001486524,-0.004843498,0.021308016
Paraquat_Diclofenac,0.028550215,0.018335579,0.040818094,0.022081848,0.014367551,0.046460231,0.009500584,-0.027993821,0.017976916,-0.029988452,-0.039687031,0.016236109,-0.021642846,-0.041581945,0.005431094,-0.001233901,-0.018045069,0.016097899
Paraquat_Acetylsalisylic acid,0.002892667,-0.031464035,0.033771726,0.022270055,-0.007271524,0.064089473,-0.061756113,-0.095072546,-0.013240354,-0.021894474,-0.040039601,0.000520053,0.003009679,-0.025715528,0.015266203,-0.027984677,-0.053072974,-0.01880599
Paraquat_Ciclopirox,-0.002979237,-0.020454269,0.109445937,-0.016918848,-0.033937573,0.015994517,0.013796281,-0.034791522,0.077188831,0.032306463,-0.00770539,0.060909133,-0.026107989,-0.067546563,0.011479631,-0.013674878,-0.041007874,0.013120773
Paraquat_Triclosan,0.005044656,-0.034067112,0.015160431,-0.01046014,-0.027495639,0.02044234,-0.032552842,-0.05897658,0.080169321,-0.008536318,-0.032890479,-0.000288217,0.001795317,-0.007138248,0.01808712,0.036991,0.007916765,0.056009475
Paraquat_CHIR-90,0.263043067,0.049525635,0.490560052,0.256302707,0.053142589,0.612597441,0.176820647,-0.010946635,0.83747677,-0.003234245,-0.048127671,0.374033153,0.009207425,-0.010541433,0.024688174,-0.008646179,-0.045136786,0.029458129
Paraquat_Phleomycin,0.072653618,0.011878332,0.130214904,0.085411975,0.06543517,0.113246561,0.255907626,0.169083188,0.409195411,0.046676767,0.035775158,0.11110156,-0.002303212,-0.032793154,0.016943113,0.012883161,-0.019151292,0.05430558
Paraquat_Moxifloxacin,0.140001703,0,0.416172406,0.211797129,0.117700457,0.468008054,0.046008577,0.01587659,0.201821679,0.081188753,0.052930329,0.595949773,-0.000873349,-0.017629886,0.018130087,0.014236138,0.001155747,0.040057406
Paraquat_Gentamicin,0.001462036,-0.0058859,0.054511414,0.007848091,-0.019367166,0.042204995,-0.110410543,-0.122406091,0,-0.032378716,-0.056115439,0.047308891,0.017867124,-0.011259531,0.050524201,0.409837486,-0.065092277,0.537942672
Paraquat_Streptozotocin,0.031805259,-0.000889461,0.053212169,0.00640012,-0.003131901,0.017945483,-0.191601493,-0.49562257,-0.119299,-0.079615959,-0.139261226,-0.056466001,0.005625638,-0.012593437,0.016926777,-0.009224908,-0.024928043,0.016645101
Procaine_Vanillin,-0.038567724,-0.069708151,-0.006607086,-0.045087985,-0.083697989,-0.011619468,-0.032787532,-0.057482911,-0.00860036,-0.03801652,-0.07721207,-0.016412833,0.010352035,-0.0170827,0.035889352,0.012990807,-0.080002479,0.044693838
Procaine_Verapamil,0.02079976,-0.002529178,0.04547713,0.013569518,-0.017149992,0.037771319,0.038774166,0.016264814,0.058856324,0.037936779,-0.001974831,0.070470985,0,0,0.169054862,0,0,0
Procaine_Levofloxacin,0,-0.024650489,0,0,-0.051294306,0,0,-0.033491849,0,0,-0.074566156,0,-0.036551147,-0.057957467,-0.018838007,-0.031198733,-0.041327302,0.002335475
Procaine_Piperacillin,0.008350696,-0.041231425,0.048043507,0.015344945,-0.036972293,0.045097287,-0.107361543,-0.469207476,-0.019600628,-0.079311069,-0.247003616,-0.000863271,0.008450992,-0.030180444,0.067551442,0,0,0
Procaine_Nitrofurantoin,0.000119395,-0.034493306,0.034289342,-0.050369972,-0.078762467,0.001686264,-0.000900363,-0.031282025,0.034090624,-0.044704747,-0.091232868,-0.02209603,0.062095311,-0.003081707,0.089406962,0.006029506,0,0.025590534
Procaine_CCCP,0.012211631,-0.034713887,0.042957092,0.002678544,-0.021877981,0.034676865,0.020093732,-0.009586996,0.049358508,0.001634109,-0.01513402,0.030417402,0.011465052,-0.026755522,0.056134202,0.014568941,0.000662038,0.051055818
Procaine_Cephalexin,0.004515397,-0.021382065,0.035155682,-0.005332234,-0.027748001,0.017611261,-0.001343276,-0.026033259,0.025455166,0.032221919,0.00426628,0.077217909,-0.048248805,-0.095698872,-0.001768739,-0.047477363,-0.092508207,-0.002359393
Procaine_Mecillinam,0.043287917,0,0.154805979,0.133300326,0,0.326549011,-0.027998275,-0.191207305,0,0,-0.026025818,0.033826471,0.015195954,-0.014924461,0.053965813,0.012803085,-0.007744669,0.044495316
Procaine_A22,0.018575037,-0.026317615,0.079665591,0.036457683,-0.001804899,0.103720706,0.000382939,-0.055273949,0.03033131,0.006283795,-0.019282197,0.067832065,0.02121386,-0.041200395,0.055123439,0.012715871,-0.01488128,0.040974982
Procaine_Loperamide,0.013484147,-0.050963004,0.059018235,-0.001881654,-0.030151433,0.04706592,0.072072548,0.03514549,0.097146545,0.034713207,0.010210103,0.067697835,0.018534961,-0.032815897,0.035382991,0.028831737,-0.001062207,0.049448624
Procaine_Minocycline,0.004208074,-0.044750251,0.034573448,0.009785115,-0.023863512,0.045156636,-0.017903247,-0.053964865,0.034505995,0.014963485,-0.021632111,0.037546473,-0.042725859,-0.07688363,0.009459006,0.041509653,0.002963561,0.074105217
Procaine_Tobramycin,0.053570372,0.008806674,0.183708323,0.021991541,-0.009585259,0.043001387,0.017565453,-0.022576086,0.058113415,0.024433182,-0.013813798,0.064621472,0.043048633,0,0.095827774,0,0,0.049771537
Procaine_Teicoplanin,-0.025222227,-0.065444523,0.01614517,0.002555766,-0.013183966,0.029370745,0.007213569,-0.012940377,0.032211631,0.013622439,0.000536634,0.032366155,0.017472176,0,0.055784349,0.028016746,0,0.042599903
Procaine_Chlorhexidine,-0.018966918,-0.066178771,0.008902558,-0.026966505,-0.077383247,-0.002963159,0.035419191,0.015130498,0.084588715,0.032011602,0.016661551,0.059074951,-0.017560067,-0.050808491,0.017106133,0.023758585,-0.026311435,0.053049645
Procaine_Metronidazole,-0.012994868,-0.055148252,0.024429148,-0.006726093,-0.026286849,0.023078157,0.027253156,-6.84E-05,0.038107071,0.006947554,-0.005182173,0.022596793,-0.004506537,-0.064653756,0.030138139,-0.012094774,-0.124253576,0.000286522
Procaine_Nisin,0.011515466,-0.005809653,0.042292838,-0.006080668,-0.031969792,0.035709336,0.008055656,-0.03325902,0.028019648,-0.016271702,-0.043871478,0.018870022,0.004255921,-0.036782593,0.041914713,0.039412446,0.019278194,0.061474691
Procaine_EGCG,0.029271636,-0.00486489,0.058316625,0.024819039,0.008242861,0.056183324,-0.017769902,-0.078330187,0.030698163,-0.016055863,-0.04176601,0.024593507,0.001824869,-0.024559175,0.042408569,0.0472102,0.033324877,0.072941859
Procaine_Rifampicin,-0.354063836,-0.438705375,-0.237256753,-0.231703346,-0.416475251,-0.014439053,-0.092029552,-0.123317664,-0.008238843,-0.002592349,-0.074131667,0.001138862,-0.024690629,-0.039265163,0.017908313,0.011144372,-0.009836006,0.026690582
Procaine_Aztreonam,0.294032693,0.198198778,0.447644975,0.205886464,0.107792664,0.310105009,0.184573869,0.084715191,0.42339975,0.08910902,0.049388604,0.573961433,0.04078388,-0.023381509,0.082627567,0.011750149,-0.018925826,0.048374788
Procaine_Penicillin G,0.00742633,-0.03159636,0.037475491,0.017217343,-0.011603093,0.060696694,0.033679656,0.010417364,0.114402609,0.020424247,-0.021731589,0.048869868,0.018261415,-0.004748193,0.075262188,0.041012137,0.025880426,0.051594684
Procaine_Theophylline,-0.01875597,-0.044582951,0.033519166,-0.016600971,-0.055426962,0.013275668,0.030917189,0.013749781,0.048512,0.000235888,-0.019647717,0.017583753,0.035204062,0,0.09120468,-0.01388925,-0.050553349,0.005677713
Procaine_Clofazimine,-0.000832309,-0.049013768,0.033365109,-0.035566093,-0.095164549,0.007454998,0.001167391,-0.042927589,0.028952329,-0.018272239,-0.037399385,-0.000684109,-0.032297329,-0.069949258,-0.009281212,0.009707393,-0.012368983,0.032905824
Procaine_Clarithromycin,-0.086274351,-0.201245829,-0.036354364,-0.211371474,-0.35560863,-0.144409244,-0.045925478,-0.077894759,-0.009747961,-0.028266064,-0.06213272,-0.010654377,0.003623166,-0.01703801,0.015393213,0.007574184,-0.022313805,0.035519045
Procaine_Caffeine,0.006417358,-0.027363282,0.044532482,-0.034145994,-0.073064768,-0.000561618,0.024118558,0.010623162,0.058062988,0.02261767,-0.00253425,0.048582921,-0.017955202,-0.062727967,0.047964038,0.017302297,-0.014730303,0.039447518
Procaine_Reserpine,-0.02011,-0.037635283,0.004993329,-0.017565554,-0.036521415,0.013828405,0.019464624,-0.016653824,0.043647159,0.014586135,-0.023629348,0.038958463,0.014930182,-0.0177113,0.04792474,0.002135547,-0.022465569,0.028645507
Procaine_Puromycin,-0.37992179,-0.629307429,-0.046810691,-0.225558181,-0.576000577,-0.106178733,-0.00847339,-0.162789953,0.033268919,0.028585062,-0.06060095,0.078631163,0.019898295,0.002638149,0.056328381,0.004805257,-0.023588428,0.028773165
Procaine_Pyocyanin,-0.270808243,-0.34965418,-0.142419782,0.044708621,0,0.067230908,-0.102953914,-0.147483336,-0.051713774,-0.103912581,-0.164487734,-0.06456953,0.028988727,-0.003428092,0.065153836,0.027028726,0.009711496,0.054625507
Procaine_Pseudomonic acid,-0.085809115,-0.146223318,-0.061171871,-0.118833567,-0.177591455,-0.06260115,-0.09394242,-0.135545925,-0.061872043,-0.033468815,-0.09265224,0.007957,0.020372962,-0.005365005,0.056415087,0.019113599,0.001730599,0.044186972
Procaine_Nonactin,0.002217305,-0.03149476,0.026705963,-0.025806682,-0.060331525,-0.002436685,-0.001032843,-0.034001234,0.045274842,-0.001275232,-0.0238391,0.023033264,-0.011214121,-0.035780491,0.009111404,0.012501502,-0.035619377,0.035969545
Procaine_Imipenem,0.091309517,0.012837032,0.214471764,0.007542372,-0.022385175,0.042234499,-0.024058458,-0.044180993,0.009710221,-0.0033467,-0.030128399,0.039147481,-0.008005555,-0.040274475,0.02447677,0.014097038,0,0.058802553
Procaine_Bleomycin,-0.272202795,-0.429031983,-0.12109048,-0.301995333,-0.444387527,-0.176633993,-0.022874198,-0.054737518,0.026745894,-0.041036328,-0.063871288,-0.017854505,0.016767902,-0.004270942,0.03866228,-0.001531487,-0.00945397,0.01494886
Procaine_Linezolid,0.002916576,-0.03817797,0.031965868,-0.018296747,-0.039654808,-0.002736751,-0.018796989,-0.042942083,0.025827997,-0.00888324,-0.030798988,0.038418684,0.003605038,-0.032513628,0.032259933,0.01657722,0.001824822,0.046797514
Procaine_Doxorubicin,0.023373919,-0.020228006,0.06541058,-0.016518265,-0.03583393,0.007826987,0.035402261,0.008197885,0.070352563,0.042444063,-0.002036343,0.07920678,-0.022905465,-0.050506208,0.012303522,0.012262918,-0.015356751,0.028037119
Procaine_Daptomycin,-0.024823965,-0.061712197,0.021684908,-0.022379058,-0.046638459,-0.002718251,0.021715431,0.001078049,0.053248119,0.036566942,-0.010182212,0.066999833,0.006200305,-0.034306789,0.036927181,0.034744261,0.002272046,0.048911777
Procaine_Cerulenin,-0.034737734,-0.083150168,0.007363219,-0.029553928,-0.073994964,-0.004303029,-0.02812275,-0.055442763,-0.006482936,-0.033617679,-0.124233206,-0.012192153,-0.000736332,-0.025125285,0.01719784,0.006431249,-0.020352559,0.031622326
Procaine_Tigecycline,0.009938345,-0.014868309,0.051146081,0.001016772,-0.042717684,0.039819879,0.008411424,-0.052192186,0.037402502,-0.013579663,-0.025725267,0.009538558,0.036237301,-0.003474495,0.068595754,0.038993431,0.017566687,0.056669079
Procaine_Mitomycin C,-0.055273354,-0.120146839,-0.006586059,0.289881537,0.205671233,0.331346923,0.125592713,0.073513641,0.144786413,0.018691611,-0.016093021,0.04395586,0.00011206,-0.042605924,0.055770153,-0.060181794,-0.146128136,0.034580294
Procaine_Meropenem,0.163360612,0.00566889,0.197816666,0.104441102,0.067190567,0.138011177,0.042560352,-0.081606694,0.217279956,0,0,0.030866881,0.002377566,-0.033130701,0.073078184,0.030324567,0,0.064097404
Procaine_Colistin,0.015084376,-0.414981212,0.08362117,-0.076900383,-0.492746926,0.034414349,-0.02157783,-0.066193446,0.006576579,-0.036079457,-0.099670177,0.031713041,0,-0.076493641,0.051974138,0,-0.622125527,0
Procaine_Metformin,-0.105713763,-0.133663389,-0.079889406,-0.145810145,-0.223769844,-0.105907758,0.116872865,0.030927989,0.137021082,0.011084293,-0.047549364,0.069696126,0.039664818,0.018855352,0.07979409,0.032549777,0.011091508,0.059891135
Procaine_Phenformin,0.037441388,0.021700461,0.060610068,0.024457725,0.004155068,0.04315195,0.006490175,-0.010060002,0.029390693,-0.066173421,-0.086411153,-0.016773314,-0.013282192,-0.035264809,0.018553875,0.008164972,-0.002498465,0.035644945
Procaine_Azithromycin,-0.235611652,-0.338826742,-0.077831959,-0.26698937,-0.432040162,-0.095453661,-0.200556622,-0.314389757,-0.106004398,-0.188641291,-0.268054686,-0.066630898,0.039932435,0.011466309,0.08409782,0.06452988,0.034623402,0.080470046
Procaine_Curcumin,0.005823558,-0.018315812,0.032504486,0.035442942,0.013038182,0.057228967,-0.096821411,-0.136074769,-0.046166289,-0.254570758,-0.358400908,-0.079008278,0.101193405,0.088508209,0.130123457,0.015893183,0.00124145,0.04010304
Procaine_Berberine,0.055091074,0.029499033,0.076292917,-0.131799519,-0.243760501,-0.077291141,-0.045704953,-0.133801145,-0.007154478,-0.042004581,-0.091997787,-0.008206443,0.025372671,-0.00793856,0.035559613,0.01681829,0.004380087,0.061510468
Procaine_Diclofenac,0.071756677,0.046288112,0.081215314,0.022200284,-0.005427643,0.038360163,0.008171678,-0.001729958,0.029766506,-0.02503488,-0.049687565,-0.008894822,-0.040465221,-0.07700482,-0.029188924,-0.00998141,-0.036719229,0.013166224
Procaine_Acetylsalisylic acid,0.014566584,-0.028990504,0.030432123,0.030990143,-0.003356537,0.055343099,-0.099040328,-0.142444639,-0.078784548,0.041911334,-0.005205397,0.072095588,0.010933849,-0.014747584,0.041155227,-0.025067708,-0.048477384,-0.004639991
Procaine_Ciclopirox,-0.081310062,-0.134781623,-0.038381699,0.003319176,-0.034343874,0.047606822,-0.165001541,-0.243011505,-0.109594802,-0.084875961,-0.11647058,-0.056558267,0.025902976,-0.003364896,0.048772416,0.043437019,-0.026571025,0.062399974
Procaine_Triclosan,0.085220487,0.040511387,0.101630828,0.034311368,-0.011201403,0.08702957,-0.034064676,-0.073895201,0.014863919,-0.038055451,-0.050485983,-0.00983331,-0.021033087,-0.056250337,-0.00482685,-0.015647161,-0.03698018,0.004368489
Procaine_CHIR-90,0,0,0.168242613,0.078033366,0.027712552,0.180309898,0,-0.069506902,0.038200547,-0.055035774,-0.096268872,-0.009446819,-0.016328108,-0.033749151,0.005511802,0,-0.019156873,0.415807148
Procaine_Phleomycin,-0.274880703,-0.345692278,-0.122923944,-0.355574431,-0.397429515,-0.127019992,-0.027671204,-0.149339735,0,-0.171578459,-0.252930113,-0.144444263,0.027075307,-3.34E-05,0.059018919,0.017629845,-0.006459356,0.042797043
Procaine_Moxifloxacin,0,-0.033638197,0,-0.063407688,-0.177488246,-0.028135386,-0.339466085,-0.418141195,-0.126750496,-0.052994732,-0.24018723,0,-0.004452173,-0.020848489,0.028506717,-0.035414225,-0.06884379,-0.018357724
Procaine_Gentamicin,0.400794978,0.149291989,0.564247398,0.065483766,0.027471208,0.17950392,0.56804522,0.03971019,0.681990291,0.025780732,-0.089913874,0.159489935,0.091090814,0.068472391,0.124280655,0,0,0.057329105
Procaine_Streptozotocin,-0.007121156,-0.024910195,-0.000341963,0.035965947,-0.017170536,0.045213921,-0.003915319,-0.044436314,0.029347985,-0.050900323,-0.100127794,-0.02141037,0.013135318,-0.004824927,0.044276389,0.006284632,-0.014028698,0.013718606
Vanillin_Verapamil,-0.015047365,-0.03972657,-0.001646437,0.012316593,-0.010287695,0.033308756,0.014580538,-0.014598548,0.045913396,0.021803257,0.004884136,0.034808868,0,-0.106885105,0,0,0,0
Vanillin_Levofloxacin,0,0,0.135503527,0.085074475,0,0.401480956,0,0,0.145852686,0,0,0.225662468,-0.116832802,-0.281004153,-0.027841959,0,0,0.133676724
Vanillin_Piperacillin,0.024480006,-0.046430178,0.049120372,-0.015751198,-0.059227265,0.026124513,0.088769278,0.070758267,0.100743098,0.04147921,-0.00052462,0.119815816,-0.017334773,-0.039875113,0,0,0,0
Vanillin_Nitrofurantoin,0.011539307,-0.019682113,0.047393036,0.02897076,-0.009117755,0.059922859,0.052290747,0.037322946,0.080162529,-0.005979788,-0.05941223,0.033598949,0.013921477,-0.005843947,0.062971352,0,0,0
Vanillin_CCCP,0.021556684,-0.014599368,0.074521413,0.039207503,0.000651645,0.120058961,0.078634809,0.023211827,0.139394496,0.059969731,0.015822814,0.111714342,0.015097096,-0.001918412,0.055945681,0,0,0.042825499
Vanillin_Cephalexin,0.002726106,-0.056386866,0.043571055,0.000304031,-0.026058486,0.038595417,0.027402884,0.012115148,0.04475411,0.007943623,-0.017746834,0.028645165,-0.003533918,-0.033825992,0.019330924,0,0,0
Vanillin_Mecillinam,-0.013059749,-0.079587445,0.041534816,0,0,0.046587861,0.0589666,0,0.327593203,0.066829668,0.012966597,0.292061726,0.007757712,-0.050646408,0.072090404,0,0,0.164901036
Vanillin_A22,-0.004308518,-0.040858093,0.072352952,0.010001784,-0.030076938,0.07104603,0.034684415,-0.010610443,0.073755052,0.022591116,-0.023425357,0.171216679,0,-0.01737902,0.064824223,0,0,0
Vanillin_Loperamide,0.025485848,-0.010891792,0.058323139,0.019728628,-0.011601884,0.062485267,0.036174505,-0.020643451,0.059363802,0.029501347,0.010790314,0.060893308,0,-0.08863519,0,0,0,0
Vanillin_Minocycline,0.00459931,-0.052841679,0.039460902,0.012868731,-0.014985474,0.053511362,0.011782493,-0.00554048,0.044812038,0.026239407,-0.002262191,0.049916305,-0.010393168,-0.031198102,0.004480608,0,0,0
Vanillin_Tobramycin,0,-0.046699867,0.051508426,-0.015211659,-0.044734555,0.004141525,-0.005404107,-0.074128213,0.00124752,0.000669229,-0.043769917,0.027929957,-0.161983288,-0.437928362,0,0,0,0
Vanillin_Teicoplanin,0.006682715,-0.04343116,0.044052327,0.009412659,-0.025472494,0.039548253,0.001785488,-0.03613761,0.039675467,0.027437916,0.002456958,0.057278283,0,-0.032882783,0.058182293,0,0,0
Vanillin_Chlorhexidine,-0.002914716,-0.047678777,0.015831149,-0.018649175,-0.106801963,-0.000460758,0.03374333,-0.001223952,0.053364169,0.043402974,0.016472761,0.069721862,0,-0.023433072,0.046767747,0,0,0
Vanillin_Metronidazole,-0.049786289,-0.100973642,-0.022261498,0.013036429,-0.013169961,0.041939926,0.004896596,-0.014752544,0.032555347,0.006027949,-0.024099327,0.054738217,-0.02557526,-0.070944352,0,0,0,0.120124909
Vanillin_Nisin,-0.029474494,-0.067252138,-0.002829828,-0.002167307,-0.012464595,0.020155773,0.022671769,0.008571496,0.059098772,0.018379338,-0.001455636,0.042964101,-0.035513809,-0.072607209,0,0,0,0
Vanillin_EGCG,-0.080490898,-0.119164818,-0.038852454,-0.052433301,-0.079708603,-0.034901597,-0.067925488,-0.104883439,-0.031939927,-0.082871762,-0.099848482,-0.027664549,0.0101511,0,0.12203704,0,0,0.079047175
Vanillin_Rifampicin,-0.060309412,-0.144329402,-0.011761012,0.00763443,-0.021244874,0.074826401,-0.065824508,-0.157475881,-0.03283645,0,-0.040513816,0.010113072,0,-0.102755396,0,0,0,0.013925454
Vanillin_Aztreonam,0.225254169,0.13665517,0.389529463,0.209373748,0.184977204,0.467557166,0.18563663,0.111686808,0.648882199,0.078210996,0.054238422,0.789500245,0,-0.021865264,0.029297659,0,0,0
Vanillin_Penicillin G,0.02075533,0.009345266,0.047140631,0.048613607,0.016903228,0.09815017,0.052861129,0.010423538,0.094174746,0.010018212,-0.019678336,0.053871941,-0.001687408,-0.023106198,0.010965159,0,0,0
Vanillin_Theophylline,-0.037410071,-0.070556288,0.015479107,-0.021494767,-0.092569583,0.011514593,0.032322017,-0.010536076,0.054563138,0.028833283,0.005214047,0.044814818,-0.0160362,-0.037814681,0.001990138,0,0,0
Vanillin_Clofazimine,-0.021441362,-0.063402326,0.004670775,-0.037886819,-0.072095615,0.010422294,-0.023578184,-0.062790261,0.01275182,-0.030060733,-0.052610053,-0.004154612,-0.006601971,-0.101147663,0.046151881,0,0,0
Vanillin_Clarithromycin,0.074280911,0.020872205,0.113503815,0.041333413,0.008736687,0.068230582,0.004690857,-0.018776255,0.021984889,0.030302999,0.001933596,0.051461035,0,-0.03777248,0.004859643,0,0,0
