"compound","cal","cne","sce","spo"
"estradiol-3-sulfate, sodium salt_FL",98.62,112.37,104.44,96.88
"estradiol-3-sulfate, sodium salt_TB",104.84,65.06,105.02,96.35
"estriol_AmpB",98.78,100.365,103.52,101.54
"estriol_Ben",97.355,97.745,98.49,102.83
"estriol_CF",99.69,97.255,100.15,101.84
"estriol_Cyp",98.88,90.805,100.67,98.39
"estriol_DMSO",100.54,89.6,100.25,99.16
"estriol_FL",118.4,100.3,96.62,101.73
"estriol_TB",97.425,97.355,101.27,99.65
"estrone acetate_AmpB",91.91,8.18,97.74,16.27
"estrone acetate_Ben",90.57,98.49,96.06,72.24
"estrone acetate_CF",93.95,93.13,94.19,80.93
"estrone acetate_Cyp",94.39,104.67,92.59,6.31
"estrone acetate_DMSO",95.39,99.77,98.07,55.04
"estrone acetate_FL",102.46,98.52,102.97,97.65
"estrone acetate_TB",92.63,91.68,100.14,47.72
"estrone benzoate_AmpB",105.54,102.83,102.61,99.79
"estrone benzoate_Ben",101.19,100.97,96.61,104.56
"estrone benzoate_CF",102.41,103.39,102.85,99.39
"estrone benzoate_Cyp",103.7,105.08,102.97,99.35
"estrone benzoate_DMSO",102.43,100.01,102.92,104.02
"estrone benzoate_FL",97.3,80.22,104.51,96.25
"estrone benzoate_TB",98.49,101.28,101.05,100.16
"estrone_AmpB",91.0366666666667,102.103333333333,101.75,102.83
"estrone_Ben",94.9733333333333,95.0533333333333,103.81,99.49
"estrone_CF",94.7433333333333,92.53,101.55,96
"estrone_Cyp",93.46,93.16,103.92,100.32
"estrone_DMSO",96.1233333333333,96.37,102.37,97.73
"estrone_FL",112.61,101.21,101.45,98.99
"estrone_TB",93.1133333333333,95.4166666666667,110.49,99
"estropipate_AmpB",99.015,102.75,98.69,101.56
"estropipate_Ben",101.99,104.89,99.95,103.42
"estropipate_CF",101.04,101.64,100.97,99.54
"estropipate_Cyp",95.765,105.51,99.83,98.61
"estropipate_DMSO",98.235,102.465,101.51,99.34
"estropipate_FL",94.755,101.4,99.74,100.27
"estropipate_TB",98.055,101.555,103.77,96.43
"et-18-och3_AmpB",99.93,100.62,96.35,99.86
"et-18-och3_Ben",102.56,81.87,98.84,98.88
"et-18-och3_CF",102.73,100.27,102.5,100.74
"et-18-och3_Cyp",99.15,101.87,100.24,100.85
"et-18-och3_DMSO",98.03,99.16,102.39,97.51
"et-18-och3_FL",102.67,117.23,96.9,98.66
"et-18-och3_TB",101.5,113.52,100.47,100.03
"etanidazole_AmpB",96.475,107.095,91.45,99.62
"etanidazole_Ben",103.465,104.37,99.34,100.21
"etanidazole_CF",99.79,96.8,96.83,99.04
"etanidazole_Cyp",98.525,99.555,100.37,99.06
"etanidazole_DMSO",97.63,104.915,98.83,100.05
"etanidazole_FL",97.175,96.275,99.86,99.47
"etanidazole_TB",100.125,97.01,95.99,97.47
"etazolate hydrochloride_AmpB",94.89,101.29,95.56,100.49
"etazolate hydrochloride_Ben",93.6,100,95.46,99.79
"etazolate hydrochloride_CF",52.08,95.27,100.05,101.24
"etazolate hydrochloride_Cyp",96.5,99.96,101.08,99.45
"etazolate hydrochloride_DMSO",92.09,93.15,88,97.46
"etazolate hydrochloride_FL",104.53,98.7,93.84,95.15
"etazolate hydrochloride_TB",95.16,93.22,103.88,100
"ethacrynic acid_AmpB",96.285,97.03,97.5,98.06
"ethacrynic acid_Ben",95.45,102.67,96.13,97.22
"ethacrynic acid_CF",99.425,95.885,98.47,103.15
"ethacrynic acid_Cyp",97.61,100.825,94.44,97.42
"ethacrynic acid_DMSO",97.175,97.18,92.26,98.46
"ethacrynic acid_FL",102.365,96.395,99.14,105.24
"ethacrynic acid_TB",95.04,94.85,96.66,97.16
"ethambutol dihydrochloride_AmpB",99.73,100.07,103.62,100.9
"ethambutol dihydrochloride_Ben",95.23,83.32,100.76,97.28
"ethambutol dihydrochloride_CF",100.15,100.14,100.72,96.27
"ethambutol dihydrochloride_Cyp",100.8,96.02,100.69,99.52
"ethambutol dihydrochloride_DMSO",97.92,98.01,103.31,99.77
"ethambutol dihydrochloride_FL",101.29,101.65,102.44,97.47
"ethambutol dihydrochloride_TB",102.59,98.27,98.21,99.86
"ethamivan_AmpB",97.69,109.79,106.07,100.59
"ethamivan_Ben",103.37,99.79,99.86,99.87
"ethamivan_CF",101.545,90.14,99.47,99.42
"ethamivan_Cyp",75.99,87.335,99.92,99.87
"ethamivan_DMSO",96.925,103.36,104.06,98.79
"ethamivan_FL",91.85,97.265,98.51,99.39
"ethamivan_TB",97.39,82.64,97.95,99.89
"ethamsylate_AmpB",97.78,99.67,101.77,99.89
"ethamsylate_Ben",99.81,100.88,102.83,99.95
"ethamsylate_CF",101.49,96,99.51,101.17
"ethamsylate_Cyp",97.9,100.31,98.9,99.51
"ethamsylate_DMSO",106.69,85.35,101.04,99.24
"ethamsylate_FL",104.85,104.44,101.84,99.32
"ethamsylate_TB",101.83,106.76,96.79,102.02
"ethaverine hydrochloride_AmpB",96.695,94.09,95.48,100.62
"ethaverine hydrochloride_Ben",102.84,101.745,99.59,100.46
"ethaverine hydrochloride_CF",70.715,97.44,87,99.05
"ethaverine hydrochloride_Cyp",98.26,101.01,99.87,99.71
"ethaverine hydrochloride_DMSO",100.43,94.705,95.27,100.98
"ethaverine hydrochloride_FL",110.175,95.015,92.46,100.19
"ethaverine hydrochloride_TB",102.365,102.55,100.14,102.3
"ethinyl estradiol_AmpB",85.85,97.99,101.36,77.34
"ethinyl estradiol_Ben",91.93,96.42,92.85,2.87
"ethinyl estradiol_CF",97.02,89.3,91.98,7.45
"ethinyl estradiol_Cyp",92.61,46.18,109.1,3.21
"ethinyl estradiol_DMSO",88.46,88.4,99.59,8.4
"ethinyl estradiol_FL",95.65,96.19,99.3,72.09
"ethinyl estradiol_TB",92.63,93.88,92.7,9.28
"ethionamide_AmpB",99.71,111.595,105.51,101.53
"ethionamide_Ben",100.17,99.65,100.53,101.85
"ethionamide_CF",100.035,62.51,104.15,101.18
"ethionamide_Cyp",80,102.905,101.13,100.29
"ethionamide_DMSO",99.815,111.34,104.12,99.06
"ethionamide_FL",101.115,90.075,100.26,101.31
"ethionamide_TB",101.255,102.48,95.36,99.68
"ethisterone_AmpB",104.615,99.385,99.77,102.24
"ethisterone_Ben",99.655,97.56,102.18,99.92
"ethisterone_CF",100.94,102.455,100.68,99.42
"ethisterone_Cyp",99.295,91.585,102.97,100.57
"ethisterone_DMSO",99.105,103.15,101.91,102.66
"ethisterone_FL",122.07,91.63,106.38,100.65
"ethisterone_TB",99.86,106.965,104.37,102.43
"ethopropazine hydrochloride_AmpB",94.3,100.8,92.22,96.76
"ethopropazine hydrochloride_Ben",102.485,107.3,100.46,100.56
"ethopropazine hydrochloride_CF",101.53,97.9,97.63,98.15
"ethopropazine hydrochloride_Cyp",102.39,99.475,97.76,98.34
"ethopropazine hydrochloride_DMSO",99.84,100.35,99.3,99.87
"ethopropazine hydrochloride_FL",114.86,100.61,99.99,95.43
"ethopropazine hydrochloride_TB",98.86,102,98.54,95.6
"ethosuximide_AmpB",100.93,91.56,102.37,100.88
"ethosuximide_Ben",101.946666666667,101.896666666667,98.31,101.33
"ethosuximide_CF",100.046666666667,100.756666666667,97.87,101.43
"ethosuximide_Cyp",100.726666666667,100.496666666667,98.71,99.42
"ethosuximide_DMSO",83.77,95.89,91.36,101.18
"ethosuximide_FL",86.6133333333333,102.476666666667,103.54,99.93
"ethosuximide_TB",99.17,102.166666666667,103.9,98.66
"ethotoin_AmpB",101.72,101.14,100.9,100.33
"ethotoin_Ben",101.47,102.38,98.95,100.55
"ethotoin_CF",102.61,102.05,103.84,102.04
"ethotoin_Cyp",101.99,101.6,99.34,99.7
"ethotoin_DMSO",98.28,98.07,102.01,101.08
"ethotoin_FL",90.43,100.46,102.02,101.06
"ethotoin_TB",101.18,98.24,101.49,98.44
"ethoxyquin_AmpB",1.66,3.5,97.22,99
"ethoxyquin_Ben",54.05,113.74,101.34,100.37
"ethoxyquin_CF",90.56,89.89,102.89,102.51
"ethoxyquin_Cyp",98.52,105.85,101.26,100
"ethoxyquin_DMSO",102.36,100,102.69,100.54
"ethoxyquin_FL",125.19,105.61,103.32,100.29
"ethoxyquin_TB",100.35,91.87,98.54,101.21
"ethyl everninate_AmpB",100.94,100.38,105.78,100.08
"ethyl everninate_Ben",99.06,95.87,99.85,69.58
"ethyl everninate_CF",102.88,98.95,98.9,97.28
"ethyl everninate_Cyp",99.51,98.43,101.67,71.92
"ethyl everninate_DMSO",98.33,100.3,97.97,99.49
"ethyl everninate_FL",101.77,100.81,100.03,96.15
"ethyl everninate_TB",100.95,98.19,100.37,98.69
"ethylnorepinephrine hydrochloride_AmpB",99.97,98.99,97.34,101.96
"ethylnorepinephrine hydrochloride_Ben",101.47,100.63,113.45,99
"ethylnorepinephrine hydrochloride_CF",102.24,98.53,103.4,101.44
"ethylnorepinephrine hydrochloride_Cyp",98.68,103.81,103.81,101.19
"ethylnorepinephrine hydrochloride_DMSO",99.11,99.25,96.41,102.18
"ethylnorepinephrine hydrochloride_FL",94.69,107.26,98.76,99.89
"ethylnorepinephrine hydrochloride_TB",99.72,82.11,101.23,103.3
"ethynodiol diacetate_AmpB",92.865,83.265,102.59,101.08
"ethynodiol diacetate_Ben",95.415,100.645,102.32,102.84
"ethynodiol diacetate_CF",85.58,115.795,62.72,99.83
"ethynodiol diacetate_Cyp",95.84,98.16,99.52,95.15
"ethynodiol diacetate_DMSO",94.095,91.14,100.53,97.58
"ethynodiol diacetate_FL",120.985,98.06,100.21,94.6
"ethynodiol diacetate_TB",97.54,100.595,99.41,97.79
"ethynylestradiol 3-methyl ether_AmpB",98.58,101.94,101.4,98.09
"ethynylestradiol 3-methyl ether_Ben",100.26,103.48,98.79,100.33
"ethynylestradiol 3-methyl ether_CF",98.04,100.09,96.03,96.75
"ethynylestradiol 3-methyl ether_Cyp",99.28,96.95,99.49,97.27
"ethynylestradiol 3-methyl ether_DMSO",97.95,102.91,97.48,97.95
"ethynylestradiol 3-methyl ether_FL",93.28,84.04,100.57,92.23
"ethynylestradiol 3-methyl ether_TB",97.16,97.88,98.77,100.14
"etidronic acid, disodium salt_AmpB",98.88,107.25,107.81,100.67
"etidronic acid, disodium salt_Ben",103.89,103.21,99.48,99.72
"etidronic acid, disodium salt_CF",101.66,99.58,102.62,100.45
"etidronic acid, disodium salt_Cyp",100.3,101.14,101.48,101.95
"etidronic acid, disodium salt_DMSO",100.18,99.95,95.63,99.25
"etidronic acid, disodium salt_FL",109.15,103.34,99.54,100.83
"etidronic acid, disodium salt_TB",101.06,103.18,102.44,100.03
"etifenin_AmpB",104.05,98.7,104.11,99.6
"etifenin_Ben",109.94,105.69,99.23,106.06
"etifenin_CF",100.19,100.54,102.08,102.55
"etifenin_Cyp",97,106.1,99.85,99.66
"etifenin_DMSO",98.9,98.86,99.17,101.34
"etifenin_FL",99.75,100.43,103.49,102.22
"etifenin_TB",97.61,98.23,98.12,101.81
"etilefrine hydrochloride_AmpB",101.2,100.02,104.43,98.31
"etilefrine hydrochloride_Ben",102,102.11,98.33,102.01
"etilefrine hydrochloride_CF",100.69,100,90.85,99.39
"etilefrine hydrochloride_Cyp",101.4,99.03,97.58,101.14
"etilefrine hydrochloride_DMSO",101.88,112.52,106.24,100.81
"etilefrine hydrochloride_FL",98.93,101.7,100.02,101.02
"etilefrine hydrochloride_TB",103.43,101.81,100.8,98.34
"etodolac_AmpB",100.033333333333,101.313333333333,100.82,100.25
"etodolac_Ben",98.9633333333333,97.6133333333333,94.55,100.28
"etodolac_CF",100.006666666667,100.393333333333,102.94,99.85
"etodolac_Cyp",100.336666666667,96.02,101.19,104.39
"etodolac_DMSO",101.39,100.996666666667,96.77,102.56
"etodolac_FL",107.046666666667,108.866666666667,101.45,99.47
"etodolac_TB",100,102.236666666667,101.3,106.92
"etofylline_AmpB",99.89,95.9,99.12,99.87
"etofylline_Ben",116.42,111.32,103.29,101.03
"etofylline_CF",102.87,102.56,102.34,100.7
"etofylline_Cyp",98.77,107.17,101.65,100.86
"etofylline_DMSO",110.79,101.44,101.98,100.01
"etofylline_FL",100.2,106.83,102.35,100.29
"etofylline_TB",98.63,104.03,103.31,101.3
"etomidate_AmpB",100.26,100.41,99.4,99.33
"etomidate_Ben",89.19,98.95,99.11,98.64
"etomidate_CF",102.75,98.33,100.62,96.12
"etomidate_Cyp",98.395,108.485,98.49,98.36
"etomidate_DMSO",102.62,98.77,98.48,99.41
"etomidate_FL",79.86,104.73,101.07,94.88
"etomidate_TB",100.105,91.43,96.85,97
"etoposide_AmpB",100.185,99.16,107.66,100
"etoposide_Ben",101.6925,102.0025,98.99,102.37
"etoposide_CF",102.2025,105.625,101.06,100.31
"etoposide_Cyp",102.3275,85.0975,98.92,101.47
"etoposide_DMSO",98.2875,99.3325,99.22,97.57
"etoposide_FL",100.9725,99.0575,98.59,103.01
"etoposide_TB",100.8375,102.335,97.76,98.68
"eucatropine hydrochloride_AmpB",96.325,98.435,97.115,100.31
"eucatropine hydrochloride_Ben",102.89,100.475,100.455,99.655
"eucatropine hydrochloride_CF",99.97,98.165,95.735,98.3
"eucatropine hydrochloride_Cyp",98.99,84.555,94.045,102.61
"eucatropine hydrochloride_DMSO",99.81,99.67,97.105,101.46
"eucatropine hydrochloride_FL",97.735,105.275,100.095,100.985
"eucatropine hydrochloride_TB",103.435,104.94,100.225,99.545
"eudesmine_AmpB",98.6,97.15,96.31,101.61
"eudesmine_Ben",97.33,94.42,99.56,99.79
"eudesmine_CF",99.95,99,100.85,100.1
"eudesmine_Cyp",99.22,101.86,99.41,101.11
"eudesmine_DMSO",105.27,126.41,100.36,103.3
"eudesmine_FL",100.7,105.32,100.76,101.94
"eudesmine_TB",101.6,98.55,99.49,97.36
"eugenol_AmpB",96.16,-0.41,101.15,97.67
"eugenol_Ben",104.1,95.23,117.44,95.88
"eugenol_CF",100,98.59,102.98,83.11
"eugenol_Cyp",102.53,80.2,104.57,84
"eugenol_DMSO",100.93,104.73,98.22,90.22
"eugenol_FL",97.31,116.83,103.27,100.27
"eugenol_TB",97.65,89.22,103.02,100.93
"eugenyl benzoate_AmpB",94.3,101.39,102.07,100.42
"eugenyl benzoate_Ben",91.43,91.16,101.05,105.56
"eugenyl benzoate_CF",100.31,96.82,103.71,98.17
"eugenyl benzoate_Cyp",98.01,99.14,98.95,99.86
"eugenyl benzoate_DMSO",91.97,91.91,93.73,102.62
"eugenyl benzoate_FL",95.27,101.09,101.93,100.3
"eugenyl benzoate_TB",100.38,95.73,99.65,99.89
"euparin_AmpB",97.38,100.84,97.31,100.43
"euparin_Ben",99.9,88.24,104.38,101.45
"euparin_CF",99.39,97.77,99.83,100.88
"euparin_Cyp",99.8,103.96,99.6,98.88
"euparin_DMSO",100.6,100.69,98.24,99.27
"euparin_FL",64.86,104.5,99.07,-1.17
"euparin_TB",102.77,102.49,95.92,103.6
"euphol_AmpB",34.1,0.78,99.93,12.71
"euphol_Ben",97.92,105.58,100.47,98.72
"euphol_CF",12.55,80.08,96.87,97.15
"euphol_Cyp",102.45,89.57,100.75,99.22
"euphol_DMSO",105.69,107.82,99.9,103.48
"euphol_FL",100.62,106.89,96.39,100.36
"euphol_TB",99.28,96.42,100.03,99.97
"euphorbiasteroid_AmpB",88.645,7.28,-1.86,103.48
"euphorbiasteroid_Ben",99.725,75.535,100.37,100.6
"euphorbiasteroid_CF",48.93,92.88,-1.5,103.86
"euphorbiasteroid_Cyp",99.125,94.225,100.59,102.98
"euphorbiasteroid_DMSO",98.78,99.45,102.2,101.85
"euphorbiasteroid_FL",102.54,105.375,102.73,102.22
"euphorbiasteroid_TB",99.81,104.94,100.37,99.95
"everninic acid_AmpB",89.17,99.12,88.06,93.49
"everninic acid_Ben",96.21,96.27,88.63,97.34
"everninic acid_CF",97.16,90.28,88.07,97.2
"everninic acid_Cyp",92.98,107.71,91.93,96.4
"everninic acid_DMSO",85.71,87.44,90.23,97.31
"everninic acid_FL",96.97,92.54,92.78,97.72
"everninic acid_TB",92.83,93.02,75.92,98.8
"evodiamine_AmpB",98.67,97.72,87.48,2.64
"evodiamine_Ben",93.67,94.33,97.72,55.82
"evodiamine_CF",94.72,92.45,89.31,16.86
"evodiamine_Cyp",88.38,100.9,99.7,69.1
"evodiamine_DMSO",89.67,91.27,100.31,3.45
"evodiamine_FL",84.56,94.12,100.67,0.51
"evodiamine_TB",94.39,85.08,99.11,22.74
"evoxine_AmpB",102.24,99.49,101.2,98.8
"evoxine_Ben",101.35,94.5,100.89,98.19
"evoxine_CF",102.935,100.295,100.71,98.83
"evoxine_Cyp",99.715,101.82,99.11,100.15
"evoxine_DMSO",101.605,97.135,103.65,98.34
"evoxine_FL",106.21,104.615,96.62,100.64
"evoxine_TB",98.2,98.815,100.41,100.13
"exalamide_AmpB",92.25,94.55,98.37,102.84
"exalamide_Ben",83.86,89.21,107.1,106.72
"exalamide_CF",89.66,101.36,104.33,103.16
"exalamide_Cyp",84.03,33.34,97.62,98.36
"exalamide_DMSO",84.61,95.87,100.06,101.86
"exalamide_FL",87.24,95.84,100.05,103.54
"exalamide_TB",86.22,86.47,105.03,100.58
"ezetimibe_AmpB",96.12,100.26,100.41,99.48
"ezetimibe_Ben",100.05,101.43,95.27,97.54
"ezetimibe_CF",101.52,95.34,100.03,93.9
"ezetimibe_Cyp",99.62,97.66,107.42,98.27
"ezetimibe_DMSO",101.75,94.67,101.76,101.01
"ezetimibe_FL",101.48,102.83,100.86,98.3
"ezetimibe_TB",100.07,104.8,101.22,100.56
"famciclovir_AmpB",98.02,102.56,110.47,101.2
"famciclovir_Ben",103.28,99.9,102.78,100.1
"famciclovir_CF",101.32,97.14,101.2,101.89
"famciclovir_Cyp",99.77,97.91,109.68,100.62
"famciclovir_DMSO",99.88,99.24,100.8,102.64
"famciclovir_FL",105.19,99.42,99.35,102.76
"famciclovir_TB",97.15,103.66,99.45,100.25
"famotidine_AmpB",100.8,98.1866666666667,96.845,100.935
"famotidine_Ben",102.383333333333,100.37,99.485,100.4
"famotidine_CF",100.156666666667,100.983333333333,100.89,99.705
"famotidine_Cyp",100.783333333333,94.2933333333333,104.9,99.615
"famotidine_DMSO",100.99,97.6933333333333,96.505,100.845
"famotidine_FL",97.35,103.85,100.55,101.225
"famotidine_TB",100.413333333333,111.673333333333,101.39,99.665
"famprofazone_AmpB",100.57,102.52,106.8,100.48
"famprofazone_Ben",99.81,108.13,100.09,99.75
"famprofazone_CF",101.405,100.725,102.54,99.44
"famprofazone_Cyp",101.575,91.32,103.69,101.4
"famprofazone_DMSO",102.57,107.42,102.17,99.8
"famprofazone_FL",117.61,95.4,100.71,99.73
"famprofazone_TB",101.755,101.765,107.36,97.7
"farnesol_AmpB",105.23,8.54,101.54,100.98
"farnesol_Ben",95.63,56.08,107.17,102.62
"farnesol_CF",97.63,4.41,95.42,102.4
"farnesol_Cyp",98.17,36.31,98.63,101.91
"farnesol_DMSO",96.04,-2.75,99.46,102.34
"farnesol_FL",110.19,-0.9,97.57,97.92
"farnesol_TB",96.28,0.97,100.11,100.43
"felbamate_AmpB",101.62,99.765,92.39,100.2
"felbamate_Ben",100.345,93.835,98.87,99.96
"felbamate_CF",99.815,100.78,100.58,101.24
"felbamate_Cyp",101.075,101.87,97.44,99.47
"felbamate_DMSO",102.285,96.135,96.94,95.84
"felbamate_FL",101.74,105.03,95.16,100.44
"felbamate_TB",99.6,99.91,97.09,97.2
"felbinac_AmpB",72.07,111.33,89.04,95.35
"felbinac_Ben",72.41,68.92,84.25,94.13
"felbinac_CF",75.29,69.33,74.31,94.54
"felbinac_Cyp",65.72,96.05,98.61,91.54
"felbinac_DMSO",66.73,94.98,89.42,92.89
"felbinac_FL",99.75,84.49,98.39,98.93
"felbinac_TB",76.69,10.52,84.91,91.01
"felodipine_AmpB",94.485,94.955,94.27,100.25
"felodipine_Ben",96.51,91.98,102.91,99.27
"felodipine_CF",80.1,96.405,96.24,97.54
"felodipine_Cyp",97.66,106.765,97.92,98.96
"felodipine_DMSO",98.41,97.615,93.53,99.84
"felodipine_FL",97.11,94.175,99.42,97.5
"felodipine_TB",97.755,95.955,100.61,95.56
"fenbendazole_AmpB",97.185,0.73,99.51,102.06
"fenbendazole_Ben",87.02,5.185,97.91,101.13
"fenbendazole_CF",100.885,2.2,99.22,100.14
"fenbendazole_Cyp",98.105,2.48,99.41,101.71
"fenbendazole_DMSO",94.72,-0.67,97.47,104.15
"fenbendazole_FL",115.265,-13.475,100.77,97.26
"fenbendazole_TB",98.625,-6.67,98.3,106.26
"fenbufen_AmpB",90.675,96.42,98.51,96.29
"fenbufen_Ben",92.005,105.795,89.04,94.57
"fenbufen_CF",94.63,91.905,96.09,92.8
"fenbufen_Cyp",91.405,76.81,104.96,96.43
"fenbufen_DMSO",90.41,88.7,99.34,98.03
"fenbufen_FL",107.255,82.57,102.3,99.05
"fenbufen_TB",90.28,92.49,108.31,99.68
"fenbutyramide_AmpB",104.27,102.58,100.63,100.62
"fenbutyramide_Ben",105.34,105.76,104.34,109.45
"fenbutyramide_CF",102.31,104.24,101.18,106.05
"fenbutyramide_Cyp",106.14,52.51,102.5,106.29
"fenbutyramide_DMSO",102.77,99.64,99.3,99.69
"fenbutyramide_FL",102.07,111.11,94.12,98.52
"fenbutyramide_TB",99.66,102.55,100.7,99.77
"fendiline hydrochloride_AmpB",98.055,113.84,97.61,102.64
"fendiline hydrochloride_Ben",99.015,101.24,104.41,101.78
"fendiline hydrochloride_CF",82.435,97.535,94.58,101.25
"fendiline hydrochloride_Cyp",99.625,107.875,98.91,100.11
"fendiline hydrochloride_DMSO",100.965,97.89,102.4,98.73
"fendiline hydrochloride_FL",110.07,108.265,100.9,96.27
"fendiline hydrochloride_TB",99.495,95.96,98.82,98.48
"fenofibrate_AmpB",100.533333333333,97.4233333333333,101.48,100.53
"fenofibrate_Ben",90.5366666666667,93.87,96.18,99.32
"fenofibrate_CF",97.71,98.13,100.95,101.98
"fenofibrate_Cyp",96.8433333333333,97.9466666666667,97.94,97.42
"fenofibrate_DMSO",95.15,94.8366666666667,93.95,96.44
"fenofibrate_FL",79.3333333333333,98.07,97.12,96.33
"fenofibrate_TB",97.1566666666667,91.4566666666667,98.53,100.11
"fenoldopam bromide_AmpB",99.79,98.65,99.87,14.05
"fenoldopam bromide_Ben",99.55,98.33,100.24,100.01
"fenoldopam bromide_CF",101.15,99.92,99.26,100.63
"fenoldopam bromide_Cyp",100.01,103.41,100.17,99.46
"fenoldopam bromide_DMSO",102.89,97.93,95.56,93.37
"fenoldopam bromide_FL",97.74,91.01,97.15,99.88
"fenoldopam bromide_TB",101.76,99.76,100.38,101.94
"fenoprofen calcium salt dihydrate_AmpB",91.7,94.59,96.69,100.05
"fenoprofen calcium salt dihydrate_Ben",100.14,93.95,100,99
"fenoprofen calcium salt dihydrate_CF",90.61,91.93,92.28,99.37
"fenoprofen calcium salt dihydrate_Cyp",88.09,70.79,99.66,100.3
"fenoprofen calcium salt dihydrate_DMSO",89.54,100.44,98.05,98.08
"fenoprofen calcium salt dihydrate_FL",125.64,85.53,97.82,100.56
"fenoprofen calcium salt dihydrate_TB",92.02,99.8,92.74,99.14
"fenoprofen_AmpB",90.33,99.5,98.52,98.22
"fenoprofen_Ben",91.2,94.94,92.68,80.21
"fenoprofen_CF",94.32,91.65,92.71,106.7
"fenoprofen_Cyp",93.34,91.18,96.92,103.71
"fenoprofen_DMSO",88.68,97.66,100.64,101.06
"fenoprofen_FL",109.86,92.24,94.98,103.68
"fenoprofen_TB",90.33,92.8,90.46,101.72
"fenoterol hydrobromide_AmpB",101.16,90.57,103.53,99.62
"fenoterol hydrobromide_Ben",97.8433333333333,102.88,98.81,99.82
"fenoterol hydrobromide_CF",100.646666666667,100.363333333333,100.68,100.64
"fenoterol hydrobromide_Cyp",100.06,109.11,100.84,101.44
"fenoterol hydrobromide_DMSO",100.406666666667,98.4133333333333,97,100.77
"fenoterol hydrobromide_FL",97.1433333333333,106.17,99.25,99.24
"fenoterol hydrobromide_TB",101.226666666667,102.966666666667,99.6,99.36
"fenspiride hydrochloride_AmpB",102.586666666667,105.72,102.68,101.03
"fenspiride hydrochloride_Ben",102.473333333333,101.696666666667,102.34,98.27
"fenspiride hydrochloride_CF",101.4,101.026666666667,101.97,100.81
"fenspiride hydrochloride_Cyp",100.483333333333,87.3533333333333,100.33,102.23
"fenspiride hydrochloride_DMSO",100.5,106.93,100.39,100.61
"fenspiride hydrochloride_FL",102.89,94.9033333333333,99.87,101.15
"fenspiride hydrochloride_TB",99.38,102.15,102.11,102.54
"feroline_AmpB",93.17,97.98,97.39,95.4
"feroline_Ben",92.76,99.36,90.17,96.82
"feroline_CF",96.69,91.45,94.27,58.11
"feroline_Cyp",92.63,101.72,97.28,98.91
"feroline_DMSO",90.9,98.88,94.67,97.6
"feroline_FL",107.59,96.12,94.48,90.82
"feroline_TB",95.91,107.2,97.51,95.65
"ferulic acid_AmpB",101.13,104.21,100.72,100
"ferulic acid_Ben",101.65,102.94,101,100.69
"ferulic acid_CF",104.72,99.97,102.27,99.89
"ferulic acid_Cyp",100.14,109.76,102.31,100.41
"ferulic acid_DMSO",101.84,96.88,96.76,101.31
"ferulic acid_FL",102.21,106.44,99.76,99.97
"ferulic acid_TB",106.66,103.78,100.83,104
"fexofenadine hydrochloride_AmpB",102.73,102.085,97.75,99.52
"fexofenadine hydrochloride_Ben",102.415,103.065,99.9,102.25
"fexofenadine hydrochloride_CF",100.065,114.505,102.62,98.6
"fexofenadine hydrochloride_Cyp",99.675,107.74,98.35,100.46
"fexofenadine hydrochloride_DMSO",100.5,99.81,102.56,100.08
"fexofenadine hydrochloride_FL",91.54,103.195,99.02,101.2
"fexofenadine hydrochloride_TB",98.665,99.965,99.74,100.18
"fiduxosin hydrochloride_AmpB",-3.91,2.45,15.04,99.15
"fiduxosin hydrochloride_Ben",42.38,67.59,100.99,99.92
"fiduxosin hydrochloride_CF",0.49,-1.58,-1.39,73.22
"fiduxosin hydrochloride_Cyp",96.27,15.7,101.11,99.95
"fiduxosin hydrochloride_DMSO",101.03,102.19,101.53,101.37
"fiduxosin hydrochloride_FL",103.57,101.99,101.05,101.57
"fiduxosin hydrochloride_TB",7.07,79.15,104.69,99.2
"filipin_AmpB",-1.56,-0.21,59.85,96.92
"filipin_Ben",96.18,100.28,33.44,98.57
"filipin_CF",105.12,28.87,91.5,90.73
"filipin_Cyp",101.23,115.84,99.28,98.47
"filipin_DMSO",106.2,97.71,97.69,92.83
"filipin_FL",100.02,111.8,95.61,94.22
"filipin_TB",105.92,99.07,75.03,99.57
"fillalbin_AmpB",101.325,101.79,105.57,96.93
"fillalbin_Ben",100.98,98.45,100.09,98.09
"fillalbin_CF",99.965,100.485,103.11,99.22
"fillalbin_Cyp",99.625,104.52,100.06,100.1
"fillalbin_DMSO",99.555,99.325,96.24,97.26
"fillalbin_FL",106.62,105.565,98.21,96.71
"fillalbin_TB",100.875,101.715,94.6,98.54
"finasteride_AmpB",98.72,99.74,102.66,98.88
