"compound","cid"
"CYCLOPIAZONIC ACID",NA
"CYTOCHALASIN B",5311281
"CYTOCHALASIN D",5458428
"CYTOCHALASIN E",5458385
"d[-Arg-2]KYOTORPHAN ACETATE",5702203
"DACTHAL",2943
"DAIDZIN",107971
"DALBERGIONE",3015195
"DALBERGIONE, 4-METHOXY-4""-HYDROXY-",NA
"DANTRON",2950
"DATISCETIN",5281610
"DEACETOXY(7)-7-OXOKHIVORINIC ACID",6708640
"DEACETOXY-7-OXISOGEDUNIN",6708725
"DEACETYLCOLCHICINE, N-FORMYL-",NA
"DEACETYLNOMILIN",90472146
"DECOYININE",121578
"DEGUELIN",107935
"DEHYDROEPIANDROSTERONE",5881
"DEHYDROKAWAIN, 5,6-",NA
"DELTALINE",441728
"DEMETHYLEPIPODOPHYLLOTOXIN, 4""-",NA
"DEMISSIDINE",101379
"DEOXODEOXYDIHYDROGEDUNIN",6708592
"DEOXYANDIROBIN",6708516
"DEOXYGEDUNIN",23241800
"DEOXYGEDUNOL ACETATE",6708590
"DEOXYGUANOSINE",135398592
"DEOXYPHORBOL 13-ACETATE, 12-",NA
"DEOXYPHORBOL 13-PHENYLACETATE 20-ACETATE, 12-",NA
"DEOXYSAPPANONE B 7,3""-DIMETHYL ETHER",16667741
"DEOXYSAPPANONE B 7,3""-DIMETHYL ETHER ACETATE",6708755
"Dequalinium analog, C-14 linker",9853645
"DESACETYL (7)KHIVORINIC ACID, METHYL ESTER",6708587
"DESOXYCORTICOSTERONE ACETATE",5952
"DESOXYPEGANINE",442894
"Dextrorphan D-tartrate",5484438
"DIACERIN",26248
"DIACETYLKORSEVERILINE",NA
"DIAZINON",3017
"DIBEKACIN",470999
"DIBUTYL PHTHALATE",3026
"DICHLORODIPHENYLTRICHLOROETHANE",3036
"DIDYMIN",16760075
"DIFFRATIC ACID",94870
"DIGITOGENIN",441886
"Dihydrexidine hydrochloride",11957519
"DIHYDRO-7-DESACETYLDEOXYGEDUNIN",6708643
"DIHYDROANGOLENSIC LACTONE",98042583
"DIHYDRO-beta-TUBAIC ACID",3548249
"DIHYDROCARYOPHYLLEN-5-ONE",4552810
"DIHYDROCELASTRYL DIACETATE",6708713
"DIHYDRODEHYDROEROSONE",4285596
"DIHYDROERGOCRISTINE",107715
"DIHYDROGEDUNIC ACID, METHYL ESTER",6708591
"DIHYDROGEDUNIN",542117
"DIHYDROLANOSTEROL",440560
"DIHYDROLONCHOCARPENIN",54676533
"Dihydrolysergol, 9,10-",NA
"DIHYDRO-OBLIQUIN",3503044
"DIHYDROPTAEROXYLIN",612556
"DIHYDROROBINETINE",NA
"DIHYDROROBUSTIC ACID",54686939
"DIHYDROSAMIDIN",442128
"DIHYDROSPATHELIACHROMENE",609688
"DIHYDROTANSHINONE",5316743
"DIHYDROXY (3alpha,12alpha)PREGNAN-20-ONE",6708589
"DIHYDROXY-4""-METHOXY-CHALCONE, 2"",6""-",NA
"DIHYDROXYFLAVONE, 6,7-",NA
"DIINDOYLMETYHANE",NA
"DIMETHOXYDIHYDROKAWAIN, 11, 12-",NA
"DIMETHYL GAMBOGATE",6857785
"DIMETHYLSULFONE",6213
"DIOONFLAVONE",3336566
"DIOSGENIN",99474
"DIOSMETINE",5281612
"DIPTEROCARPOL",441676
"DIPYROCETYL",68093
"DISTAMYCIN A",3115
"DOMOIC ACID",5282253
"Domperidone maleate",6604595
"E6 BERBAMINE",3190
"EBELACTONE B",6436821
"ECDYSONE",19212
"ECDYSONE, beta-",NA
"ECHINOCYSTIC ACID",73309
"ECHINOMYCIN",3197
"ELAIDYLPHOSPHOCHOLINE",14856193
"ELYMOCLAVINE",440904
"EMBELIN",3218
"EMICYMARIN",10575
"EMODIC ACID",361510
"EMODIN",3220
"ENDECAPHYLLIN X",6710740
"Enoxacin",3229
"EPIANDROSTANEDIOL",6710648
"EPIBATIDINE, ()-",NA
"EPICOPROSTEROL",91465
"EPIGALLOCATECHIN",72277
"EPIGALLOCATECHIN OCTAMETHYL ETHER",6708757
"EPIGALLOCATECHIN TETRAMETHYL ETHER ACETATE",21769541
"EPOXY (1,11)HUMULENE",5363694
"EPOXY (2,3alpha)-7-DEACETOXY-7-OXODIHYDROISOGEDUNIN",6708645
"Ergocristine",31116
"ERGOSTA-7,22-DIEN-3-ONE",99511
"ERGOSTEROL",444679
"ERGOSTEROL ACETATE",6436903
"ERIOCITRIN",83489
"ERIODICTYOL",440735
"ERIODICTYOL-7-GLUCOSIDE",134693055
"ERYTHROMYCIN STEARATE",12559
"ESCITALOPRAM OXALATE",146571
"ESERINE",5983
"ESTRONE HEMISUCCINATE",5702254
"ETHION",3286
"ETHYL 1-BENZYL-3-HYDROXY- 2-OXO[5H]PYRROLE-4-CARBOXYLATE",54677973
"ETHYL DICHLOROORSELLINATE",6710753
"Ethylene glycol-bis(2-aminoethylether)-N,N,N"",N""-tetraacetic acid",NA
"EUDESMIC ACID",8357
"EUDESMINE",325601
"EUGENITOL",5036604
"EUPATORIOCHROMENE",100768
"EUPHOL ACETATE",6427358
"EVODIAMINE",442088
"Farnesylthiosalicylic acid",5469318
"FELAMIDIN",1042895
"FENTHION",3346
"FEROLINE",5903179
"FISETINIDOL",442397
"FISSINOLIDE",6451333
"FISSINOLIDE C",6708735
"FLAVANOMAREIN",101781
"FLAVANONE",10251
"FLAVOKAWAIN A",5355469
"FLAVOKAWAIN B",5356121
"FLUCONAZOLE",3365
"Flupentixol dihydrochloride cis-(Z)",5282483
"FORSKOLIN",47936
"FOSFOMYCIN",446987
"FOSINOPRIL SODIUM",23681451
"FREQUENTIN",5461035
"FUMAGILLIN",6917655
"FUMONISIN B2",2733489
"FUSARENON X",304599
"GALANGINE",NA
"GANGLEOIDIN ACETATE",4673190
"GELDANAMYCIN",5288382
"GELSEMINE",279057
"GENIPOSIDE",107848
"GENISTIN",5281377
"GENKWANIN",5281617
"GENTISIC ACID",3469
"Geraldol",5482101
"GERANYLGERANOIC ACID",5275521
"GINGEROL",442793
"GINKGETIN, K salt",23682224
"GINKGOLIDE B",65243
"GLIOTOXIN",6223
"GLUTAMINE",5961
"GLYCYLLEUCYLPHENYLALANINE",4433883
"GLYCYRRHETINIC ACID, 18-beta-",NA
"GLYCYRRHIZIC ACID",14982
"GR 127935 hydrochloride",11497466
"GR 4661",6160690
"GRAYANOTOXIN III",11057730
"GRISEOFULVIN ANALOG A",3334572
"Guanidinoethyl disulfide dihydrobromide",3521
"H-7 dihydrochloride",73332
"H-9 dihydrochloride",11957465
"HAEMATOPORPHYRIN DIHYDROCHLORIDE",159830
"HAEMATOXYLONE, TETRAMETHYL-",4309557
"HARRINGTONINE",276389
"Hecogenin",91453
"HERNANDEZINE",72343
"HERNIARIN",10748
"HETERATISINE",73527
"HIMBACINE",6436265
"Hirsutine",3037884
"HOMOBUTEIN",6438092
"HOMOERIODICTYOL",73635
"HOMOORIENTIN",114776
"HONOKIOL",72303
"HORDENINE",68313
"HUMILIN A",6708546
"HUPERZINE A, (-)",NA
"HYDRASTINE, D-beta-",NA
"HYDRASTININE HYDROCHLORIDE",71833
"Hydrocortisone 21-hemisuccinate sodium",23694214
"HYDROCORTISONE SODIUM PHOSPHATE",441406
"HYDROLYSIS PRODUCT OF BUSSEIN",54699399
"HYDROXY (3beta)ISOALLOSPIROST-9 (11)-ENE",NA
"HYDROXYAMPHETAMINE HYDROBROMIDE",9377
"HYDROXYCAMPTOTHECIN, 10-",NA
"HYDROXYFLAVONE, 7-",NA
"HYDROXYTOLUIC ACID",6738
"HYPERICIN",3663
"HYPOCRELLIN A",3664
"HYPOCRELLIN B",NA
"HYPOPROTOCETRARIC ACID",627044
"ICHTHYNONE",3428129
"IMIDACLOPRID",86287518
"IMPERIALINE",442977
"INDIRUBIN",10177
"Indirubin-3""-oxime",NA
"Indomethacin morpholinylamide",2415
"INGENOL",442042
"INGENOL 3,20-DIBENZOATE",442043
"IPRIFLAVONE",3747
"IPRONIAZID SULFATE",5702132
"IRIGENOL",5781144
"ISOGEDUNIN",6708584
"ISOGINKGETIN",5318569
"ISOQUERCITRINE",NA
"ISORESERPINE, (-)",NA
"ISORHAMNETINE",5281654
"ISORHAMNETINE-3-GLUCOSIDE",NA
"ISORHAMNETINE-3-RUTINOSIDE",NA
"ISORHOIFOLINE",9851181
"ISOSAKURANETIN",160481
"ISOSCOPOLETINE",69894
"ISOTECTORIGENIN TRIMETHYL ETHER",3279840
"ISOTETRANDRINE",457825
"ISOVITEXIN",162350
"JERVINE",10098
"KAEMPFERIDE",5281666
"KAEMPFEROL-3-GLUCOSIDE",5282102
"KAEMPFEROL-7-NEOHESPERIDOSIDE",5483905
"KAHWEOL",114778
"KANAMYCIN",6032
"KANAMYCIN SULFATE",441374
"KENPAULONE",NA
"KETANSERIN TARTRATE",135348
"KOJIC ACID",3840
"KOPARIN",5318834
"KOPARIN 2""-METHYL ETHER",NA
"Kynurenine, 3-hydroxy (R,S)",89
"L-368,899",11957584
"L-655,240",122070
"LACTULOSE",11333
"LAGOCHILINE",3482911
"LANOSTEROL",246983
"LANOSTEROL ACETATE",11190577
"LAPACHONE, beta-",3885
"LAPIDIN",6440625
"LAPIFERINE",13915435
"LAUDANOSOLINE",92716
"LAVENDUSTIN A",3894
"LAVINDUSTIN B",NA
"LEUCINE ENKEPHALIN",461776
"LEUCOPTERIN",135403796
"Lidocane hydrochloride",NA
"LIGUSTILIDE",5319022
"LINALOOL (+)",443158
"Lisuride (S)(-)",28864
"LITHOCHOL-11-ENIC ACID",5283972
"L-N5-(1-Iminoethyl)ornithine hydrochloride",177903
"LOGANIC ACID",89640
"LOMATIN",600670
"LONCHOCARPIC ACID",54683839
"Loracarbef",5284585
"LUNARINE",6477011
"LUTEOLIN-3"",7-DIGLUCOSIDE",NA
"LUTEOLIN-7-GLUCOSIDE",5280637
"LY-278,584 maleate",3970
"LY-53,857 maleate",6437377
"LYCOPODINE PERCHLORATE",16667751
"LYSYLPHENYLALANYLTYROSINE",6710772
"LYSYL-TYROSYL-LYSINE ACETATE",5702205
"MAACKIAIN",91510
"MAGNOCURARINE IODIDE",16667742
"MAGNOLOL",72300
"MANDELIC ACID, METHYL ESTER",78066
"MAREIN",6441269
"MARITIMEIN",6450184
"MARMESIN",334704
"MATRINE",91466
"MEDICARPIN",336327
"MELOXICAM",54677470
"METACETAMOL",12124
"Metaphit methanesulfonate",6604126
"METHOXYCARBONYLSALICYLIC ACID",26579
"METHOXYFLAVONE, 5-",NA
"METHOXYLUTEOLIN, 6-",NA
"METHOXYYANGONIN, 11-",NA
"METHYL 3beta,12-DIHYDROXY-11-KETOISOALLOSPIROSTAN-3-HEMISUCCINATE",6710697
"Methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate",104999
"METHYL 7-DESOXYPURPUROGALLIN-7-CARBOXYLATE TRIMETHYL ETHER",4020695
"METHYL COCLAURINE",2752274
"METHYL EVERNINIC ACID",596344
"METHYLCHROMONE",66569
"METHYLERGONOVINE",8226
"METHYLORSELLINIC ACID, ETHYL ESTER",3084545
"METHYSTICIN",5281567
"METOLACHLOR",4169
"MEVASTATIN",64715
"MEXICANOLIDE",21596309
"MEZEREIN",24832075
"Midecamycin",5282169
"MILLDURONE",6728947
"MILTEFOSINE",3599
"MIMOSINE, L-",NA
"MITHRAMYCIN A",163659
"MJ33",NA
"Monastrol",2987927
"MONENSIN",441145
"MORINE",NA
"MUNDOSERONE",3083809
"MUSCARINE, (+)",NA
"MYRICITRIN",5281673
"MYRIOCIN",6438394
"MYRISTICIN",4276
"N- (3-TRIFLUOROMETHYLPHENYL)PIPERAZINE HYDROCHLORIDE (TFMPP)",3084246
"N-(4-Aminobutyl)-5-chloro-2-naphthalenesulfonamide hydrochloride",16760706
"N-(p-Isothiocyanatophenethyl)spiperone hydrochloride",16219721
"N,N,N"",N""-Tetramethylazodicarboxamide",NA
"N6-Benzyl-5""-N-ethylcarboxamidoadenosine",4400
"N6-Cyclopentyl-9-methyladenine",4401
"N-ACETYLASPARTIC ACID",65065
"NALED",4420
"Nalidixic acid sodium salt hydrate",23675318
"N-AMINOHEXYL-5-CHLORO-1-NAPTHALENESULFONAMIDE HYDROCHLORIDE",5681
"NARASIN",65452
"NARINGENIN-7-GLUCOSIDE",NA
"NARIRUTIN",442431
"Natamycin",5284447
"N-BENZYLTROPAN-4-OL",14403178
"N-CHLOROETHYL-N-ETHYL-2""-METHYLBENZYLAMINE HYDROCHLORIDE",NA
"NEOHESPERIDIN",442439
"NEOMYCIN",8378
"NEOTIGOGENIN ACETATE",313012
"NERIIFOLIN",441867
"Netilmicin sulfate",62115
"NF449 octasodium salt",6093161
"N-FORMYLMETHIONYLALANINE",4363
"N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE",4364
"N-HISTIDYL-2-AMINONAPHTHALENE (betaNA)",110993
"NICOTINE, (-)-",NA
"NICOTINYL TARTRATE",93578
"NIGERICIN",34230
"NILOTICIN",14021529
"N-METHYL (-)EPHEDRINE",64782
"NOMILIN",72320
"NONACTIN",72519
"NONIC ACID",6708681
"NONOXYNOL-9",72385
"NOPALINE",108012
"NORDEFRIN  HYDROCHLORIDE",3917
"NORDIPLOICIN DIACETATE",6710615
"NORELEAGNINE",107838
"NORFLUOROCURARINE",5581319
"NORHARMANE",64961
"N-Vanillylnonanamide",2998
"OCHRATOXIN A",442530
"ODORATONE",76311433
"OLEANANOIC ACID ACETATE",6708668
"OLEANOLIC ACID",10494
"OLEANOLIC ACID ACETATE",6708573
"OLIGOMYCIN (A shown)",5281899
"OLIGOMYCIN A",5281899
"ORNITHINE aKETOGLUTARATE",NA
"ORTHOTHYMOTINIC ACID",11052
"OSAJIN",95168
"OSTHOLE",10228
"OUABAIN, (-)",NA
"o-VERATRALDEHYDE",66581
"OXA-22 iodide",11601888
"Oxatomide",4615
"OXDEMETONMETHYL",4618
"OXOCAFESTOL, 16-",NA
"OXOKAHWEOL, 16-",NA
"OXYACANTHINE",442333
"OXYTETRACYCLINE, alpha-APO-",NA
"P1,P4-Di(adenosine-5"")tetraphosphate triammonium",NA
"PANAXADIOL",73498
"PANAXATRIOL",73599
"PARADICHLOROBENZENE",4685
"PASINIAZID",16367
"PEGANINE",72610
"PEGANOLE",3756584
"PENICILLAMINE, L-",NA
"PENICILLIC ACID",1268111
"PERILLIC ACID",1256
"PERIPLOCYMARIN",12305974
"PERSITOL HEPTAACETATE",539123
"PEUCEDANIN",8616
"PEUCENIN",68477
"PHENYLACETOHYDROXAMIC ACID",220184
"PHENYLALANYLTYROSINE",515709
"PHLORIZINE",4789
"PHORATE",4790
"PHORBOL",442070
"PHORBOL 12,13-DIBUTYRATE",37783
"PHORBOL 12,13-DIBUTYRATE, 4-alpha-",NA
"PHORBOL 12-MYRISTATE 13-ACETATE",27924
"PHORBOL 12-MYRISTATE 13-ACETATE, 4-alpha -",NA
"Phthalamoyl-L-glutamic acid trisodium",24867859
"p-HYDROXYCINNAMALDEHYDE",641301
"PHYSOSTIGMINE",5983
"PHYTOSPHINGOSINE",122121
"PICEATANNOL",667639
"PICEID",5281718
"PILOCARPINE",5910
"PINOCEMBRIN",68071
"PINOCEMBRIN-7-METHYLETHER",73201
"PINOSYLVIN",5280457
"PINOSYLVIN METHYL ETHER",5281719
"Piperidine-4-sulphonic acid",4838
"PIPERONYLIC ACID",7196
"PODOCARPIC ACID",93017
"POMIFERIN",4871
"PONCIRIN",442456
"PRASTERONE ACETATE",14709
"PRATOL",5320693
"PRIEURANIN ACETATE",6710640
"PRIEURIANIN",329486
"PRISTIMERIN",159516
"PRISTIMEROL",24861846
"PROPACHLOR",4931
"PROPANIL",4933
"PROPARGITE",4936
"PROSTAGLANDIN A1",5281912
"PROSTAGLANDIN B1",5280388
"PROSTAGLANDIN E2",5280360
"PROSTAGLANDIN J2",5280884
"PROTHIONAMIDE",666418
"PROTOPINE",4970
"PROTOVERATRINE B",222158
"PSEUDO-BAPTIGENIN, METHYL ETHER",6708810
"PSEUDO-TIGOGENIN ACETATE",98042581
"PTERIN-6-CARBOXYLIC ACID",135403803
"PURPUROGALLIN",135403797
"PURPUROGALLIN TETRAMETHYL ETHER",234873
"Purvalanol A",456214
"PYROGALLIN",822798
"QUERCETIN TETRAMETHYL (5,7,3"",4"") ETHER",NA
"QUINALIZARIN",5004
"QUININE",3034034
"QUISQUALIC ACID",40539
"R(+)-Lisuride hydrogen maleate",5282421
"RADICICOL",6323491
"RAPAMYCIN",5284616
"REMERINE",119204
"RESISTOMYCIN, TETRAMETHYL ETHER",4309556
"RESVERATROL 4""-METHYL ETHER",NA
"RETINOIC ACID, 9-cis-",449171
"RHAMNETINE",NA
"RHAPONTIN",637213
"RHODOMYRTOXIN",4445621
"RHODOMYRTOXIN B",3270699
"RIFAMYCIN SV-NA",NA
"Ro 16-6491 hydrochloride",5702251
"ROBINETINE",NA
"ROBUSTIC ACID METHYL ETHER",4262362
"ROBUSTONE",5983661
"ROSAMICIN",6537204
"ROSUVASTATIN",446157
"ROTENONE",6758
"ROTENONIC ACID",6708539
"ROTTLERIN",5281847
"Rp-cAMPS triethylamine",45114047
"RUTAECARPINE",65752
"RUTIN",5280805
"RYANODINE",11317883
"S(-)-DS 121 hydrochloride",11957534
"S(-)-IBZM",107995
"S(-)-terguride hydrogen maleate",45105101
"S-5-Iodowillardiine",447196
"SALINOMYCIN",3085092
"SAPINDOSIDE A",73296
"SAPONARIN",441381
"SAPPANONE A 7-METHYL ETHER",6857761
"SARMENTOGENIN",6437
"SARMENTOSIDE B",6708535
"SARSASAPOGENIN",92095
"SB 203186",3272300
"SCANDENIN",54676535
"SCHISANDRIN A, R(+)-",NA
"SCHISANDRIN B, S(-)-",NA
"SCHISANTHERIN A",151529
"SCIADOPITYSINE",NA
"SCLAREOL",163263
"SCLAREOLIDE, (3aR)-(+)",NA
"Sclerotiorin",6436015
"SCOPOLAMINE N-OXIDE, (-)",NA
"SCOPOLINE",261184
"SCOPOLOMINE N-BUTYLBROMIDE",NA
"SEDANOLIDE",5018391
"Seglitide",5311430
"SELINIDIN",668079
"SENECIONINE",5280906
"SENECRASSIDIOL 6-ACETATE",3955970
"SERICETIN",4020240
"SEVEDINDIONE",6419920
"SHIKONIN",479503
"SILYBINE",31553
"SILYMARIN",5213
"SINENSETINE",NA
"SITOSTERYL ACETATE",5354503
"SKF 97541 hydrochloride",5230
"SMILAGENONE",160498
"SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE",5702267
"SODIUM FLUOROACETATE",16212360
"Sodium Taurocholate",23666345
"SOLANIDINE",65727
"SONGORINE",71456946
"SPARTEIN",644020
"SPARTEINE HYDROIODIDE",16667726
"Sphingosine",5280335
"SPIRAEOSIDE",5320844
"STERIGMATOCYSTIN",5280389
"STROPHANTIDIN",6185
"SULFURETINE",NA
"Suramin hexasodium",8514
"SWAINSONINE",51683
"SWIETENINE",14262276
"SWIETENOLIDE-3-ACETATE",6708550
"SWIETENOLIDE-3-TIGLATE",98042580
"SYRINGETINE-3-GLUCOSIDE",NA
"TAMARIXETINE",NA
"TARGININE HYDROCHLORIDE",177980
"TAXIFOLIN, ()",NA
"TEBUTHIURON",5383
"TEGASEROD MALEATE",135413539
"TEMEFOS",5392
"Tetracane hydrochloride",NA
"TETRAHYDROALSTONINE",72340
"TETRAHYDROCORTISONE",5866
"TETRAHYDROCORTISONE-21-ACETATE",6710698
"TETRAHYDROCORTISONE-3,21-DIACETATE",6710630
"TETRAHYDROLIPSTATIN",3034010
"TETRAHYDROPAPAVERINE",5418
"Tfa-VAL-TYR-VAL-OH",40785040
"TFPI hydrochloride",2733516
"THAPSGARGIN",NA
"THEAFLAVIN",135403798
"THEAFLAVIN NONAACETATE",6710778
"THYROXINE",5819
"TIGOGENIN",99516
"TILIROSIDE",5320686
"TIOXOLONE",72139
"Tiratricol, 3,3"",5-triiodothyroacetic acid",NA
"TOPOTECAN HYDROCHLORIDE",60699
"TOTAROL",92783
"TOTAROL METHYL ETHER",6708604
"TOXAPHENE",5284469
"TRANDOLAPRIL",5484727
"trans-()-ACPD",NA
"TRANYLCYPROMINE HYDROCHLORIDE",2723716
"TRIALLATE",5543
"TRICHODESMINE",119040
"TRIPTONIDE",65411
"TRYPTANTHRIN",73549
"TSCHIMGANIDIN",20841345
"TSCHIMGANINE",1294694
"TUBAIC ACID",3919910
"TUBERCIDIN",6245
"TUBOCURARINE, (+)",NA
"TUNICAMYCIN B",56927836
"U-83836 dihydrochloride",107656
"UMBELLIFERONE",5281426
"UNGERINE",7091671
"Uridine 5""-diphosphate sodium",24775980
"URSINIC ACID",795044
"USNIC ACID, (+)",NA
"UTILIN",6708545
"VALINOMYCIN",3000706
"VALYLTRYPTOPHAN",168182
"VERATRAMINE",6070
"VERATRIDINE",6280
"VERATRINE SULFATE",5702002
"VINBLASTINE",13342
"VINCRISTINE",5978
"VINEOMYCIN A1",73213
"VINORELBINE BASE",5672
"VITEXIN-2""-O-RHAMNOSIDE",5282151
"WEDELOLACTONE",5281813
"WORTMANNIN",312145
"YANGONIN",5281575
"ZEARALANOL, beta -",NA
"ZEARALENONE",5281576
"ZEORIN",159931
"ZOLPIDEM",5732
